codigo_provincia;nombre_provincia;año;sexo;edad;poblacion;tasa_def_tot_1000hab;muertes_totales;muertes_respiratorias;proporcion_muerte_respiratoria;tasa_muerte_respiratoria_1000hab;VALOR_ICA;CATEGORIA_ICA;CONTAMINANTE;LATITUD_MEDIA;LONGITUD_MEDIA;ALTITUD_MEDIA;TIPO_AREA_MAS_FREC;ZONA_MAS_FREC
1;ARABA ALAVA;2014;hombres;0-4;1254;1.13;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;15-24;1750;0.15;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;25-34;3706;0.11;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;35-44;3851;0.78;3;4;1.3333333333333333;1.039;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;45-54;1656;2.9;5;23;4.6;13.889;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;5-14;1447;0.0;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;55-64;535;7.48;4;14;3.5;26.168;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;65-74;1068;13.31;14;42;3.0;39.326;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;hombres;75+;7855;138.57;1088;50;0.0459558823529411;6.365;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;0-4;1187;1.07;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;15-24;1666;0.16;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;25-34;3644;0.15;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;35-44;2583;0.45;1;1;1.0;0.387;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;45-54;1259;1.36;2;6;3.0;4.766;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;5-14;1396;0.06;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;55-64;561;3.02;2;13;6.5;23.173;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;65-74;193;5.83;1;17;17.0;88.083;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2014;mujeres;75+;7112;110.02;782;66;0.0843989769820971;9.28;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;0-4;1199;1.36;2;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;15-24;1644;0.36;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;25-34;3423;0.76;3;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;35-44;3775;0.85;3;5;1.6666666666666667;1.325;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;45-54;1668;2.2;4;30;7.5;17.986;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;5-14;1463;0.18;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;55-64;556;6.53;4;21;5.25;37.77;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;65-74;144;16.42;2;39;19.5;270.833;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;hombres;75+;9100;159.51;1452;50;0.0344352617079889;5.495;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;0-4;1201;0.4;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;15-24;1581;0.08;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;25-34;3506;0.16;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;35-44;2610;0.64;2;1;0.5;0.383;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;45-54;1275;1.36;2;8;4.0;6.275;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;5-14;1328;0.21;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;55-64;576;3.8;2;17;8.5;29.514;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;65-74;210;7.25;2;19;9.5;90.476;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2015;mujeres;75+;6414;113.42;727;80;0.1100412654745529;12.473;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;0-4;1155;1.89;2;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;15-24;1640;0.21;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;25-34;3011;0.27;1;1;1.0;0.332;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;35-44;3750;0.76;3;4;1.3333333333333333;1.067;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;45-54;1716;2.68;5;32;6.4;18.648;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;5-14;1455;0.0;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;55-64;547;7.66;4;21;5.25;38.391;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;65-74;150;16.31;2;37;18.5;246.667;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;hombres;75+;10289;151.35;1557;52;0.0333975594091201;5.054;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;0-4;1135;0.82;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;15-24;1525;0.08;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;25-34;3374;0.26;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;35-44;2799;0.68;2;1;0.5;0.357;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;45-54;1295;0.95;1;8;8.0;6.178;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;5-14;1320;0.2;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;55-64;592;2.71;2;18;9.0;30.405;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;65-74;223;6.24;1;23;23.0;103.139;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2016;mujeres;75+;5659;110.02;623;72;0.1155698234349919;12.723;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;0-4;1193;1.4;2;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;15-24;1760;0.28;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;25-34;2880;0.48;1;1;1.0;0.347;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;35-44;3813;0.84;3;5;1.6666666666666667;1.311;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;45-54;1851;2.21;4;31;7.75;16.748;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;5-14;1529;0.0;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;55-64;633;6.41;4;22;5.5;34.755;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;65-74;178;18.11;3;43;14.333333333333334;241.573;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;hombres;75+;9490;137.78;1308;58;0.0443425076452599;6.112;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;0-4;1180;1.08;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;15-24;1583;0.15;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;25-34;3389;0.06;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;35-44;3011;0.82;2;1;0.5;0.332;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;45-54;1462;2.15;3;8;2.6666666666666665;5.472;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;5-14;1358;0.0;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;55-64;646;3.22;2;21;10.5;32.508;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;65-74;265;7.22;2;26;13.0;98.113;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2017;mujeres;75+;5986;106.58;638;85;0.1332288401253918;14.2;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;0-4;1218;2.51;3;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;15-24;1860;0.22;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;25-34;3002;0.35;1;1;1.0;0.333;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;35-44;3902;0.61;2;5;2.5;1.281;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;45-54;2041;2.0;4;30;7.5;14.699;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;5-14;1598;0.12;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;55-64;675;6.54;4;24;6.0;35.556;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;65-74;194;15.76;3;46;15.333333333333334;237.113;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;hombres;75+;9670;154.15;1491;62;0.0415828303152246;6.412;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;0-4;1204;1.44;2;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;15-24;1675;0.0;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;25-34;3490;0.24;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;35-44;3322;0.72;2;1;0.5;0.301;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;45-54;1602;1.36;2;8;4.0;4.994;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;5-14;1488;0.2;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;55-64;771;3.16;2;23;11.5;29.831;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;65-74;290;6.52;2;30;15.0;103.448;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2018;mujeres;75+;6277;106.03;666;82;0.1231231231231231;13.064;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;0-4;1250;1.11;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;15-24;2071;0.62;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;25-34;3247;0.48;2;1;0.5;0.308;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;35-44;4033;0.57;2;6;3.0;1.488;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;45-54;2250;2.58;6;31;5.166666666666667;13.778;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;5-14;1731;0.06;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;55-64;753;7.02;5;25;5.0;33.201;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;65-74;218;16.31;4;41;10.25;188.073;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;hombres;75+;8838;158.85;1404;81;0.0576923076923076;9.165;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;0-4;1247;1.16;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;15-24;1743;0.07;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;25-34;3603;0.18;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;35-44;3675;0.2;1;1;1.0;0.272;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;45-54;1755;1.08;2;8;4.0;4.558;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;5-14;1582;0.06;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;55-64;880;3.17;3;23;7.666666666666667;26.136;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;65-74;335;5.67;2;31;15.5;92.537;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2019;mujeres;75+;6560;100.13;657;79;0.1202435312024353;12.043;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;0-4;1259;2.02;3;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;15-24;2205;0.33;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;25-34;3460;0.29;1;0;0.0;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;35-44;4181;0.76;3;2;0.6666666666666666;0.478;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;45-54;2472;2.28;6;21;3.5;8.495;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;5-14;1860;0.12;0;0;;0.0;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;55-64;801;7.09;6;19;3.1666666666666665;23.72;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
1;ARABA ALAVA;2020;hombres;65-74;270;17.19;5;47;9.4;174.074;12.5;Buena;O3;42.84872571428571;-2.7454414285714286;456.0;SUBURBANA;RESIDENCIAL/COMERCIAL
