fecha,indicativo,nombre,provincia,altitud,prec,dir,velmedia,racha,horaracha,tmed,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2014-06-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",99,"1,9","8,6",Varias,"17,0","12,5",23:40,"21,6",14:30,78,99,Varias,63,13:50
2014-06-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",99,"1,4","7,2",13:40,"15,6","10,9",23:40,"20,4",16:20,85,99,Varias,67,16:10
2014-06-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",23,"2,2","8,6",13:40,"18,4","9,3",03:40,"27,5",15:00,69,99,Varias,42,13:40
2014-06-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,8",35,"3,1","13,6",17:20,"20,0","12,6",23:59,"27,4",14:00,79,99,Varias,43,13:00
2014-06-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",02,"1,9","9,7",16:10,"13,8","9,5",23:59,"18,2",13:50,77,99,Varias,64,Varias
2014-06-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",26,"0,3","6,1",13:40,"17,0","7,8",04:40,"26,2",16:30,63,99,Varias,41,Varias
2014-07-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"27,3",25,"1,4","10,6",14:10,"19,9","13,4",23:40,"26,4",14:10,79,99,Varias,52,14:10
2014-07-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,5",03,"0,3","8,3",Varias,"17,6","13,5",Varias,"21,7",13:40,89,99,Varias,72,13:20
2014-07-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"38,1",32,"0,3","5,3",14:00,"18,0","13,2",05:00,"22,8",11:00,97,99,Varias,65,11:50
2014-07-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,1",34,"0,6","8,1",13:40,"18,6","15,2",Varias,"21,9",17:40,85,99,Varias,66,18:00
2014-07-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,3",12,"0,8","8,1",20:10,"21,2","13,9",03:40,"28,6",16:00,59,99,Varias,47,13:00
2014-07-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,6",31,"0,8","12,2",14:10,"17,8","12,2",21:20,"23,5",12:10,80,99,Varias,55,14:00
2014-07-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"2,2","10,0",12:40,"13,6","9,6",23:40,"17,7",14:50,80,99,Varias,66,12:20
2014-07-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,5",32,"1,9","9,4",13:10,"14,4","9,9",00:00,"19,0",16:00,82,99,Varias,71,16:00
2014-07-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,3",32,"2,2","11,1",14:30,"14,3","11,4",03:50,"17,2",16:20,82,99,Varias,68,Varias
2014-07-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"3,3","11,4",15:30,"14,0","9,9",04:20,"18,2",13:40,77,99,Varias,64,15:10
2014-07-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,5",02,"2,8","8,9",14:50,"14,2","10,3",01:00,"18,0",10:40,91,99,Varias,77,10:40
2014-07-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,6",32,"1,4","8,9",12:40,"14,4","10,2",23:59,"18,6",14:00,88,99,Varias,75,14:10
2014-07-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,1",35,"1,9","9,2",17:50,"16,7","8,8",03:10,"24,6",14:10,73,99,Varias,57,13:20
2014-07-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"1,4","8,3",15:20,"17,8","12,5",23:50,"23,0",15:00,78,99,Varias,63,14:50
2014-07-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"0,6","7,2",17:00,"20,0","11,1",04:40,"29,0",15:20,69,99,Varias,40,14:30
2014-07-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",13,"0,0","7,5",23:20,"23,6","14,0",04:30,"33,1",16:10,63,99,Varias,39,16:30
2014-07-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",13,"0,8","8,6",01:40,"26,0","18,4",05:40,"33,7",16:20,56,96,Varias,42,15:20
2014-07-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",16,"2,5","16,1",20:10,"24,2","15,6",05:00,"32,7",13:40,60,99,Varias,38,18:00
2014-07-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,5",22,"1,7","10,8",17:30,"20,2","15,4",04:50,"25,0",15:40,67,99,Varias,46,16:20
2014-07-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,1",32,"1,9","10,0",15:50,"17,2","12,8",03:50,"21,6",13:50,79,99,Varias,61,13:30
2014-07-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,8",34,"2,8","8,3",15:20,"17,0","13,5",22:30,"20,6",16:00,87,99,Varias,69,16:00
2014-07-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",03,"1,7","10,0",16:20,"18,4","12,7",01:00,"24,2",14:50,70,99,Varias,58,12:50
2014-07-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",33,"0,6","7,8",14:50,"20,2","12,8",03:30,"27,5",13:30,71,99,Varias,54,13:30
2014-07-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,9",29,"1,1","8,3",11:10,"20,4","13,6",04:30,"27,2",13:20,76,99,Varias,58,13:50
2014-07-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,1",15,"0,8","12,5",01:10,"21,0","15,8",23:59,"26,3",15:20,82,99,Varias,63,15:30
2014-07-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",,"1,7",,,"20,4","14,1",04:50,"26,8",13:20,74,99,Varias,53,14:50
2014-07-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,1",05,"1,7","10,6",16:40,"19,0","12,2",04:50,"25,9",14:30,73,99,Varias,57,Varias
2014-07-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,3",35,"1,4","10,8",16:40,"18,0","13,8",23:50,"22,1",14:00,87,99,Varias,66,14:30
2014-07-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,1",32,"3,6","11,1",13:30,"17,0","13,3",03:50,"20,7",13:30,73,99,Varias,53,15:20
2014-07-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",36,"3,1","8,9",11:00,"17,7","12,8",23:59,"22,6",13:20,79,99,Varias,66,13:10
2014-07-31,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,3",01,"0,3","6,4",15:30,"19,4","11,5",05:00,"27,2",14:20,68,99,Varias,48,16:40
2014-08-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,6",14,"0,6","8,3",18:40,"20,4","14,0",05:20,"26,8",13:10,86,99,Varias,59,13:20
2014-08-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,2",33,"1,4","6,1",14:10,"19,9","14,9",05:30,"24,9",13:40,77,99,Varias,56,15:20
2014-08-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,2",03,"0,6","6,4",17:30,"21,2","15,6",04:30,"26,9",15:50,74,99,Varias,48,15:30
2014-08-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"1,7","8,1",14:50,"19,4","13,9",23:59,"25,0",13:50,83,99,Varias,68,13:20
2014-08-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"0,6","6,9",17:00,"19,2","12,1",04:40,"26,3",13:40,73,99,Varias,56,13:10
2014-08-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",31,"1,4","8,6",14:10,"19,8","13,1",05:00,"26,6",14:20,73,99,Varias,52,14:40
2014-08-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"1,1","6,7",12:50,"21,2","14,3",05:00,"28,1",15:10,71,99,Varias,53,14:30
2014-08-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"1,7","14,7",15:30,"23,7","16,4",02:40,"31,0",15:20,73,99,Varias,49,Varias
2014-08-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",19,"1,4","8,1",12:10,"22,5","16,1",04:00,"28,9",15:40,75,99,Varias,56,16:30
2014-08-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"1,1","8,3",16:20,"23,7","17,0",05:20,"30,4",13:20,69,99,Varias,44,13:00
2014-08-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"3,1","9,7",16:50,"18,0","12,5",23:59,"23,4",14:20,82,99,Varias,65,14:00
2014-08-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,1",32,"0,3","5,8",13:10,"18,8","11,3",05:00,"26,4",15:50,70,99,Varias,51,15:10
2014-08-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,2",35,"2,8","12,2",01:20,"14,7","10,6",22:00,"18,8",00:00,91,99,Varias,70,13:20
2014-08-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"0,6","8,9",15:40,"15,1","9,8",04:50,"20,4",15:40,77,99,Varias,58,15:30
2014-08-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"1,4","10,0",14:40,"16,0","10,7",23:50,"21,4",14:00,78,99,Varias,58,Varias
2014-08-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",08,"1,9","10,6",11:30,"14,2","9,3",23:59,"19,0",16:00,74,99,Varias,58,16:40
2014-08-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",05,"1,4","6,1",12:40,"18,2","8,6",03:30,"27,7",16:50,63,99,Varias,38,16:20
2014-08-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,9",29,"0,6","9,4",15:50,"20,2","12,0",03:20,"28,5",14:30,85,99,Varias,54,14:20
2014-08-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",99,"1,1","7,8",14:30,"17,6","12,3",23:59,"22,9",14:00,77,99,Varias,61,14:00
2014-08-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",01,"1,9","8,1",15:00,"16,0","10,5",23:59,"21,5",13:30,77,99,Varias,61,Varias
2014-08-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"0,8","6,7",16:10,"17,0","9,2",05:30,"24,8",15:00,75,99,Varias,51,14:50
2014-08-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,2",32,"1,7","5,8",17:30,"12,2","8,8",23:40,"15,5",10:20,99,99,Varias,94,Varias
2014-08-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",99,"1,1","7,2",Varias,"14,5","7,3",05:00,"21,7",15:10,74,99,Varias,56,13:50
2014-08-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",28,"1,1","6,4",14:20,"18,8","9,8",03:30,"27,7",15:00,68,99,Varias,38,15:10
2014-08-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",26,"1,1","6,7",13:00,"22,0","12,3",05:00,"31,8",16:30,59,99,Varias,37,16:00
2014-08-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",24,"1,4","8,1",12:20,"22,2","14,2",05:00,"30,3",13:50,76,99,Varias,49,Varias
2014-08-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",10,"1,1","6,1",18:40,"22,6","15,6",05:10,"29,5",15:50,71,99,Varias,50,16:10
2014-08-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"0,6","7,8",16:00,"23,6","16,2",06:00,"31,0",14:40,78,99,Varias,50,14:40
2014-08-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"2,2","8,6",13:30,"19,2","15,4",23:59,"22,9",13:40,83,99,Varias,68,13:40
2014-08-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",31,"0,8","7,2",15:30,"18,4","14,2",02:00,"22,7",15:00,89,99,Varias,78,14:50
2014-08-31,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",03,"1,9","8,6",15:50,"19,2","13,0",04:50,"25,5",13:20,76,99,Varias,55,15:00
2014-09-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",02,"1,7","8,3",13:00,"19,8","11,8",05:50,"27,8",14:10,68,99,Varias,47,13:00
2014-09-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",36,"1,1","9,7",13:20,"20,0","11,9",05:10,"28,2",13:40,63,99,Varias,42,Varias
2014-09-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",14,"0,8","6,7",04:00,"21,8","12,5",06:00,"31,1",15:10,63,99,Varias,35,13:30
2014-09-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"0,6","7,5",16:00,"20,0","13,3",23:59,"26,8",15:40,81,99,Varias,61,15:40
2014-09-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"0,6","7,2",16:00,"19,6","12,0",05:50,"27,1",15:00,78,99,Varias,57,14:40
2014-09-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,4",11,"0,3","6,7",23:10,"21,8","13,7",06:00,"30,0",15:00,69,99,Varias,48,17:50
2014-09-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"18,3",28,"0,8","15,0",18:40,"23,2","15,6",05:50,"30,9",15:30,67,99,Varias,42,15:50
2014-09-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",12,"0,0","5,3",03:50,"21,4","16,5",Varias,"26,3",14:50,80,99,Varias,55,15:10
2014-09-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",04,"1,1","5,8",18:00,"21,6","15,5",Varias,"27,8",14:40,77,99,Varias,49,16:40
2014-09-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",16,"1,1","5,8",03:00,"22,4","15,4",05:10,"29,4",14:10,74,99,Varias,47,16:20
2014-09-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"1,4","8,9",13:00,"21,2","15,7",23:59,"26,6",14:50,76,99,Varias,55,11:40
2014-09-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",31,"1,1","7,2",14:50,"19,4","12,9",06:10,"26,0",13:00,63,99,Varias,37,12:50
2014-09-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",01,"0,0","7,2",16:30,"19,9","11,5",05:20,"28,3",14:30,65,99,Varias,36,13:30
2014-09-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,6",30,"0,6","17,2",20:30,"20,2","13,0",04:30,"27,3",14:00,74,99,Varias,55,13:40
2014-09-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",13,"0,0","6,4",00:10,"19,5","13,2",05:00,"25,8",15:20,77,99,Varias,52,Varias
2014-09-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"19,0",22,"3,1","17,5",18:10,"21,0","15,6",02:00,"26,5",14:20,73,99,Varias,56,16:20
2014-09-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",18,"2,8","11,1",06:00,"22,0","18,5",03:00,"25,6",16:00,68,89,Varias,54,15:40
2014-09-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",13,"2,5","8,9",06:40,"21,4","17,5",06:00,"25,2",15:40,67,94,02:30,54,Varias
2014-09-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",22,"2,8","9,2",12:00,"21,0","17,4",06:30,"24,5",14:40,67,88,06:20,55,15:40
2014-09-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,1",,,,,"20,5","15,0",05:40,"26,0",15:20,70,99,Varias,54,Varias
2014-09-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",06,"0,3","7,2",16:10,"19,0","12,4",06:00,"25,6",14:10,81,99,Varias,56,14:00
2014-09-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,8",14,"0,0","3,3",08:50,"16,2","14,9",23:59,"17,6",12:40,99,99,Varias,99,Varias
2014-09-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"1,1","6,9",15:00,"13,6","8,5",23:50,"18,6",14:50,83,99,Varias,64,15:10
2014-09-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"1,7","7,2",12:20,"12,2","7,2",06:00,"17,3",12:10,82,99,Varias,69,15:00
2014-09-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"1,1","11,7",15:40,"13,5","7,6",06:00,"19,4",14:40,73,99,Varias,51,11:40
2014-09-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",06,"0,6","5,8",17:40,"15,2","7,9",06:00,"22,4",15:40,75,99,Varias,50,Varias
2014-09-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",16,"1,9","8,6",18:00,"16,5","9,6",05:30,"23,4",15:10,69,99,Varias,47,15:40
2014-09-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,1",14,"0,3","6,4",00:50,"17,4","15,4",23:59,"19,5",15:40,79,99,Varias,60,00:00
2014-09-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,1",14,"0,0","4,2",05:50,"16,1","13,6",04:50,"18,6",Varias,99,99,Varias,99,Varias
2014-09-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",07,"0,3","5,8",14:40,"15,8","11,8",23:40,"19,8",15:20,90,99,Varias,79,15:20
2014-10-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",06,"0,8","6,1",17:00,"17,1","10,5",06:00,"23,7",14:10,81,99,Varias,59,14:00
2014-10-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",01,"1,1","5,8",16:30,"17,6","10,4",06:40,"24,7",15:20,77,99,Varias,54,14:40
2014-10-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"0,3","5,6",16:30,"17,2","10,2",06:00,"24,2",16:10,75,99,Varias,47,14:50
2014-10-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",35,"0,8","8,6",22:10,"16,2","9,6",06:10,"22,7",14:20,81,99,Varias,58,13:40
2014-10-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",31,"0,8","7,2",14:20,"13,7","9,6",23:59,"17,8",13:30,81,99,Varias,66,13:20
2014-10-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",15,"1,1","6,7",17:10,"15,2","7,7",05:50,"22,8",13:50,72,99,Varias,54,Varias
2014-10-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",16,"0,6","8,1",23:10,"19,8","16,3",06:20,"23,4",15:40,68,82,Varias,54,15:50
2014-10-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,9",18,"4,7","13,9",06:50,"20,5","16,8",19:00,"24,2",14:00,75,99,Varias,60,13:40
2014-10-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"31,7",16,"3,6","12,8",03:20,"16,6","13,8",23:59,"19,5",13:00,91,99,Varias,84,05:20
2014-10-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,7",11,"1,1","9,4",11:40,"15,0","12,5",23:00,"17,5",14:30,95,99,Varias,86,15:50
2014-10-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,3",17,"1,9","14,4",23:20,"16,4","12,1",04:00,"20,8",14:50,80,99,Varias,67,Varias
2014-10-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,2",16,"2,5","15,0",02:30,"16,3","13,7",18:30,"18,9",15:20,78,99,04:20,59,16:20
2014-10-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,5",17,"2,2","8,1",02:10,"14,4","12,0",08:00,"16,8",13:00,91,99,Varias,78,00:00
2014-10-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",14,"0,0","6,4",00:10,"14,6","10,0",23:59,"19,3",14:30,81,99,Varias,61,14:50
2014-10-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",17,"1,1","10,3",20:20,"13,4","9,4",00:50,"17,3",16:00,88,99,Varias,81,20:00
2014-10-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",22,"3,3","12,2",18:30,"19,0","15,4",00:10,"22,6",15:50,76,89,07:00,63,16:10
2014-10-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",22,"2,2","10,3",13:40,"19,2","15,6",06:40,"22,7",13:00,69,85,07:10,61,Varias
2014-10-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",17,"3,3","10,8",00:30,"20,6","16,3",06:30,"24,8",14:00,58,73,Varias,50,13:20
2014-10-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",19,"0,8","6,4",01:30,"20,2","13,0",06:40,"27,4",14:20,67,86,06:40,46,14:40
2014-10-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",10,"0,0","3,3",01:30,"19,2","12,7",05:50,"25,7",16:00,75,96,23:59,55,16:10
2014-10-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,5",33,"1,9","11,1",14:10,"17,2","10,7",06:30,"23,6",14:00,79,99,Varias,53,13:00
2014-10-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",99,"2,2","8,9",Varias,"11,0","6,4",23:20,"15,7",13:40,74,99,Varias,61,13:30
2014-10-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",,,,,,,,,,,,,,
2014-10-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",04,"0,0","3,3",16:00,"16,8","8,3",04:50,"25,2",15:30,48,83,23:50,40,13:00
2014-10-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",32,"0,0","3,3",14:10,"17,4","9,8",07:10,"24,9",14:40,71,99,Varias,50,14:30
2014-10-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",00,"0,0","0,0",Varias,"17,0","9,2",05:50,"24,8",15:10,75,99,Varias,48,Varias
2014-10-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",13,"0,0","3,6",23:59,"13,8","8,8",05:50,"18,7",13:40,93,99,Varias,81,Varias
2014-10-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",12,"0,8","5,6",06:10,"15,9","11,8",21:10,"20,0",13:10,90,99,Varias,72,13:40
2014-10-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",12,"0,0","3,9",Varias,"16,0","11,7",03:50,"20,3",15:20,89,99,Varias,73,15:10
2014-10-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",15,"0,0","3,3",01:50,"15,2","10,2",06:30,"20,1",13:50,93,99,Varias,79,Varias
2014-10-31,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",27,"0,0","4,2",12:00,"13,2","7,8",07:00,"18,7",15:00,95,99,Varias,79,15:10
2014-11-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,3",11,"0,0","4,7",23:30,"13,0","8,6",07:00,"17,5",13:50,97,99,Varias,85,14:30
2014-11-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,8",19,"1,1","7,8",17:00,"13,2","11,0",23:59,"15,3",14:00,99,99,Varias,92,17:00
2014-11-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"15,0",24,"3,6","13,3",17:20,"13,0","10,1",06:00,"15,8",13:20,83,99,Varias,65,15:20
2014-11-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"14,2",36,"1,4","11,7",00:20,"7,7","4,4",22:00,"11,0",00:10,93,99,Varias,79,12:30
2014-11-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"15,3",30,"1,7","6,4",05:50,"5,8","3,5",18:50,"8,0",11:30,98,99,Varias,97,11:40
2014-11-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,3",12,"0,0","5,0",19:10,"7,0","2,8",02:00,"11,1",15:00,92,99,Varias,85,15:10
2014-11-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,6",31,"0,3","6,9",11:30,"8,6","5,4",23:59,"11,9",15:00,99,99,Varias,78,15:10
2014-11-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",99,"1,4","8,9",21:50,"7,8","3,4",04:20,"12,3",15:00,81,99,Varias,70,15:20
2014-11-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",34,"0,6","5,8",12:20,"7,4","4,1",23:20,"10,6",10:50,86,99,Varias,74,12:20
2014-11-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,7",18,"1,4","11,1",23:10,"6,9","1,3",07:30,"12,5",13:30,81,99,Varias,62,14:50
2014-11-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,4",16,"5,0","15,0",11:20,"7,9","7,0",07:50,"8,8",Varias,90,99,Varias,72,00:00
2014-11-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,0",13,"0,6","6,4",00:10,"10,0","6,0",07:10,"14,0",15:50,90,99,Varias,75,14:10
2014-11-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"13,6",14,"5,0","12,5",17:10,"11,5","8,0",04:40,"15,0",23:20,80,94,00:00,75,09:30
2014-11-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,4",17,"1,1","12,2",02:10,"11,2","7,3",23:59,"15,1",00:10,99,99,Varias,76,Varias
2014-11-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,6",26,"2,2","8,6",11:10,"9,4","6,2",20:20,"12,6",13:00,85,99,Varias,66,13:20
2014-11-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"16,9",26,"3,9","10,3",01:10,"8,3","5,8",23:20,"10,8",15:40,79,99,Varias,73,14:00
