fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
2015-01-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"6,2","0,0","-0,2",08:10,"12,6",16:10,99,"1,7","11,4",Varias,"8,8","1005,0",11,"999,0",00,38
2015-01-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"5,0","0,0","-2,4",07:30,"12,3",14:40,29,"0,0","5,3",14:40,"7,2","1007,9",11,"1004,8",00,64
2015-01-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"6,9","0,0","-1,0",05:40,"14,8",16:00,28,"3,1","9,2",Varias,"8,8","1006,9",00,"1002,6",19,60
2015-01-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"10,5","0,0","6,0",23:59,"15,0",14:30,29,"9,2","18,1",11:00,"8,7","1004,2",00,"1000,6",24,66
2015-01-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"3,1","0,1","0,2",07:30,"6,0",00:00,29,"0,3","4,7",23:50,"1,0","1000,8",03,"997,2",17,98
2015-01-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"7,3","0,0","2,2",10:00,"12,4",16:30,27,"3,3","8,3",05:10,"4,2","998,0",24,"994,8",16,88
2015-01-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"5,6","0,0","2,1",20:00,"9,2",14:50,99,"0,6","4,7",Varias,"4,5","1003,8",24,"998,0",00,88
2015-01-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"4,5",Ip,"2,0",08:00,"7,0",21:30,27,"2,8","10,3",21:40,"1,0","1010,3",24,"1003,8",00,93
2015-01-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"7,6",Ip,"0,6",04:30,"14,6",16:30,25,"2,5","9,2",19:55,"5,8","1012,8",11,"1008,5",24,76
2015-01-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"10,2","0,0","4,1",08:00,"16,4",14:00,99,"3,3","8,9",Varias,"8,8","1008,5",00,"999,0",24,59
2015-01-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"10,6","0,0","5,6",23:59,"15,7",13:30,31,"7,8","19,2",11:50,"7,2","1004,3",Varias,"998,5",02,65
2015-01-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"6,0","0,0","0,4",07:30,"11,6",15:30,99,"2,2","6,1",Varias,"8,0","1005,0",10,"998,0",24,73
2015-01-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"3,8","0,0","0,5",08:15,"7,2",15:15,09,"3,3","6,7",Varias,"1,9","998,0",00,"992,6",17,95
2015-01-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"7,0","0,0","-0,2",07:50,"14,1",15:20,12,"0,8","4,7",16:25,"6,9","996,7",09,"992,7",17,79
2015-01-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"6,5","0,8","0,4",08:00,"12,6",15:15,09,"1,9","7,8",15:10,"4,5","993,0",00,"979,9",24,83
2015-01-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"7,6","0,0","3,2",23:20,"12,0",13:20,31,"3,3","18,6",14:10,"3,9","988,5",24,"977,6",04,75
2015-01-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"5,9","0,0","0,8",23:59,"11,0",Varias,28,"3,6","11,4",03:35,"8,9","992,8",11,"988,5",00,60
2015-01-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"3,0","2,9","-1,0",07:40,"7,0",14:10,11,"2,2","6,7",03:50,"0,1","989,7",00,"979,1",24,77
2015-01-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"6,3","0,0","2,8",23:50,"9,8",15:50,30,"8,1","18,1",11:10,"5,4","982,5",22,"978,7",01,65
2015-01-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"5,1","0,0","1,2",06:45,"9,0",13:30,28,"4,4","11,4",11:55,"4,7","982,1",00,"979,0",Varias,64
2015-01-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"6,8","0,3","2,3",22:45,"11,4",12:45,24,"4,4","11,9",Varias,"4,0","980,2",00,"976,3",13,69
2015-01-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,"6,0","0,0","2,4",00:30,"9,6",15:30,30,"7,5","18,1",19:15,"5,6","987,9",24,"978,1",00,69
