fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
2019-01-01,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,1","0,0","7,9",21:50,"14,3",00:10,32,"2,2","15,3",23:56,"4,8","980,9",10,"976,2",24,88
2019-01-02,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,4","0,0","6,0",07:05,"12,7",19:47,32,"9,2","17,2",01:17,"9,0","976,4",24,"973,7",06,53
2019-01-03,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,0","0,0","4,9",04:30,"13,0",Varias,30,"4,4","10,3",04:28,"8,8","979,6",10,"976,4",00,60
2019-01-04,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,5","0,0","5,4",23:30,"11,6",13:50,29,"1,9","8,1",23:48,"7,0","982,2",23,"978,1",04,72
2019-01-05,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,3","0,0","3,4",07:35,"15,2",20:50,33,"10,6","16,9",08:10,"8,9","981,3",00,"976,4",19,43
2019-01-06,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,3","0,0","8,0",07:58,"14,6",18:55,32,"11,4","17,8",11:27,"9,2","976,9",03,"975,6",15,25
2019-01-07,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,8","0,0","5,0",Varias,"12,7",14:20,29,"6,1","12,2",08:42,"7,9","979,6",23,"976,5",Varias,45
2019-01-08,0200E,"BARCELONA, FABRA",BARCELONA,408,"5,8","0,0","1,6",05:12,"9,9",12:25,31,"10,3","17,2",08:36,"7,6","979,3",00,"970,7",24,58
2019-01-09,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,2","0,0","5,6",05:25,"12,9",14:26,34,"6,9","16,4",04:29,"9,0","970,7",00,"963,6",14,58
2019-01-10,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,2","0,0","3,7",05:14,"10,8",14:40,01,"3,9","12,8",03:15,"9,3","970,0",24,"964,6",05,38
2019-01-11,0200E,"BARCELONA, FABRA",BARCELONA,408,"3,8","0,0","-0,7",07:13,"8,4",15:34,31,"7,2","13,6",06:58,"9,1","975,5",22,"970,0",00,43
