fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2023-01-01,0244X,VILASSAR DE DALT,BARCELONA,56,"12,7","0,0","9,5",07:27,"15,9",11:37,21,"0,6","4,2",12:20,81,89,17:00,76,12:50
2023-01-02,0244X,VILASSAR DE DALT,BARCELONA,56,"13,0","0,0","9,3",05:11,"16,6",12:06,33,"0,8","3,6",23:59,80,91,Varias,71,07:00
2023-01-03,0244X,VILASSAR DE DALT,BARCELONA,56,"13,8","0,0","9,6",23:02,"18,0",12:37,35,"1,1","5,3",01:30,73,89,23:10,59,12:40
2023-01-04,0244X,VILASSAR DE DALT,BARCELONA,56,"12,6","0,0","8,2",02:55,"17,0",13:07,23,"0,6","3,6",15:20,76,89,03:00,63,13:10
2023-01-05,0244X,VILASSAR DE DALT,BARCELONA,56,"12,7","0,0","8,0",22:39,"17,4",13:20,99,"0,8","4,7",14:50,63,79,00:50,50,13:00
2023-01-06,0244X,VILASSAR DE DALT,BARCELONA,56,"10,4","0,0","6,0",02:38,"14,9",12:29,09,"1,1","3,9",09:50,75,82,22:20,62,11:30
2023-01-07,0244X,VILASSAR DE DALT,BARCELONA,56,"12,2","0,0","7,6",00:10,"16,9",11:47,28,"3,6","13,3",18:10,51,82,01:10,35,11:50
2023-01-08,0244X,VILASSAR DE DALT,BARCELONA,56,"14,6","0,0","11,6",01:14,"17,7",21:22,29,"2,8","11,9",19:10,71,81,14:00,53,00:10
2023-01-09,0244X,VILASSAR DE DALT,BARCELONA,56,"13,4","0,0","8,9",22:21,"17,8",13:07,29,"3,6","11,4",16:20,51,76,03:30,41,14:00
2023-01-10,0244X,VILASSAR DE DALT,BARCELONA,56,"12,0","0,0","8,0",01:07,"16,1",13:24,99,"1,7","6,1",Varias,60,84,23:30,44,13:40
2023-01-11,0244X,VILASSAR DE DALT,BARCELONA,56,"12,4","0,0","8,3",03:27,"16,4",12:53,34,"1,1","7,8",07:20,66,82,00:00,54,10:40
2023-01-12,0244X,VILASSAR DE DALT,BARCELONA,56,"12,8","0,0","8,8",00:56,"16,7",13:28,31,"2,2","6,9",10:20,64,76,01:00,46,13:30
2023-01-13,0244X,VILASSAR DE DALT,BARCELONA,56,"13,0","0,0","8,6",23:00,"17,3",11:33,28,"1,4","7,8",00:40,58,80,23:40,44,11:30
2023-01-14,0244X,VILASSAR DE DALT,BARCELONA,56,"13,0","0,0","7,2",05:31,"18,7",14:23,28,"3,3","14,4",11:20,63,81,00:20,47,14:40
2023-01-15,0244X,VILASSAR DE DALT,BARCELONA,56,"12,0","2,0","8,5",23:39,"15,6",10:55,26,"2,8","10,3",00:20,70,91,23:50,54,00:00
