fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2023-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,3","0,0","7,8",08:00,"20,8",13:50,22,"0,8","3,9",11:00,"1020,6",00,"1017,1",Varias,44,73,08:40,26,13:30
2023-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,3","0,2","9,8",04:00,"20,8",12:00,26,"0,8","5,3",05:40,"1020,0",23,"1017,5",05,56,83,19:50,32,11:50
2023-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,3","0,0","10,7",08:00,"19,9",13:50,11,"2,2","5,6",16:40,"1026,0",24,"1019,5",01,80,91,07:50,64,12:20
2023-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,4","0,0","11,9",08:30,"19,0",11:30,99,"1,7","6,4",12:30,"1028,1",11,"1025,6",17,76,91,04:20,58,14:30
2023-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,2","0,0","10,6",23:59,"17,8",12:00,08,"1,7","8,1",11:40,"1025,7",00,"1021,0",Varias,79,93,Varias,67,15:20
2023-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,5","0,0","8,0",06:50,"19,0",13:10,17,"1,7","5,0",14:40,"1021,8",10,"1018,8",16,76,94,07:00,51,12:50
2023-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,2","0,0","9,3",07:00,"21,1",14:10,26,"2,2","9,2",12:30,"1020,9",10,"1018,0",16,63,85,07:00,43,14:10
2023-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,2","9,5",02:50,"19,3",13:00,29,"1,1","4,7",23:59,"1019,8",00,"1016,4",17,79,95,23:30,69,13:00
2023-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"18,3","0,0","15,1",23:59,"21,5",13:00,28,"2,2","10,0",13:30,"1022,7",23,"1017,5",04,71,85,23:50,57,14:00
2023-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"18,6","0,0","13,6",06:50,"23,7",14:40,27,"1,9","8,9",03:30,"1024,3",10,"1021,0",15,66,85,00:00,43,14:50
2023-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,5","0,0","12,0",07:00,"21,0",14:20,27,"4,4","11,7",10:30,"1022,4",10,"1018,4",15,65,83,Varias,48,14:10
2023-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,0","9,8",07:00,"19,1",11:50,10,"2,2","6,4",12:10,"1024,2",11,"1021,3",05,72,90,22:50,57,12:50
2023-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,4","0,0","9,0",03:20,"21,8",15:00,26,"3,1","6,7",12:40,"1022,6",00,"1018,7",15,71,91,03:20,36,15:20
2023-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","0,0","7,2",05:00,"18,9",14:00,15,"1,4","4,7",14:10,"1023,6",11,"1018,9",24,77,92,22:30,60,14:00
2023-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,0","0,0","10,1",04:20,"20,0",15:50,26,"4,2","11,1",13:50,"1019,4",21,"1017,1",06,62,87,04:20,47,15:40
2023-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,1","0,0","9,7",06:50,"16,5",13:40,30,"4,4","18,3",15:00,"1018,5",00,"1010,7",24,56,68,00:00,49,Varias
2023-01-17,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,5","0,0","13,1",23:59,"19,9",13:30,29,"3,3","17,8",23:30,"1010,7",00,"1002,5",15,54,66,04:50,46,20:50
