fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,sol
2021-08-31,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,9","0,0","18,9",Varias,"34,9",15:18,99,"3,9","11,4",Varias,"1010,8",Varias,"1007,2",15,51,85,Varias,29,14:12,"10,3"
2021-09-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,9","0,0","20,3",05:29,"31,5",15:24,23,"4,4","10,3",16:30,"1012,4",Varias,"1009,2",16,61,88,Varias,36,15:24,"9,0"
2021-09-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,3","0,0","19,1",05:35,"31,5",14:35,22,"3,9","10,3",15:26,"1013,7",Varias,"1011,3",18,55,87,Varias,34,14:01,"11,4"
2021-09-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,6","0,0","17,5",05:43,"33,7",Varias,99,"3,9","10,3",Varias,"1014,1",Varias,"1009,7",17,53,85,Varias,25,16:32,"12,2"
2021-09-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,9","0,0","18,7",06:06,"35,1",16:06,99,"3,1","7,8",Varias,"1011,4",Varias,"1007,8",17,44,74,05:59,26,Varias,"12,3"
2021-09-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,0","0,0","19,5",06:06,"38,5",16:07,24,"1,9","18,6",19:36,"1012,5",Varias,"1007,7",18,36,70,Varias,18,16:55,"11,3"
2021-09-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,2","0,0","24,5",23:56,"35,9",16:09,99,"3,3","9,2",Varias,"1012,5",Varias,"1007,5",03,40,73,23:59,27,16:02,"6,5"
2021-09-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,3","0,0","21,6",23:41,"33,0",13:37,23,"4,2","10,8",12:26,"1013,9",Varias,"1010,5",17,57,85,Varias,30,13:20,"10,6"
2021-09-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,8","0,0","19,5",06:06,"32,1",15:39,20,"5,0","11,7",17:01,"1014,5",Varias,"1010,8",17,56,93,Varias,27,15:39,"11,4"
2021-09-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,8",Ip,"19,1",06:17,"30,5",15:56,22,"4,4","10,8",18:03,"1014,7",Varias,"1012,1",16,57,80,00:31,37,14:58,"8,3"
2021-09-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,4","0,0","18,0",05:44,"32,9",15:21,23,"3,9","9,2",Varias,"1016,0",Varias,"1012,5",16,51,88,Varias,27,14:55,"11,8"
2021-09-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,6","0,0","18,7",05:12,"34,6",Varias,99,"2,8","8,9",Varias,"1014,7",00,"1010,2",16,43,79,Varias,22,13:19,"11,7"
2021-09-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,8",Ip,"17,8",06:23,"35,9",15:46,99,"3,1","8,3",Varias,"1011,6",00,"1006,4",17,45,89,Varias,20,13:58,"10,9"
2021-09-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,2","23,3","22,5",23:21,"29,9",12:05,17,"3,6","10,8",22:18,"1010,7",01,"1006,4",19,63,78,23:20,40,11:54,"1,0"
2021-09-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,,"5,3",,,,,,,,,,,,,,,,,,"1,5"
2021-09-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,8","0,0","18,9",05:25,"26,8",15:59,28,"3,1","11,7",13:54,"1013,7",Varias,"1009,4",02,72,96,Varias,52,15:17,"6,8"
2021-09-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,,"0,0",,,,,,"1,7",,,"1015,2",Varias,"1011,6",17,67,,,,,"5,7"
2021-09-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,4","0,0","18,9",04:46,"31,9",14:48,20,"2,5","8,9",17:57,"1013,4",Varias,"1009,4",16,58,95,Varias,34,14:30,"11,7"
2021-09-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,8","0,0","18,8",Varias,"30,9",14:51,99,"3,3","8,3",Varias,"1012,7",Varias,"1010,0",16,52,90,Varias,29,15:04,"11,9"
2021-09-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,4","0,0","16,4",05:40,"32,3",16:41,23,"1,4","7,8",18:49,"1014,6",Varias,"1011,3",18,47,94,Varias,25,16:30,"11,8"
2021-09-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,7","0,0","17,2",06:06,"32,2",15:22,99,"3,3","7,8",Varias,"1015,5",Varias,"1011,1",18,54,88,Varias,26,14:44,"11,7"
2021-09-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,6","0,0","18,1",06:06,"31,2",15:28,11,"2,5","18,1",15:54,"1012,9",Varias,"1009,8",15,56,90,Varias,30,15:28,"10,1"
2021-09-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,4","0,0","18,1",04:10,"30,7",16:10,99,"3,3","9,2",Varias,"1012,5",00,"1007,8",17,55,88,Varias,34,15:16,"9,9"
2021-09-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,4","1,3","19,6",02:20,"29,2",10:29,99,"5,3","13,3",11:36,"1010,0",Varias,"1007,6",11,69,86,Varias,40,10:32,"6,1"
2021-09-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,6","0,0","18,3",23:59,"24,9",15:51,99,"4,2","9,2",Varias,"1014,0",Varias,"1008,8",03,67,93,Varias,42,15:15,"1,4"
2021-09-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,1","0,0","16,1",04:44,"28,1",14:28,99,"3,6","8,3",Varias,"1016,9",Varias,"1013,4",04,64,93,Varias,37,14:56,"8,5"
2021-09-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,6","0,0","16,0",06:03,"29,3",15:07,34,"1,4","6,7",18:03,"1018,6",Varias,"1015,6",18,57,96,Varias,30,16:46,"10,5"
2021-09-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,6","0,0","16,3",06:08,"30,9",15:07,23,"1,9","5,8",18:41,"1018,6",Varias,"1015,4",17,51,93,06:17,23,17:40,"11,1"
2021-09-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,3","0,0","16,0",06:10,"30,6",15:36,26,"3,3","9,2",14:59,"1018,4",Varias,"1015,4",17,56,92,Varias,26,15:29,"11,3"
2021-09-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,2","0,0","17,9",05:44,"32,4",15:53,05,"2,5","7,2",09:21,"1019,9",Varias,"1016,3",16,40,71,00:00,22,16:09,"11,5"
2021-09-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,5","0,0","17,0",06:14,"32,0",14:26,31,"1,9","6,1",15:35,"1019,6",Varias,"1015,4",17,44,67,Varias,27,14:04,"10,3"
2021-10-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,1","0,0","16,8",05:34,"31,4",16:02,22,"2,5","7,8",18:03,"1018,2",Varias,"1014,1",17,57,91,Varias,27,16:03,"9,7"
2021-10-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,8","0,0","17,2",06:17,"30,4",14:16,22,"3,6","10,3",Varias,"1014,5",00,"1010,1",17,55,92,Varias,29,16:30,"11,2"
2021-10-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,2","3,4","14,8",23:34,"23,7",16:21,26,"5,0","12,8",11:28,"1016,0",Varias,"1009,6",04,78,97,13:16,44,16:48,"4,1"
2021-10-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,"18,1","0,0","11,0",04:45,"25,2",16:27,36,"1,7","6,1",13:55,"1019,4",Varias,"1015,7",16,50,87,Varias,27,16:30,"9,4"
2021-10-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,8","0,0","12,5",05:58,"27,2",16:40,99,"1,7","6,7",Varias,"1019,8",Varias,"1016,0",16,49,82,02:54,33,12:53,"10,3"
2021-10-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,5","0,0","16,7",06:24,"32,3",15:19,05,"3,6","12,5",09:57,"1017,8",00,"1014,4",16,51,89,Varias,21,14:11,"11,3"
2021-10-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,7","0,0","15,8",06:17,"31,6",15:54,99,"3,1","8,3",Varias,"1016,1",Varias,"1012,2",16,44,73,Varias,27,16:27,"11,0"
2021-10-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,2",Ip,"15,0",Varias,"31,5",15:30,22,"2,2","7,8",Varias,"1015,0",Varias,"1011,5",17,56,88,06:27,25,15:35,"11,1"
2021-10-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,4",Ip,"15,6",07:12,"29,2",15:42,21,"1,4","6,7",Varias,"1015,7",Varias,"1012,1",17,62,100,Varias,34,15:05,"9,3"
2021-10-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,6","0,0","16,0",06:28,"31,2",14:27,08,"3,1","9,7",16:17,"1014,2",Varias,"1010,7",16,48,85,Varias,28,17:27,"10,8"
2021-10-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,2","0,0","16,9",06:41,"31,5",14:51,07,"5,3","11,7",10:21,"1013,4",Varias,"1009,9",16,44,77,Varias,23,14:22,"10,4"
2021-10-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,6","0,0","17,1",05:30,"30,0",14:57,25,"2,8","8,3",18:29,"1013,4",Varias,"1010,1",16,50,77,Varias,30,15:36,"10,3"
2021-10-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,4","0,0","14,8",06:40,"30,1",15:57,99,"1,4","6,1",Varias,"1014,7",Varias,"1011,6",15,56,90,Varias,30,15:58,"10,5"
2021-10-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,6","0,0","15,3",05:29,"29,9",15:33,99,"2,8","6,7",Varias,"1017,3",Varias,"1014,0",15,52,92,Varias,29,16:29,"10,5"
2021-10-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,2","0,0","13,4",05:40,"29,1",15:01,23,"1,7","5,8",18:42,"1017,4",Varias,"1013,1",16,44,77,06:52,25,13:30,"10,5"
2021-10-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,4","0,0","14,9",06:33,"29,8",14:42,21,"2,5","8,9",Varias,"1015,1",Varias,"1012,0",15,56,87,06:47,21,14:45,"8,3"
2021-10-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,7","0,0","15,7",05:39,"29,7",15:54,99,"1,7","5,0",Varias,"1016,5",Varias,"1013,4",03,46,86,06:14,26,Varias,"9,1"
2021-10-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,4","0,0","17,8",06:31,"30,9",15:18,99,"1,1","6,1",Varias,"1018,4",Varias,"1015,0",17,53,77,Varias,36,14:18,"10,3"
2021-10-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,3","0,0","16,8",06:10,"31,8",14:37,08,"2,5","8,9",16:47,"1019,4",Varias,"1015,8",16,45,79,Varias,28,14:09,"10,6"
2021-10-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,7","0,0","15,6",06:42,"29,8",14:44,13,"1,7","7,2",09:26,"1019,2",Varias,"1015,4",18,41,75,Varias,25,13:35,"10,6"
2021-10-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,5","0,0","14,9",05:38,"28,1",14:39,27,"2,2","8,3",14:42,"1016,9",Varias,"1012,5",17,51,82,Varias,23,14:39,"10,1"
2021-10-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"18,4","0,0","10,9",06:59,"25,9",15:53,30,"2,2","5,8",12:51,"1014,6",Varias,"1011,5",15,53,84,07:05,32,15:30,"10,4"
2021-10-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,0","0,0","12,1",05:38,"26,0",14:38,01,"2,2","7,2",15:16,"1017,9",Varias,"1014,5",00,50,80,05:13,35,15:03,"10,4"
2021-10-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,0","0,0","11,3",06:12,"26,8",13:44,09,"2,2","7,2",14:03,"1019,8",Varias,"1016,4",15,51,88,06:16,28,15:30,"10,4"
2021-10-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"18,9","0,0","11,2",06:38,"26,6",14:40,99,"1,9","6,1",14:38,"1018,0",Varias,"1013,7",16,47,76,Varias,29,15:40,"8,9"
2021-10-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,6","0,0","12,6",06:46,"26,6",14:33,08,"2,8","9,2",12:53,"1017,2",Varias,"1014,2",15,54,80,Varias,30,14:29,"8,2"
2021-10-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,4","0,0","12,5",05:43,"26,3",15:30,06,"4,2","10,8",12:25,"1017,7",Varias,"1013,8",16,47,75,Varias,32,15:30,"10,2"
2021-10-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,2","0,0","12,5",05:56,"25,9",15:07,21,"2,2","7,8",19:03,"1015,1",Varias,"1010,8",17,51,78,Varias,31,15:10,"9,8"
2021-10-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"20,0",,"16,4",07:13,"23,6",12:26,22,"7,2","15,3",23:20,"1013,1",Varias,"1009,2",24,75,95,Varias,51,12:30,"1,1"
2021-10-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,,,,,,,22,"10,0","17,5",06:50,"1013,4",Varias,"1007,6",05,,,,,,"0,0"
2021-10-31,5783,SEVILLA AEROPUERTO,SEVILLA,34,,"1,2",,,"24,4",14:02,99,"6,1","12,8",Varias,"1015,5",Varias,"1012,7",03,,98,Varias,,,"1,5"
2021-11-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,0","6,3","19,5",23:53,"24,6",13:33,99,"5,0","11,7",Varias,"1014,3",Varias,"1011,5",15,85,96,Varias,68,16:57,"2,6"
2021-11-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"17,8","0,0","15,2",06:41,"20,4",15:58,25,"2,8","8,9",16:04,"1014,6",Varias,"1008,9",20,64,90,01:13,50,13:33,"3,7"
2021-11-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"14,4","0,0","10,2",23:59,"18,7",15:30,99,"4,4","10,3",Varias,"1011,5",23,"1007,7",03,62,91,07:00,38,15:32,"7,2"
2021-11-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,8","0,0","7,0",06:57,"18,6",14:51,,"3,1",,,"1016,3",24,"1010,6",04,62,94,Varias,36,14:56,"8,3"
2021-11-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,9","0,0","6,6",Varias,"19,2",15:04,07,"2,5","9,7",10:44,"1019,9",Varias,"1016,1",01,58,91,Varias,28,15:30,"10,2"
2021-11-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,9","0,0","7,9",05:49,"17,9",15:44,99,"4,2","10,8",Varias,"1022,2",Varias,"1019,1",03,52,78,01:38,27,15:26,"10,2"
2021-11-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,0","0,0","5,2",05:17,"18,7",15:40,06,"2,2","10,3",11:55,"1021,3",00,"1017,0",16,53,83,Varias,23,15:09,"10,2"
2021-11-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,4","0,0","5,3",05:46,"21,5",15:05,99,"1,9","7,8",Varias,"1017,4",00,"1013,4",15,56,89,23:58,34,15:14,"10,1"
2021-11-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,8","0,0","5,9",05:57,"21,8",14:43,34,"1,4","6,1",11:33,"1014,8",Varias,"1010,7",16,60,94,Varias,31,15:11,"10,0"
2021-11-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,7","0,0","6,6",05:45,"20,8",14:58,08,"1,4","5,8",09:27,"1016,3",Varias,"1013,3",00,64,92,23:58,36,15:44,"9,8"
2021-11-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,7","0,0","6,9",05:49,"20,5",14:54,23,"1,1","6,1",19:54,"1016,7",Varias,"1013,7",16,69,95,Varias,41,15:40,"7,5"
2021-11-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,8","0,0","7,3",06:32,"20,4",15:26,07,"3,1","6,7",Varias,"1014,8",Varias,"1011,6",16,64,95,Varias,39,16:15,"9,5"
2021-11-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,6","0,0","8,0",06:53,"23,2",14:26,99,"2,5","7,2",Varias,"1015,4",Varias,"1012,5",16,57,87,Varias,30,12:59,"9,8"
2021-11-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,"16,8","0,0","9,4",07:27,"24,3",15:47,04,"1,4","5,8",09:46,"1015,5",Varias,"1011,8",16,59,86,Varias,33,15:17,"9,6"
2021-11-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"14,0","0,0","7,0",06:34,"21,1",16:22,09,"3,1","8,9",10:59,"1016,0",Varias,"1013,2",15,62,91,07:09,35,13:41,"9,8"
2021-11-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,2","0,0","6,3",05:56,"20,0",14:38,99,"3,3","9,2",Varias,"1015,2",Varias,"1011,8",16,56,86,Varias,28,15:26,"9,8"
2021-11-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,0","0,0","6,3",04:02,"19,7",14:32,07,"4,4","10,3",09:32,"1016,7",Varias,"1013,2",05,55,81,04:29,37,15:57,"9,7"
2021-11-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,4","0,0","6,9",03:54,"20,0",13:50,99,"5,6","11,7",Varias,"1017,7",Varias,"1014,9",15,56,86,Varias,42,Varias,"6,2"
2021-11-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"17,5","0,9","12,0",06:41,"23,0",14:04,13,"6,9","15,0",14:34,"1016,6",00,"1013,3",15,50,76,Varias,37,13:55,"7,5"
2021-11-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,4","18,6","13,1",Varias,"17,7",14:26,99,"2,2","8,9",16:29,"1017,1",Varias,"1014,4",00,90,97,Varias,56,00:20,"0,8"
2021-11-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"14,8","0,1","11,4",06:39,"18,2",14:04,99,"0,8","4,7",Varias,"1014,7",00,"1010,4",Varias,85,99,Varias,68,14:16,"5,3"
2021-11-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,8","0,0","8,0",23:57,"17,5",14:52,26,"3,9","11,4",15:47,"1010,4",00,"1006,1",16,77,98,Varias,59,18:47,"3,6"
2021-11-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"9,6","0,1","4,1",07:15,"15,1",14:43,31,"3,1","13,3",17:16,"1013,1",Varias,"1008,2",15,81,96,Varias,51,14:51,"6,4"
2021-11-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,"9,4","0,0","2,7",07:20,"16,0",15:05,99,"2,2","9,2",Varias,"1014,9",Varias,"1010,7",17,75,97,Varias,54,15:24,"7,3"
2021-11-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"9,0","3,9","4,0",05:33,"14,1",15:04,30,"2,8","7,8",20:11,"1011,3",00,"1005,9",18,87,99,Varias,59,15:09,"5,9"
2021-11-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"10,6",Ip,"6,3",07:04,"15,0",15:30,36,"1,7","6,7",10:35,"1010,8",Varias,"1007,1",04,79,100,Varias,51,16:11,"8,0"
2021-11-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"9,4","0,0","3,5",03:03,"15,4",15:30,31,"3,6","11,7",14:33,"1014,0",Varias,"1007,8",15,76,96,Varias,48,15:20,"6,9"
2021-11-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"9,0","0,0","3,4",07:24,"14,6",15:05,99,"2,8","8,9",Varias,"1021,2",Varias,"1014,0",00,57,79,Varias,34,15:09,"9,5"
2021-11-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,6","0,0","8,2",01:10,"17,0",13:01,99,"3,1","8,3",Varias,"1022,4",Varias,"1019,5",15,69,91,Varias,47,14:36,"6,3"
2021-11-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"11,0","0,0","6,2",23:49,"15,7",14:50,31,"1,4","4,7",15:36,"1024,9",Varias,"1022,1",01,68,91,Varias,49,15:02,"6,0"
2021-12-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"9,5","0,0","3,4",07:11,"15,6",15:46,99,"3,1","8,9",Varias,"1023,7",Varias,"1014,7",24,74,96,Varias,54,13:35,"9,3"
2021-12-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"11,4","0,0","6,6",23:18,"16,1",15:27,36,"5,6","12,5",10:55,"1019,6",Varias,"1012,0",08,56,87,00:32,40,16:19,"6,3"
2021-12-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"9,4","0,0","2,5",04:56,"16,2",15:53,05,"1,1","5,8",09:51,"1023,3",Varias,"1019,6",00,66,90,Varias,39,15:51,"9,4"
2021-12-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,"10,0","0,0","2,8",06:39,"17,3",15:28,31,"2,2","7,8",17:37,"1025,0",Varias,"1021,7",16,72,94,05:55,51,14:32,"8,5"
2021-12-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"11,4","0,0","5,9",07:24,"16,8",15:32,33,"3,1","11,4",14:11,"1024,5",Varias,"1021,1",16,68,100,03:41,42,14:12,"9,2"
2021-12-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"10,3","0,0","3,7",06:31,"16,9",15:44,21,"1,1","4,7",02:39,"1026,2",Varias,"1022,9",15,67,96,Varias,43,15:36,"9,3"
2021-12-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"11,1","0,6","4,9",05:02,"17,3",15:45,25,"2,8","11,7",16:52,"1023,0",00,"1016,7",24,76,97,Varias,58,14:50,"9,0"
2021-12-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,6","0,0","8,2",23:44,"17,0",14:45,31,"4,7","12,5",13:50,"1022,1",Varias,"1014,9",04,69,98,Varias,43,13:37,"6,5"
2021-12-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"11,4","0,0","5,0",06:40,"17,8",15:02,99,"2,8","11,4",Varias,"1025,4",Varias,"1022,0",01,76,96,Varias,53,15:18,"7,1"
2021-12-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"11,8","0,0","5,7",07:34,"18,0",15:44,99,"3,3","8,3",Varias,"1023,5",00,"1020,1",15,77,98,Varias,61,15:45,"4,5"
2021-12-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,5","0,0","5,9",07:32,"19,1",15:06,08,"2,5","5,0",12:30,"1022,1",Varias,"1018,9",16,72,100,Varias,47,15:00,"9,2"
2021-12-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,2","0,0","8,4",01:33,"22,0",14:50,07,"4,2","11,7",09:04,"1021,2",Varias,"1018,4",15,63,92,01:44,42,15:22,"9,3"
2021-12-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,8","0,0","7,3",07:08,"20,3",14:54,05,"1,9","6,7",00:56,"1020,9",Varias,"1017,7",15,64,86,Varias,43,13:39,"9,3"
2021-12-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,2","0,0","6,1",04:57,"20,3",15:01,08,"3,9","9,2",14:57,"1020,8",Varias,"1017,2",15,62,88,05:08,39,15:01,"8,9"
2021-12-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,0","0,0","6,8",00:03,"19,3",13:58,08,"5,6","12,5",14:34,"1019,6",Varias,"1016,5",14,63,89,Varias,39,14:11,"9,1"
2021-12-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,4","0,0","7,8",07:34,"18,9",12:43,09,"6,1","13,3",14:42,"1019,6",Varias,"1017,1",14,58,84,00:23,42,15:03,"6,3"
2021-12-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,6","0,0","7,6",23:20,"19,6",14:18,99,"3,9","8,3",Varias,"1021,0",Varias,"1018,5",15,57,84,Varias,41,14:19,"8,6"
2021-12-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"12,5","0,0","7,1",04:43,"17,9",13:42,99,"5,0","9,7",Varias,"1022,3",Varias,"1019,0",15,64,89,Varias,48,13:08,"5,6"
2021-12-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,3","0,0","9,3",Varias,"21,3",15:37,07,"4,2","10,3",Varias,"1019,2",00,"1015,3",14,61,82,Varias,38,15:25,"8,5"
2021-12-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,6","6,0","9,4",06:24,"17,7",14:55,33,"2,5","6,7",23:59,"1018,7",Varias,"1016,0",16,70,93,20:47,57,14:44,"1,0"
2021-12-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,0","13,4","11,5",07:57,"18,4",14:53,08,"3,6","10,3",14:55,"1017,5",00,"1012,7",15,85,98,Varias,75,14:54,"1,7"
2021-12-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,1","16,0","13,1",14:45,"17,1",11:17,18,"3,3","9,7",10:10,"1017,1",Varias,"1014,4",05,95,98,Varias,82,11:22,"0,3"
2021-12-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"14,4",,"13,4",05:50,"15,3",14:47,99,"2,5","8,9",Varias,"1016,9",00,"1013,0",24,95,98,00:00,91,Varias,"0,0"
2021-12-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,,,,,,,,,,,,,,,,,,,,"0,2"
2021-12-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,2","5,9","13,4",07:30,"17,0",15:54,21,"7,5","16,9",14:26,"1009,6",Varias,"1002,7",14,92,97,00:19,82,23:34,"0,1"
2021-12-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,1","2,1","13,0",05:40,"17,2",12:42,22,"5,0","13,3",16:02,"1014,0",Varias,"1009,4",00,92,98,Varias,80,11:19,"0,3"
2021-12-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"17,6","0,0","15,3",08:40,"19,9",14:40,23,"3,9","9,2",00:50,"1020,5",24,"1012,6",01,88,98,Varias,78,13:20,"1,0"
2021-12-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"16,0","0,5","12,3",23:50,"19,8",15:41,99,"1,4","4,7",Varias,"1023,5",Varias,"1020,1",01,86,99,Varias,68,16:19,"4,1"
2021-12-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"14,1","0,0","9,7",06:53,"18,5",Varias,99,"3,1","8,3",Varias,"1023,0",Varias,"1019,3",24,84,97,22:02,64,13:52,"9,2"
2021-12-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"13,0",Ip,"6,8",07:38,"19,3",14:48,99,"1,1","4,7",Varias,"1022,7",Varias,"1018,9",01,82,98,Varias,57,14:13,"9,1"
2021-12-31,5783,SEVILLA AEROPUERTO,SEVILLA,34,"14,6","0,0","7,9",05:55,"21,2",15:04,05,"3,3","8,3",10:05,"1024,0",Varias,"1021,1",15,74,96,00:33,46,15:20,"9,2"
