fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,sol
2021-04-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"16,8","0,1","11,2",01:04,"22,3",15:55,99,"3,3","9,2",Varias,"1009,6",Varias,"1005,5",17,52,94,Varias,30,16:39,"6,6"
2021-05-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"14,6","0,0","8,1",05:50,"21,2",14:10,25,"4,7","12,5",13:10,"1014,0",24,"1009,6",00,44,87,23:40,29,16:30,"11,5"
2021-05-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,3","0,0","7,6",05:07,"23,0",16:45,27,"1,7","6,7",14:24,"1014,7",Varias,"1010,2",19,45,96,03:31,21,16:54,"12,6"
2021-05-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"16,6","0,0","9,8",04:30,"23,4",14:12,99,"1,9","7,2",Varias,"1014,8",Varias,"1011,2",15,57,90,Varias,34,14:07,"4,6"
2021-05-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,5","0,0","11,2",04:03,"27,8",15:22,10,"2,8","9,7",12:34,"1015,0",Varias,"1010,0",18,48,93,Varias,28,15:46,"12,8"
2021-05-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,0","0,0","12,3",04:19,"29,8",16:22,99,"1,7","7,2",Varias,"1013,1",Varias,"1009,8",18,45,95,Varias,17,16:40,"12,9"
2021-05-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,8","0,0","12,8",05:14,"30,8",14:55,30,"2,5","10,3",16:38,"1014,7",Varias,"1011,5",17,44,92,05:27,23,17:29,"13,4"
2021-05-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,1","0,0","12,5",04:00,"31,7",15:20,30,"2,5","10,8",16:50,"1015,3",08,"1011,4",18,37,88,03:10,18,Varias,"13,2"
2021-05-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,4",Ip,"13,3",05:43,"31,5",14:18,23,"3,9","11,7",20:51,"1012,6",00,"1004,7",20,37,80,Varias,17,18:08,"10,0"
2021-05-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"17,6","6,1","13,6",23:38,"21,5",10:17,22,"6,7","17,5",12:58,"1009,6",Varias,"1005,7",16,74,95,Varias,44,01:00,"5,0"
2021-05-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,6","2,2","10,2",05:33,"21,1",14:09,24,"3,6","15,3",15:03,"1016,0",Varias,"1009,5",00,70,93,Varias,40,14:33,"7,1"
2021-05-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"15,6","0,0","8,3",05:33,"23,0",16:44,23,"1,7","8,9",18:56,"1020,6",Varias,"1015,9",00,51,93,Varias,30,16:45,"12,8"
2021-05-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"18,2","0,0","9,7",05:05,"26,7",15:35,28,"3,3","10,8",14:24,"1018,8",Varias,"1015,3",17,54,92,05:32,34,14:41,"11,9"
2021-05-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,8","0,0","11,5",05:20,"28,2",16:20,31,"4,2","9,2",16:30,"1017,4",00,"1012,1",18,46,85,00:00,31,15:50,"12,5"
2021-05-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,"20,0","0,0","11,3",04:54,"28,7",16:30,36,"1,9","8,9",08:44,"1015,9",Varias,"1012,3",18,42,89,Varias,22,17:59,"13,0"
2021-05-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,1","0,0","12,9",05:10,"33,3",16:40,28,"2,8","8,9",14:38,"1014,3",Varias,"1010,0",17,35,82,Varias,16,17:37,"13,5"
2021-05-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,4","0,0","15,7",05:24,"33,1",15:17,99,"3,9","9,2",Varias,"1013,8",Varias,"1010,2",18,42,83,Varias,14,14:47,"13,6"
2021-05-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,0","0,0","16,9",04:23,"31,2",15:17,35,"3,6","9,7",12:43,"1015,4",Varias,"1012,2",01,36,83,Varias,18,15:27,"13,8"
2021-05-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,1","0,0","14,9",03:09,"33,3",16:01,99,"3,1","8,3",Varias,"1017,1",Varias,"1013,2",18,31,70,03:17,19,17:50,"13,7"
2021-05-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,4","0,0","16,9",05:10,"34,0",16:10,02,"3,3","8,3",12:30,"1016,5",08,"1013,0",18,34,78,05:00,11,15:50,"13,8"
2021-05-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,8","0,0","16,2",04:51,"33,3",16:37,99,"1,4","8,9",Varias,"1017,7",Varias,"1012,7",18,40,83,Varias,17,18:13,"13,6"
2021-05-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,2","0,0","16,0",05:24,"34,3",15:52,99,"3,9","10,8",Varias,"1014,5",00,"1008,7",18,41,85,Varias,18,16:21,"12,9"
2021-05-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,7","0,0","16,1",04:53,"29,3",14:14,35,"5,3","11,4",19:35,"1012,2",Varias,"1009,0",16,24,75,Varias,8,12:56,"11,3"
2021-05-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,4","0,0","15,7",23:59,"27,1",15:42,99,"5,3","10,8",Varias,"1018,8",Varias,"1010,3",03,27,49,Varias,14,15:56,"10,1"
2021-05-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,8","0,0","11,0",04:38,"28,7",17:24,01,"3,9","9,2",07:09,"1020,5",Varias,"1015,3",18,36,69,04:42,26,12:02,"13,5"
2021-05-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,2","0,0","16,2",00:56,"34,1",16:35,20,"4,4","11,4",16:26,"1017,0",00,"1011,1",17,29,67,00:09,10,14:03,"13,2"
2021-05-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,4","0,0","13,7",04:30,"33,0",16:11,26,"2,2","10,3",19:13,"1015,1",00,"1009,4",17,28,65,Varias,18,15:09,"12,9"
2021-05-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"19,6","1,0","17,4",Varias,"21,8",14:06,21,"1,9","6,7",Varias,"1013,2",Varias,"1011,0",05,72,93,Varias,52,14:16,"0,0"
2021-05-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,0","0,0","16,2",04:19,"31,9",16:57,99,"1,7","9,7",20:31,"1012,8",Varias,"1009,6",18,53,97,Varias,28,17:01,"12,9"
2021-05-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,8",Ip,"16,5",04:05,"35,1",15:46,22,"3,9","9,7",18:10,"1014,8",Varias,"1010,4",17,44,89,Varias,26,Varias,"13,5"
2021-05-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,6","0,0","18,4",05:15,"32,7",14:28,23,"2,8","8,3",22:31,"1013,8",00,"1008,6",17,43,78,Varias,26,12:55,"5,7"
2021-05-31,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,2","0,0","17,8",05:20,"30,6",13:30,22,"5,6","12,5",15:20,"1010,6",00,"1007,9",16,56,77,22:00,33,13:20,"10,6"
2021-06-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,6","0,0","16,8",23:44,"26,4",14:22,21,"5,6","11,7",12:30,"1010,7",Varias,"1008,2",17,45,75,00:40,32,Varias,"8,2"
2021-06-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,8",Ip,"12,9",04:32,"30,7",16:16,23,"3,3","11,4",13:28,"1012,5",Varias,"1008,9",17,44,86,Varias,18,16:10,"13,6"
2021-06-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,3","0,0","14,3",04:36,"30,3",14:20,20,"3,6","15,0",14:16,"1016,2",Varias,"1011,9",01,50,87,Varias,30,14:15,"13,8"
2021-06-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,6","0,0","15,0",05:17,"30,2",13:28,22,"2,5","8,9",17:29,"1017,3",Varias,"1013,6",18,52,89,Varias,36,13:30,"9,4"
2021-06-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,0",Ip,"17,1",04:41,"30,8",13:33,22,"4,7","14,4",17:31,"1019,5",Varias,"1015,1",17,56,83,Varias,29,13:48,"7,4"
2021-06-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,5","0,0","16,3",05:20,"34,7",15:20,99,"2,2","6,7",Varias,"1018,9",00,"1012,9",18,36,80,04:50,17,17:30,"13,8"
2021-06-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,4","0,0","17,4",05:08,"37,4",15:45,22,"3,3","11,7",20:37,"1015,4",Varias,"1011,2",17,30,75,Varias,14,15:45,"14,0"
2021-06-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,6","0,0","18,5",05:17,"38,7",15:10,99,"2,8","9,7",Varias,"1015,1",Varias,"1011,9",17,29,66,03:22,13,Varias,"13,8"
2021-06-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,2","0,0","18,2",04:52,"38,1",16:18,22,"2,2","8,9",18:47,"1015,9",Varias,"1011,7",17,26,63,Varias,11,16:02,"13,2"
2021-06-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,2","0,0","18,7",04:24,"37,6",15:03,22,"3,9","10,3",16:13,"1013,9",00,"1009,7",18,30,63,Varias,16,15:04,"13,3"
2021-06-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,2","0,0","17,9",04:37,"34,5",14:24,22,"3,3","10,8",18:20,"1012,1",Varias,"1008,1",17,38,77,Varias,24,12:32,"13,5"
2021-06-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,6","0,0","18,5",03:02,"32,6",14:53,99,"3,6","10,3",Varias,"1014,6",Varias,"1010,5",16,50,91,Varias,32,14:46,"12,5"
2021-06-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,6","0,0","19,8",04:32,"33,5",14:25,23,"3,9","9,7",15:36,"1015,8",Varias,"1013,1",18,45,73,05:09,29,13:59,"13,1"
2021-06-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,5","0,0","18,4",05:07,"34,6",15:52,22,"2,8","10,8",19:53,"1016,0",Varias,"1010,8",18,47,85,Varias,26,15:44,"13,7"
2021-06-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,1","0,0","19,4",03:30,"30,8",14:57,22,"3,9","9,2",18:19,"1013,1",00,"1008,9",18,60,86,Varias,42,15:27,"6,6"
2021-06-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,4","1,2","20,0",23:50,"28,8",14:40,22,"4,2","12,8",17:30,"1011,6",00,"1007,7",16,53,76,Varias,33,14:10,"9,0"
2021-06-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,9","2,9","18,6",07:22,"25,2",16:20,22,"5,3","13,9",12:08,"1010,5",Varias,"1008,1",04,76,94,Varias,57,16:21,"4,4"
2021-06-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,2","1,7","16,4",23:18,"25,9",14:33,99,"5,0","12,5",Varias,"1013,4",Varias,"1008,6",03,66,95,07:48,40,15:31,"5,2"
2021-06-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"20,2","0,0","13,9",05:10,"26,4",15:39,22,"3,6","11,4",Varias,"1014,4",Varias,"1011,6",16,56,89,Varias,38,15:07,"8,7"
2021-06-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"20,8","0,0","15,9",05:56,"25,8",12:14,99,"5,8","11,4",Varias,"1013,3",Varias,"1010,3",18,57,82,Varias,36,10:14,"7,2"
2021-06-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"21,3","0,0","15,4",05:23,"27,2",16:16,30,"5,6","10,3",Varias,"1012,2",Varias,"1009,9",02,45,84,00:39,32,16:16,"12,1"
2021-06-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"22,4","0,0","15,6",03:46,"29,2",14:58,21,"5,0","12,8",17:19,"1013,6",23,"1011,1",15,50,82,Varias,26,14:58,"11,5"
2021-06-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"23,8","0,0","14,5",04:59,"33,0",17:00,26,"1,1","8,9",19:10,"1013,7",Varias,"1009,7",18,40,89,Varias,21,16:59,"14,2"
2021-06-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,4","0,0","16,8",05:01,"36,0",15:07,02,"3,1","11,7",17:45,"1014,2",Varias,"1010,3",17,29,70,Varias,16,16:30,"14,2"
2021-06-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,0","0,0","18,7",04:37,"37,2",16:43,27,"5,0","10,3",17:39,"1014,1",00,"1009,5",17,33,72,04:39,17,16:44,"14,0"
2021-06-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,7","0,0","18,7",05:18,"34,7",14:55,23,"4,4","11,4",16:14,"1013,5",00,"1009,7",17,44,82,23:59,21,14:35,"13,9"
2021-06-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,3","0,0","19,6",03:28,"33,0",15:12,99,"5,8","11,7",Varias,"1012,3",Varias,"1009,8",17,49,93,Varias,16,15:49,"11,5"
2021-06-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,5","0,0","16,4",05:07,"32,6",15:13,24,"4,2","10,3",18:09,"1013,9",Varias,"1011,1",17,33,87,Varias,15,13:47,"14,2"
2021-06-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,2","0,0","15,4",05:09,"34,9",15:16,24,"3,3","10,8",16:22,"1013,8",Varias,"1009,8",17,37,83,Varias,15,15:15,"14,1"
2021-06-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,6","0,0","15,7",05:03,"35,6",15:58,99,"3,3","9,7",17:02,"1012,5",Varias,"1009,5",16,34,76,Varias,17,15:52,"14,2"
2021-07-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,8","0,0","18,7",05:13,"35,0",15:42,22,"3,6","10,8",17:40,"1013,8",Varias,"1011,1",16,41,70,Varias,22,15:38,"14,0"
2021-07-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,8","0,0","16,6",05:00,"36,9",15:43,99,"3,3","9,7",Varias,"1014,5",Varias,"1010,9",17,37,86,Varias,16,14:25,"14,2"
2021-07-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,8","0,0","18,0",05:16,"37,5",15:20,21,"3,9","11,7",18:01,"1014,5",Varias,"1010,4",17,36,67,Varias,10,15:29,"14,2"
2021-07-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,,"0,0",,,,,,,,,,,,,,,,,,"3,6"
2021-07-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,2","0,0","19,3",05:01,"37,0",13:53,22,"4,7","12,8",18:00,"1014,6",03,"1007,7",17,39,74,05:00,24,14:55,"14,1"
2021-07-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,4","0,0","20,0",05:20,"34,8",15:30,27,"3,9","14,4",15:30,"1012,6",09,"1009,5",17,46,78,04:40,30,15:30,"13,4"
2021-07-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,1","0,0","18,5",05:32,"33,7",16:00,24,"3,6","9,2",17:07,"1015,1",Varias,"1011,8",17,34,58,Varias,17,15:57,"14,0"
2021-07-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,2","0,0","17,9",02:13,"36,5",16:48,22,"3,3","8,3",20:58,"1015,8",Varias,"1011,8",18,23,69,Varias,13,Varias,"14,1"
2021-07-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,1","0,0","21,0",05:06,"39,2",16:03,08,"5,3","12,5",09:41,"1015,0",00,"1008,3",17,32,64,01:49,19,16:04,"13,0"
2021-07-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"31,2","0,0","20,4",05:28,"42,1",15:36,07,"1,9","8,9",08:10,"1011,4",Varias,"1007,0",18,30,62,Varias,16,15:21,"11,1"
2021-07-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,8","0,3","24,1",05:50,"37,5",13:50,22,"5,3","11,4",12:40,"1011,8",24,"1007,2",02,41,80,23:59,26,12:30,"8,2"
2021-07-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,0","0,0","21,5",05:24,"36,6",14:07,34,"4,4","12,8",15:02,"1014,9",Varias,"1010,7",17,36,87,Varias,11,17:36,"13,2"
2021-07-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,0","0,0","17,4",04:30,"34,6",17:38,99,"4,2","9,7",Varias,"1015,5",Varias,"1011,3",18,32,57,04:29,15,17:38,"14,0"
2021-07-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,8","0,0","17,0",05:15,"36,7",16:36,22,"1,4","9,7",Varias,"1013,8",Varias,"1008,6",19,31,68,Varias,16,16:52,"13,7"
2021-07-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,4","0,0","19,9",05:17,"38,9",15:45,99,"3,9","8,3",Varias,"1011,9",Varias,"1007,9",17,33,74,Varias,16,15:33,"13,7"
2021-07-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,2","0,0","20,0",04:31,"40,4",16:18,99,"3,3","8,3",Varias,"1012,5",Varias,"1008,1",17,28,63,Varias,13,15:10,"13,6"
2021-07-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,2","0,0","21,3",05:27,"39,1",14:43,22,"4,7","12,5",17:31,"1012,9",Varias,"1009,5",17,36,72,Varias,20,13:30,"13,5"
2021-07-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,1","0,0","20,3",04:34,"35,9",12:51,22,"4,7","13,9",17:19,"1012,4",Varias,"1008,6",18,40,76,Varias,25,12:48,"13,4"
2021-07-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,6","0,0","19,8",23:56,"33,3",13:50,99,"5,0","12,8",Varias,"1010,9",Varias,"1008,5",15,54,88,Varias,32,13:51,"13,4"
2021-07-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,4","0,0","19,0",04:30,"33,7",16:09,99,"3,9","8,9",Varias,"1013,0",Varias,"1009,6",17,50,90,00:26,26,15:44,"10,6"
2021-07-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,7","0,0","18,8",Varias,"38,6",15:08,25,"2,2","11,4",16:54,"1013,4",Varias,"1010,1",18,37,88,Varias,9,Varias,"13,3"
2021-07-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,7","0,0","19,7",05:32,"39,7",16:16,21,"3,1","8,9",14:27,"1012,9",Varias,"1008,2",18,26,62,05:05,12,16:08,"12,6"
2021-07-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"31,1","0,0","23,5",05:22,"38,7",Varias,25,"2,2","10,3",14:22,"1010,2",Varias,"1005,7",18,29,58,Varias,12,17:01,"10,2"
2021-07-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,2","0,0","21,1",05:33,"37,3",15:34,16,"3,9","10,3",16:47,"1009,5",Varias,"1005,4",18,28,56,05:37,12,13:06,"13,0"
2021-07-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,8","0,0","18,3",05:51,"37,3",15:37,99,"5,3","12,5",Varias,"1009,5",Varias,"1005,8",17,35,72,Varias,20,15:37,"12,7"
2021-07-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,2","0,0","21,8",23:58,"34,7",15:47,99,"4,2","11,7",Varias,"1011,0",Varias,"1008,0",16,50,73,Varias,31,14:46,"13,6"
2021-07-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,7","0,0","20,0",04:25,"37,4",17:11,99,"2,5","9,2",Varias,"1011,3",Varias,"1005,6",18,40,80,05:12,17,17:38,"13,5"
2021-07-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,2","0,0","21,6",05:43,"38,7",16:13,99,"3,3","10,8",Varias,"1009,2",Varias,"1005,6",17,39,76,Varias,18,17:30,"13,4"
2021-07-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,0","0,0","22,6",05:35,"37,5",15:28,23,"3,9","10,8",17:41,"1010,7",Varias,"1007,2",17,42,80,Varias,30,14:56,"13,3"
2021-07-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,6","0,0","20,8",05:00,"38,4",14:52,21,"3,6","12,5",17:27,"1011,0",Varias,"1007,4",17,48,94,Varias,8,14:39,"13,1"
2021-07-31,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,5","0,0","19,9",05:26,"33,1",16:31,30,"5,0","11,4",16:31,"1012,5",Varias,"1009,2",17,31,67,Varias,17,17:54,"12,1"
2021-08-01,5783,SEVILLA AEROPUERTO,SEVILLA,34,"24,8","0,0","16,8",05:12,"32,7",15:12,99,"3,6","9,7",Varias,"1013,8",Varias,"1009,5",18,34,61,Varias,19,14:34,"12,4"
2021-08-02,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,4","0,0","17,1",05:35,"33,8",14:43,23,"3,1","8,9",15:48,"1011,6",Varias,"1008,4",17,40,76,Varias,22,14:41,"12,2"
2021-08-03,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,0","0,0","19,4",05:10,"36,5",17:09,26,"2,2","10,8",19:05,"1013,5",Varias,"1008,9",18,38,80,Varias,17,15:14,"12,9"
2021-08-04,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,2","0,0","20,6",05:41,"37,7",15:36,21,"3,6","11,7",18:07,"1012,9",Varias,"1009,6",16,39,73,Varias,21,15:36,"13,3"
2021-08-05,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,7","0,0","20,4",05:32,"39,0",15:09,21,"3,1","10,8",18:16,"1012,6",Varias,"1008,0",18,33,74,05:35,16,14:29,"13,3"
2021-08-06,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,6","0,0","20,4",05:35,"38,7",17:21,27,"4,2","11,7",17:31,"1009,1",Varias,"1003,9",17,34,62,05:51,18,15:11,"13,4"
2021-08-07,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,2","0,0","21,5",23:50,"34,9",16:20,24,"5,0","12,5",17:21,"1009,6",Varias,"1005,7",17,42,66,Varias,22,16:56,"13,4"
2021-08-08,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,3","0,0","16,6",05:38,"34,0",15:31,99,"3,3","9,2",Varias,"1010,8",Varias,"1007,7",18,34,82,Varias,18,15:13,"13,4"
2021-08-09,5783,SEVILLA AEROPUERTO,SEVILLA,34,"26,6","0,0","17,1",05:52,"36,1",16:14,22,"1,7","8,9",23:15,"1012,1",Varias,"1007,9",18,35,71,Varias,20,17:30,"12,9"
2021-08-10,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,6","0,0","23,0",06:02,"38,3",15:36,18,"1,1","10,8",20:41,"1011,9",Varias,"1006,6",18,35,71,Varias,24,14:53,"10,6"
2021-08-11,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,0","0,0","23,0",05:47,"37,0",15:40,99,"3,1","9,2",Varias,"1013,0",24,"1009,0",17,50,71,Varias,33,15:21,"11,1"
2021-08-12,5783,SEVILLA AEROPUERTO,SEVILLA,34,"31,0","0,0","22,2",05:33,"39,9",16:26,34,"2,2","6,1",17:22,"1014,6",Varias,"1010,7",17,49,85,Varias,27,16:30,"11,9"
2021-08-13,5783,SEVILLA AEROPUERTO,SEVILLA,34,"33,0","0,0","24,2",05:49,"41,7",15:39,29,"1,9","8,3",15:26,"1014,8",Varias,"1011,5",18,39,75,Varias,22,16:34,"9,8"
2021-08-14,5783,SEVILLA AEROPUERTO,SEVILLA,34,"34,4","0,0","23,9",05:45,"44,9",16:05,23,"3,3","9,7",18:03,"1013,5",Varias,"1010,1",17,31,69,Varias,11,15:39,"11,7"
2021-08-15,5783,SEVILLA AEROPUERTO,SEVILLA,34,"33,6",Ip,"24,1",04:46,"43,1",15:32,99,"3,1","8,9",Varias,"1012,2",Varias,"1009,0",18,31,62,Varias,11,15:16,"10,6"
2021-08-16,5783,SEVILLA AEROPUERTO,SEVILLA,34,"33,1","0,0","21,4",06:03,"44,8",15:44,27,"3,1","10,3",16:06,"1011,8",Varias,"1007,9",17,18,,,,,"12,5"
2021-08-17,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,6","0,0","20,5",04:40,"36,6",15:08,20,"6,1","11,7",15:40,"1014,1",Varias,"1010,5",01,43,62,Varias,26,00:00,"12,6"
2021-08-18,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,2","0,0","21,2",05:39,"35,3",15:10,22,"3,6","10,8",17:21,"1013,7",Varias,"1008,9",18,50,78,Varias,37,15:05,"12,1"
2021-08-19,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,4","0,0","20,7",05:10,"34,2",15:16,99,"2,8","8,9",Varias,"1010,9",Varias,"1007,1",18,57,94,Varias,31,18:08,"11,2"
2021-08-20,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,0","0,0","20,1",05:30,"35,9",15:33,99,"2,5","7,8",Varias,"1012,1",Varias,"1008,5",17,51,86,Varias,28,16:40,"12,4"
2021-08-21,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,5","0,0","18,9",05:36,"38,1",15:35,99,"2,5","8,9",Varias,"1014,0",Varias,"1010,7",18,43,89,05:40,16,15:29,"12,3"
2021-08-22,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,4","0,0","20,9",06:03,"38,0",15:53,99,"2,2","8,3",Varias,"1013,7",00,"1009,4",18,42,63,Varias,24,17:06,"10,8"
2021-08-23,5783,SEVILLA AEROPUERTO,SEVILLA,34,"30,1","0,0","22,4",05:47,"37,8",15:12,24,"2,2","9,2",19:34,"1011,8",01,"1006,4",18,46,72,23:59,27,15:10,"11,2"
2021-08-24,5783,SEVILLA AEROPUERTO,SEVILLA,34,"29,0","0,0","24,0",06:20,"34,1",15:01,22,"3,9","12,5",19:17,"1010,2",Varias,"1006,3",17,63,79,Varias,45,14:56,"8,8"
2021-08-25,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,4","0,0","22,7",23:59,"32,2",16:08,99,"3,3","8,9",Varias,"1010,4",Varias,"1007,5",18,59,83,Varias,42,16:52,"9,9"
2021-08-26,5783,SEVILLA AEROPUERTO,SEVILLA,34,"28,2","0,0","20,4",05:14,"36,0",14:49,22,"3,6","9,7",18:15,"1011,1",Varias,"1007,8",17,50,82,05:32,29,14:38,"12,3"
2021-08-27,5783,SEVILLA AEROPUERTO,SEVILLA,34,"27,0","0,0","20,8",23:36,"33,3",13:47,21,"3,9","10,3",20:36,"1013,2",24,"1009,5",16,55,90,05:58,32,16:48,"12,5"
2021-08-28,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,4","0,0","17,7",05:16,"33,2",14:33,22,"3,6","12,5",Varias,"1013,9",Varias,"1010,6",16,59,92,05:35,33,14:02,"12,4"
2021-08-29,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,2","0,0","19,2",06:09,"31,2",14:21,99,"4,4","11,4",Varias,"1012,4",00,"1008,7",17,56,84,Varias,32,13:02,"12,3"
2021-08-30,5783,SEVILLA AEROPUERTO,SEVILLA,34,"25,8","0,0","17,9",05:26,"33,8",16:25,21,"2,5","9,2",Varias,"1011,3",Varias,"1006,9",17,49,86,Varias,24,16:17,"12,4"
