fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2022-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","7,9",23:59,"16,4",15:00,13,"0,8","4,4",11:40,"1024,8",11,"1021,8",01,86,98,00:10,67,14:40
2022-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,5","0,0","6,5",02:30,"16,5",15:00,12,"0,8","4,2",15:00,"1025,1",10,"1021,9",Varias,88,99,07:00,67,14:50
2022-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,9","0,2","5,4",05:20,"16,4",15:00,12,"1,1","3,9",14:50,"1022,4",00,"1016,7",24,85,97,Varias,69,12:40
2022-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,0","0,4","8,2",08:30,"21,8",14:00,30,"2,2","15,0",16:30,"1016,7",00,"1009,1",16,73,100,08:30,32,14:20
2022-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","3,2","9,2",07:00,"15,7",14:40,28,"3,1","12,5",15:30,"1016,8",Varias,"1010,6",24,60,83,23:59,45,14:10
2022-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,3","0,0","10,4",23:59,"18,2",13:50,30,"3,9","12,2",06:40,"1016,2",24,"1008,5",04,57,93,02:20,43,14:30
2022-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","1,0","7,4",23:30,"18,5",13:00,27,"1,4","8,3",02:40,"1023,1",23,"1015,6",01,59,88,23:30,36,13:00
2022-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,9","0,0","6,6",02:30,"21,2",15:20,28,"1,9","7,8",22:30,"1024,1",10,"1019,7",17,57,88,00:40,22,15:10
2022-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,2","0,0","10,1",05:00,"20,2",14:40,29,"6,1","12,5",13:10,"1020,2",00,"1016,1",Varias,44,60,22:30,27,10:30
2022-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,1","0,0","12,1",03:00,"20,1",13:50,26,"5,6","14,2",11:10,"1016,1",00,"1010,3",Varias,62,74,07:30,47,13:40
2022-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,2","0,0","10,8",07:30,"17,7",13:30,10,"3,1","8,6",16:10,"1019,5",23,"1011,7",01,71,80,15:40,58,21:50
2022-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,5","1,8","10,2",04:00,"14,8",13:50,12,"3,9","10,6",15:30,"1022,9",24,"1019,1",01,73,93,11:30,61,17:30
2022-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","11,5",01:00,"15,7",13:20,10,"6,7","16,4",09:10,"1024,7",10,"1022,6",04,62,78,09:20,43,15:30
2022-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","12,5",05:40,"14,8",16:20,11,"5,0","13,6",03:50,"1024,3",00,"1022,4",06,66,71,23:59,55,03:00
2022-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,6","0,0","9,2",07:00,"16,0",11:20,99,"1,7","6,4",00:20,"1023,4",00,"1020,6",15,66,79,23:50,49,11:10
2022-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","0,0","8,5",05:00,"17,6",13:20,10,"2,2","6,1",15:40,"1025,5",Varias,"1020,8",00,73,88,Varias,58,11:50
2022-01-17,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,9","0,0","7,2",06:00,"16,6",13:30,12,"2,2","9,2",14:10,"1027,8",11,"1024,2",Varias,75,92,07:20,60,13:50
2022-01-18,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,7","0,0","6,3",05:50,"17,1",14:10,13,"1,1","5,8",12:30,"1025,6",23,"1023,2",15,69,93,Varias,46,14:10
2022-01-19,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,3","0,0","7,5",05:40,"17,1",14:10,11,"1,9","5,3",12:10,"1025,5",10,"1022,1",17,64,82,05:30,44,13:10
2022-01-20,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","6,8",01:00,"17,7",14:40,13,"1,9","5,8",16:10,"1023,1",00,"1017,7",17,62,82,01:00,44,13:40
2022-01-21,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,6","0,0","8,4",05:50,"16,9",13:10,12,"2,5","8,9",23:30,"1020,1",24,"1017,0",15,66,83,05:30,53,12:50
2022-01-22,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","0,0","11,4",07:30,"16,5",12:40,09,"4,2","13,6",10:50,"1021,6",11,"1019,4",04,67,77,23:00,59,10:40
