fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2018-01-01,0244X,VILASSAR DE DALT,BARCELONA,56,"12,0","0,0","8,3",06:28,"15,6",13:04,25,"4,2","15,0",14:40,46,64,Varias,37,13:50
2018-01-02,0244X,VILASSAR DE DALT,BARCELONA,56,"12,8","0,0","7,8",04:04,"17,8",14:27,26,"1,7","8,6",23:59,59,78,04:30,44,12:50
2018-01-03,0244X,VILASSAR DE DALT,BARCELONA,56,"16,8","0,0","11,8",06:38,"21,9",14:35,29,"3,9","15,3",19:20,57,77,06:40,41,18:00
2018-01-04,0244X,VILASSAR DE DALT,BARCELONA,56,"17,8","0,0","12,9",04:07,"22,7",13:39,29,"1,4","11,4",10:30,66,83,06:40,45,Varias
2018-01-05,0244X,VILASSAR DE DALT,BARCELONA,56,"14,9","0,0","9,9",06:03,"19,9",12:05,30,"2,8","14,7",09:40,54,73,06:10,42,14:00
2018-01-06,0244X,VILASSAR DE DALT,BARCELONA,56,"12,6","0,4","8,9",02:54,"16,2",10:17,09,"3,9","13,9",18:00,82,90,18:00,58,00:00
2018-01-07,0244X,VILASSAR DE DALT,BARCELONA,56,"10,3","20,0","6,2",23:45,"14,4",00:02,36,"1,4","11,7",15:40,82,94,03:00,75,18:20
2018-01-08,0244X,VILASSAR DE DALT,BARCELONA,56,"10,8","0,2","5,6",05:27,"15,9",12:06,29,"1,4","5,8",21:10,70,90,00:10,55,12:10
2018-01-09,0244X,VILASSAR DE DALT,BARCELONA,56,"9,8","0,0","4,4",07:27,"15,1",13:02,27,"3,1","12,2",22:10,53,82,04:20,36,13:00
2018-01-10,0244X,VILASSAR DE DALT,BARCELONA,56,"10,7","1,0","6,4",07:24,"15,0",13:40,26,"1,7","10,0",23:00,58,69,07:40,45,11:30
2018-01-11,0244X,VILASSAR DE DALT,BARCELONA,56,"10,6","0,0","6,9",07:49,"14,2",12:13,30,"1,4","12,2",00:40,71,87,05:30,51,12:00
2018-01-12,0244X,VILASSAR DE DALT,BARCELONA,56,"9,3","0,0","5,3",07:19,"13,3",13:45,35,"1,1","6,4",08:20,62,70,09:30,54,08:10
2018-01-13,0244X,VILASSAR DE DALT,BARCELONA,56,"11,4","5,8","8,2",01:02,"14,7",10:30,20,"1,4","8,3",19:50,64,90,Varias,49,11:00
2018-01-14,0244X,VILASSAR DE DALT,BARCELONA,56,"10,6","0,0","7,6",06:55,"13,6",12:10,24,"1,1","8,1",00:10,77,94,03:50,61,13:30
2018-01-15,0244X,VILASSAR DE DALT,BARCELONA,56,"10,4","0,0","5,8",03:45,"15,1",11:24,25,"2,2","11,4",22:30,63,82,03:40,49,11:30
2018-01-16,0244X,VILASSAR DE DALT,BARCELONA,56,"12,1","0,0","7,7",04:16,"16,5",Varias,32,"2,8","10,8",15:00,61,77,21:10,50,12:20
2018-01-17,0244X,VILASSAR DE DALT,BARCELONA,56,"13,5","0,0","10,3",02:25,"16,7",11:45,25,"1,9","8,1",04:00,73,81,19:10,58,11:30
2018-01-18,0244X,VILASSAR DE DALT,BARCELONA,56,"12,0","0,0","7,5",23:34,"16,5",10:50,99,"2,2","7,5",Varias,62,77,00:10,41,11:50
2018-01-19,0244X,VILASSAR DE DALT,BARCELONA,56,"10,5","0,0","7,0",00:18,"14,0",11:25,33,"0,8","4,7",01:20,72,85,18:00,60,11:30
2018-01-20,0244X,VILASSAR DE DALT,BARCELONA,56,"12,2","0,0","7,5",05:25,"16,8",14:12,25,"1,7","9,2",16:50,64,86,01:30,46,14:30
2018-01-21,0244X,VILASSAR DE DALT,BARCELONA,56,"17,0","0,0","12,4",00:34,"21,7",14:12,32,"3,6","14,2",07:40,60,76,23:59,45,15:00
2018-01-22,0244X,VILASSAR DE DALT,BARCELONA,56,"15,6","0,0","10,6",06:33,"20,6",14:02,32,"1,4","6,4",08:10,64,80,Varias,47,13:30
2018-01-23,0244X,VILASSAR DE DALT,BARCELONA,56,"13,2","0,0","9,2",04:47,"17,2",11:16,32,"1,1","6,1",03:00,79,89,17:50,61,10:20
2018-01-24,0244X,VILASSAR DE DALT,BARCELONA,56,"13,6","0,0","8,8",03:23,"18,3",11:35,23,"1,4","6,1",14:00,80,94,18:50,62,11:10
2018-01-25,0244X,VILASSAR DE DALT,BARCELONA,56,"13,2","24,6","12,0",00:01,"14,4",11:29,99,"2,5","6,4",Varias,81,89,Varias,72,10:40
2018-01-26,0244X,VILASSAR DE DALT,BARCELONA,56,"9,4","11,8","6,5",10:20,"12,4",01:54,09,"2,5","12,5",05:10,89,95,06:40,75,19:10
2018-01-27,0244X,VILASSAR DE DALT,BARCELONA,56,"10,7","0,0","6,9",06:35,"14,5",10:55,02,"2,2","13,9",18:20,69,82,01:30,53,15:20
2018-01-28,0244X,VILASSAR DE DALT,BARCELONA,56,"12,8","0,0","9,1",24:00,"16,6",10:51,02,"1,9","11,7",00:10,68,79,23:59,55,06:00
2018-01-29,0244X,VILASSAR DE DALT,BARCELONA,56,"12,4","0,0","7,7",01:04,"17,0",11:22,22,"2,2","6,7",13:00,74,92,23:59,57,12:00
2018-01-30,0244X,VILASSAR DE DALT,BARCELONA,56,"11,8","0,0","6,8",04:08,"16,7",11:18,11,"0,8","3,3",15:00,80,95,23:59,60,11:20
2018-01-31,0244X,VILASSAR DE DALT,BARCELONA,56,"11,9","0,0","6,5",05:30,"17,3",11:08,21,"1,9","8,9",14:00,79,97,02:40,47,11:00
2018-02-01,0244X,VILASSAR DE DALT,BARCELONA,56,"9,0","4,0","6,2",19:59,"11,9",12:16,02,"1,4","8,9",23:10,77,90,Varias,63,10:40
2018-02-02,0244X,VILASSAR DE DALT,BARCELONA,56,"9,2","0,0","6,3",03:09,"12,0",15:14,34,"1,4","8,9",21:10,62,76,02:10,29,23:10
2018-02-03,0244X,VILASSAR DE DALT,BARCELONA,56,"9,4","0,0","4,2",02:25,"14,6",13:05,30,"3,1","12,5",14:00,43,77,23:00,31,00:00
2018-02-04,0244X,VILASSAR DE DALT,BARCELONA,56,"8,3","15,2","6,1",22:40,"10,5",10:33,03,"3,9","12,8",18:50,70,89,21:20,62,03:20
2018-02-05,0244X,VILASSAR DE DALT,BARCELONA,56,"9,5","16,2","6,6",00:01,"12,4",14:16,14,"1,9","7,2",15:10,88,94,23:40,77,14:20
2018-02-06,0244X,VILASSAR DE DALT,BARCELONA,56,"9,6","0,0","7,2",22:47,"11,9",10:20,09,"1,7","8,1",13:20,73,95,01:50,61,15:00
2018-02-07,0244X,VILASSAR DE DALT,BARCELONA,56,"8,2","0,6","4,7",24:00,"11,8",12:10,32,"1,4","7,8",08:40,63,82,00:10,51,09:50
2018-02-08,0244X,VILASSAR DE DALT,BARCELONA,56,"4,9","2,0","3,0",23:41,"6,8",11:10,36,"1,4","7,2",08:40,84,89,17:20,62,03:40
2018-02-09,0244X,VILASSAR DE DALT,BARCELONA,56,"7,0","0,0","2,0",03:51,"11,9",10:42,21,"1,9","7,2",14:30,53,72,03:50,38,10:10
2018-02-10,0244X,VILASSAR DE DALT,BARCELONA,56,"8,8","0,0","4,3",06:58,"13,3",12:32,33,"2,2","7,8",Varias,42,66,02:20,25,12:10
2018-02-11,0244X,VILASSAR DE DALT,BARCELONA,56,"10,0","0,0","3,9",06:22,"16,2",14:51,26,"2,2","8,3",11:50,53,75,17:40,34,05:20
2018-02-12,0244X,VILASSAR DE DALT,BARCELONA,56,"7,4","16,8","2,5",20:34,"12,2",00:01,10,"1,1","6,7",11:40,86,94,Varias,54,00:00
2018-02-13,0244X,VILASSAR DE DALT,BARCELONA,56,"5,3","0,2","0,2",06:34,"10,4",14:22,29,"3,1","13,6",15:30,69,95,03:40,48,12:00
2018-02-14,0244X,VILASSAR DE DALT,BARCELONA,56,"8,8","0,0","3,5",03:09,"14,0",10:55,06,"1,1","4,4",00:50,70,88,23:00,53,11:00
2018-02-15,0244X,VILASSAR DE DALT,BARCELONA,56,"12,6","0,0","8,0",Varias,"17,3",10:17,05,"0,3","5,3",05:30,74,91,22:40,54,08:40
2018-02-16,0244X,VILASSAR DE DALT,BARCELONA,56,"12,8","0,0","9,7",00:59,"15,8",12:58,11,"1,4","4,4",13:10,82,96,Varias,71,13:00
2018-02-17,0244X,VILASSAR DE DALT,BARCELONA,56,"11,2","1,4","8,7",05:49,"13,6",12:41,06,"1,1","6,7",12:10,90,98,Varias,83,12:50
2018-02-18,0244X,VILASSAR DE DALT,BARCELONA,56,"12,1","0,2","8,1",03:30,"16,1",11:52,99,"1,1","5,3",Varias,78,95,01:20,59,11:50
2018-02-19,0244X,VILASSAR DE DALT,BARCELONA,56,"11,2","0,0","8,4",05:01,"14,0",14:32,27,"1,4","3,9",19:40,80,89,00:40,67,14:40
