fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-01-01,1393,CABO VILÁN,A CORUÑA,50,"7,6","5,0","5,3",04:00,"9,9",12:30,01,"10,0","22,8",14:30,81,96,03:40,70,09:30
2021-01-02,1393,CABO VILÁN,A CORUÑA,50,"7,5","6,4","5,1",08:40,"9,9",15:10,36,"6,9","15,3",07:00,85,93,09:30,74,15:00
2021-01-03,1393,CABO VILÁN,A CORUÑA,50,"8,4","2,7","6,8",13:40,"10,1",12:00,34,"6,9","15,8",13:30,82,92,13:30,65,19:20
2021-01-04,1393,CABO VILÁN,A CORUÑA,50,"6,0","2,8","2,9",23:59,"9,0",13:10,04,"3,3","13,3",06:30,84,92,08:30,74,00:00
2021-01-05,1393,CABO VILÁN,A CORUÑA,50,"6,4","3,9","2,9",00:10,"9,8",12:20,04,"2,8","9,7",18:20,85,92,Varias,76,12:10
2021-01-06,1393,CABO VILÁN,A CORUÑA,50,"6,6","2,0","4,1",01:20,"9,1",13:10,04,"5,0","12,2",19:30,74,89,00:00,64,12:30
2021-01-07,1393,CABO VILÁN,A CORUÑA,50,"6,6","1,5","4,2",02:20,"9,1",15:20,04,"7,2","16,9",17:50,83,92,06:30,68,16:00
2021-01-08,1393,CABO VILÁN,A CORUÑA,50,"6,6","7,8","4,1",23:00,"9,2",14:20,04,"10,0","18,9",15:40,69,93,22:40,56,12:10
2021-01-09,1393,CABO VILÁN,A CORUÑA,50,,,,,,,03,"15,0","30,8",83:10,77,,,,
2021-01-10,1393,CABO VILÁN,A CORUÑA,50,"9,0","0,0","7,4",04:40,"10,6",12:50,04,"18,1","28,6",01:10,61,80,03:10,52,18:20
2021-01-11,1393,CABO VILÁN,A CORUÑA,50,"9,4","0,0","7,5",22:50,"11,2",12:00,04,"9,2","15,3",13:00,65,73,Varias,54,00:40
2021-01-12,1393,CABO VILÁN,A CORUÑA,50,"8,6","0,0","5,1",07:40,"12,0",13:50,05,"3,1","9,4",00:20,74,84,22:40,63,13:40
2021-01-13,1393,CABO VILÁN,A CORUÑA,50,"9,0","0,0","5,5",00:20,"12,5",13:30,27,"1,9","6,1",16:10,73,83,Varias,63,13:10
2021-01-14,1393,CABO VILÁN,A CORUÑA,50,"10,8","0,6","9,3",01:00,"12,2",12:00,22,"3,9","7,8",12:10,84,96,23:30,76,Varias
2021-01-15,1393,CABO VILÁN,A CORUÑA,50,"9,2","0,0","5,5",23:59,"13,0",14:00,99,"3,6","5,3",Varias,88,97,Varias,77,15:50
2021-01-16,1393,CABO VILÁN,A CORUÑA,50,"9,0","0,0","5,5",01:00,"12,4",13:30,21,"3,3","6,9",16:40,91,98,22:10,83,02:30
2021-01-17,1393,CABO VILÁN,A CORUÑA,50,"12,7","0,3","11,1",00:20,"14,3",14:00,28,"1,1","6,4",06:30,88,97,Varias,84,17:20
2021-01-18,1393,CABO VILÁN,A CORUÑA,50,"11,4","0,0","9,5",08:20,"13,4",13:00,99,"1,9","8,3",23:30,89,98,Varias,81,16:30
2021-01-19,1393,CABO VILÁN,A CORUÑA,50,"11,4","44,0","10,0",02:00,"12,9",12:40,19,"13,3","30,8",22:10,88,99,18:20,78,06:30
2021-01-20,1393,CABO VILÁN,A CORUÑA,50,"11,8","13,6","10,5",06:40,"13,0",16:00,19,"13,6","26,7",01:30,98,99,Varias,92,02:10
2021-01-21,1393,CABO VILÁN,A CORUÑA,50,"12,2","10,2","10,4",23:59,"14,1",14:40,20,"15,0","25,8",07:10,93,99,Varias,85,14:50
2021-01-22,1393,CABO VILÁN,A CORUÑA,50,"11,0","3,2","9,1",07:50,"13,0",13:00,26,"7,8","28,3",00:30,83,96,03:30,69,13:50
2021-01-23,1393,CABO VILÁN,A CORUÑA,50,"11,7","4,0","10,1",02:00,"13,3",12:00,21,"13,3","22,8",09:00,96,99,Varias,84,00:40
2021-01-24,1393,CABO VILÁN,A CORUÑA,50,"11,5","14,2","9,9",01:40,"13,1",12:40,19,"8,6","18,3",23:59,93,99,Varias,87,04:30
2021-01-25,1393,CABO VILÁN,A CORUÑA,50,"12,4","1,6","11,4",10:00,"13,3",01:00,20,"5,3","17,2",00:50,98,99,Varias,94,13:40
2021-01-26,1393,CABO VILÁN,A CORUÑA,50,"13,7","2,2","13,0",Varias,"14,4",12:10,21,"6,1","10,6",10:10,99,99,Varias,99,Varias
