fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2013-01-01,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,6",Ip,"5,3",23:58,"11,8",15:05,07,"0,6","4,2",15:24,"0,0","1014,5",Varias,"1010,3",04,91,99,07:00,81,15:11
2013-01-02,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,6","0,0","2,4",06:05,"14,8",15:19,07,"1,7","7,2",12:24,"7,3","1017,5",Varias,"1014,0",01,81,99,Varias,57,14:13
2013-01-03,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,0","0,0","1,9",05:09,"16,0",14:48,07,"3,1","9,2",12:38,"9,2","1027,2",Varias,"1017,5",00,63,98,Varias,35,15:33
2013-01-04,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,1","0,0","1,8",05:36,"16,4",15:30,99,"2,8","7,8",Varias,"9,3","1027,7",Varias,"1024,0",16,70,94,Varias,35,15:41
2013-01-05,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,1","0,0","1,2",05:10,"17,0",15:47,99,"1,4","5,0",Varias,"9,3","1025,8",Varias,"1021,4",17,76,98,Varias,46,15:49
2013-01-06,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"7,6","0,0","0,1",07:19,"15,2",14:39,08,"0,3","5,8",10:56,"8,4","1022,4",Varias,"1018,0",17,79,99,Varias,56,15:41
2013-01-07,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,2","0,0","1,1",06:20,"15,4",15:17,01,"2,2","5,8",18:41,"8,1","1020,0",Varias,"1016,8",15,81,100,Varias,59,14:49
2013-01-08,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,5","0,0","0,1",07:52,"12,9",14:17,99,"1,9","5,0",Varias,"4,7","1021,6",Varias,"1018,1",15,80,98,Varias,57,14:50
2013-01-09,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,0","0,0","4,1",05:05,"14,0",14:59,99,"1,4","6,1",11:29,"4,9","1020,0",Varias,"1017,2",17,74,94,Varias,55,14:21
2013-01-10,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,4","0,0","6,7",00:00,"18,2",15:10,09,"0,6","4,7",10:23,"5,5","1018,3",Varias,"1013,5",18,78,94,Varias,58,14:12
