fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2022-01-01,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"12,0","0,0","4,7",06:50,"19,4",15:10,99,"1,1","4,7",Varias,"7,1","1005,9",24,"1003,2",15,78,100,Varias,52,15:00
2022-01-02,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"11,4","0,0","3,9",07:50,"18,8",16:00,11,"0,8","3,1",10:50,"7,2","1008,2",10,"1005,3",16,85,100,Varias,63,15:50
2022-01-03,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"12,4","0,0","5,3",07:30,"19,4",15:10,10,"1,1","2,5",10:50,"6,7","1005,8",00,"998,8",24,87,100,Varias,61,14:50
2022-01-04,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"7,8","1,8","3,2",08:00,"12,5",10:00,25,"1,9","10,3",10:40,"1,8","1000,8",24,"993,4",08,92,100,Varias,77,16:40
2022-01-05,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"9,4","0,0","5,1",04:40,"13,6",14:30,25,"3,3","10,0",19:10,"3,1","1001,1",11,"994,6",18,87,100,Varias,73,15:00
2022-01-06,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"8,8","0,0","3,8",08:30,"13,7",Varias,99,"1,7","6,4",Varias,"7,5","1001,3",Varias,"995,6",00,75,97,08:50,54,14:30
2022-01-07,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"8,0","0,0","1,6",07:40,"14,4",14:40,01,"1,4","6,4",14:30,"7,5","1008,1",24,"1001,2",00,80,100,08:30,58,15:00
2022-01-08,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"6,6","0,0","-0,6",07:30,"13,8",15:00,99,"0,8","3,6",Varias,"6,8","1009,2",11,"1005,5",19,84,100,Varias,60,15:10
2022-01-09,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"7,8","0,0","1,3",08:10,"14,4",13:40,99,"2,8","9,4",Varias,"6,8","1006,3",11,"1003,0",Varias,88,100,Varias,74,14:30
2022-01-10,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,"13,3","0,0","8,2",22:10,"18,4",15:00,26,"2,2","6,4",08:50,"6,9","1003,0",00,"998,3",15,81,100,Varias,63,15:00
