fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,horaracha
2020-01-01,1700X,O CARBALLIÑO,OURENSE,400,"0,8","0,0","-2,0",06:40,"3,6",15:50,00,"0,0","0,0",99,99,Varias,97,00:00,
2020-01-02,1700X,O CARBALLIÑO,OURENSE,400,"2,8","0,0","-3,6",08:00,"9,3",15:00,17,"0,0","2,8",92,99,Varias,74,15:20,17:10
2020-01-03,1700X,O CARBALLIÑO,OURENSE,400,"8,4","1,9","5,8",23:30,"11,1",14:40,04,"0,0","2,8",94,97,Varias,90,Varias,00:20
2020-01-04,1700X,O CARBALLIÑO,OURENSE,400,"4,5","0,0","0,9",23:59,"8,1",15:50,99,"0,0","2,8",90,97,Varias,83,15:50,Varias
2020-01-05,1700X,O CARBALLIÑO,OURENSE,400,"4,2","0,0","-2,0",07:40,"10,3",14:40,07,"0,0","2,2",86,99,10:40,65,15:00,00:10
2020-01-06,1700X,O CARBALLIÑO,OURENSE,400,"2,2","0,0","-2,7",08:40,"7,2",15:40,22,"0,0","2,2",94,98,Varias,75,15:30,13:50
2020-01-07,1700X,O CARBALLIÑO,OURENSE,400,"3,8","0,0","-1,7",08:40,"9,4",15:30,00,"0,0","0,0",92,99,Varias,62,15:20,
2020-01-08,1700X,O CARBALLIÑO,OURENSE,400,"5,6","0,2","0,8",01:40,"10,4",15:40,00,"0,0","0,0",85,98,Varias,73,15:00,
2020-01-09,1700X,O CARBALLIÑO,OURENSE,400,"7,8","2,0","2,8",23:00,"12,8",12:10,30,"1,4","10,0",86,98,08:10,66,16:00,13:00
2020-01-10,1700X,O CARBALLIÑO,OURENSE,400,"5,7","0,0","0,0",08:00,"11,4",15:00,05,"0,0","4,7",82,99,09:40,54,16:00,14:20
2020-01-11,1700X,O CARBALLIÑO,OURENSE,400,"5,0","0,0","-2,1",08:30,"12,0",14:30,06,"0,0","2,2",81,99,Varias,58,14:40,00:10
2020-01-12,1700X,O CARBALLIÑO,OURENSE,400,"3,6","0,0","-2,8",08:10,"10,0",14:30,18,"0,0","2,2",84,99,10:30,65,15:30,13:30
2020-01-13,1700X,O CARBALLIÑO,OURENSE,400,"6,6","0,0","1,1",07:00,"12,2",14:50,19,"0,8","8,9",76,98,Varias,55,12:50,13:40
2020-01-14,1700X,O CARBALLIÑO,OURENSE,400,"11,9","10,9","9,7",00:50,"14,1",12:10,25,"1,7","11,7",74,85,Varias,65,12:10,16:20
2020-01-15,1700X,O CARBALLIÑO,OURENSE,400,"12,0","4,5","9,0",09:30,"15,0",14:40,20,"0,0","9,7",83,97,Varias,61,15:30,02:00
2020-01-16,1700X,O CARBALLIÑO,OURENSE,400,"10,6","17,1","8,2",23:59,"13,1",07:10,31,"1,1","10,0",83,96,Varias,76,13:10,16:50
2020-01-17,1700X,O CARBALLIÑO,OURENSE,400,"7,4","0,4","4,7",05:40,"10,1",14:00,25,"0,0","4,4",88,98,Varias,71,15:20,06:20
2020-01-18,1700X,O CARBALLIÑO,OURENSE,400,"9,8","6,2","6,0",Varias,"13,6",12:10,28,"1,7","12,2",86,96,Varias,68,14:00,13:00
2020-01-19,1700X,O CARBALLIÑO,OURENSE,400,"8,4","0,0","4,9",21:40,"11,9",14:20,05,"2,8","13,3",59,94,00:00,40,14:40,12:20
2020-01-20,1700X,O CARBALLIÑO,OURENSE,400,"6,5","0,0","2,7",23:59,"10,3",13:20,04,"4,4","14,2",50,66,23:59,40,13:00,13:10
2020-01-21,1700X,O CARBALLIÑO,OURENSE,400,"5,2","0,0","-0,9",05:50,"11,4",14:40,04,"3,6","12,8",67,91,06:00,50,13:30,Varias
2020-01-22,1700X,O CARBALLIÑO,OURENSE,400,"10,4","0,0","6,0",23:59,"14,9",13:20,02,"1,9","11,1",62,85,23:50,49,13:20,02:50
2020-01-23,1700X,O CARBALLIÑO,OURENSE,400,"6,3","0,0","-0,2",08:00,"12,8",15:30,05,"0,0","3,3",78,99,10:00,50,15:10,20:40
2020-01-24,1700X,O CARBALLIÑO,OURENSE,400,"7,2","0,0","1,6",07:40,"12,9",13:00,17,"0,3","4,4",75,97,Varias,59,13:40,13:00
2020-01-25,1700X,O CARBALLIÑO,OURENSE,400,"6,7","0,0","-0,6",08:00,"14,0",14:50,16,"0,0","2,5",75,99,Varias,52,14:30,14:20
2020-01-26,1700X,O CARBALLIÑO,OURENSE,400,"5,6","10,2","0,3",03:20,"10,9",15:50,19,"0,6","6,4",86,99,06:20,75,16:20,19:10
2020-01-27,1700X,O CARBALLIÑO,OURENSE,400,"10,4","14,8","9,3",23:59,"11,4",22:00,30,"0,6","9,7",93,98,20:50,85,13:20,21:10
2020-01-28,1700X,O CARBALLIÑO,OURENSE,400,"9,6","6,6","7,2",07:00,"11,9",14:50,30,"0,0","5,0",96,97,Varias,87,00:00,00:30
2020-01-29,1700X,O CARBALLIÑO,OURENSE,400,"11,4","11,4","10,4",00:40,"12,4",13:00,24,"0,3","6,4",97,98,Varias,88,23:50,22:50
2020-01-30,1700X,O CARBALLIÑO,OURENSE,400,"12,5","1,6","11,0",05:00,"14,0",14:40,21,"0,6","7,2",92,96,Varias,85,03:50,11:40
2020-01-31,1700X,O CARBALLIÑO,OURENSE,400,"13,5","13,5","11,4",08:40,"15,6",15:10,16,"0,3","10,8",89,97,Varias,77,15:40,15:40
2020-02-01,1700X,O CARBALLIÑO,OURENSE,400,"13,9","2,5","13,0",08:00,"14,8",14:00,20,"0,3","5,0",97,97,Varias,96,Varias,00:30
2020-02-02,1700X,O CARBALLIÑO,OURENSE,400,"14,4","0,1","8,5",23:59,"20,3",15:00,21,"0,8","7,5",64,96,Varias,46,Varias,13:10
2020-02-03,1700X,O CARBALLIÑO,OURENSE,400,"13,6","0,0","5,0",08:00,"22,1",15:40,18,"0,3","4,2",68,98,09:20,46,15:10,16:00
2020-02-04,1700X,O CARBALLIÑO,OURENSE,400,"10,8","0,0","4,2",07:00,"17,3",15:30,30,"0,0","2,2",83,98,09:00,63,14:50,11:20
2020-02-05,1700X,O CARBALLIÑO,OURENSE,400,"10,7","0,0","2,7",05:00,"18,7",15:40,,,,64,98,Varias,35,15:30,
2020-02-06,1700X,O CARBALLIÑO,OURENSE,400,"10,8","0,0","2,3",07:00,"19,3",15:00,09,"0,3","4,7",66,95,Varias,44,Varias,12:30
2020-02-07,1700X,O CARBALLIÑO,OURENSE,400,"10,0","6,8","5,3",03:40,"14,6",13:50,19,"0,0","6,9",81,97,Varias,67,13:10,15:40
2020-02-08,1700X,O CARBALLIÑO,OURENSE,400,"9,7","0,0","5,1",23:59,"14,3",13:50,28,"0,3","5,3",80,96,Varias,55,15:30,13:50
2020-02-09,1700X,O CARBALLIÑO,OURENSE,400,"8,5","0,6","4,4",01:00,"12,6",13:00,99,"0,0","4,2",90,97,Varias,84,12:40,13:40
2020-02-10,1700X,O CARBALLIÑO,OURENSE,400,"12,4","0,0","8,1",23:59,"16,7",14:20,25,"0,6","8,1",85,97,Varias,70,14:20,15:20
2020-02-11,1700X,O CARBALLIÑO,OURENSE,400,"10,2","0,5","7,0",01:40,"13,5",13:30,18,"0,0","2,2",87,97,Varias,72,Varias,11:40
2020-02-12,1700X,O CARBALLIÑO,OURENSE,400,"13,5","0,2","8,9",04:00,"18,1",15:10,29,"0,0","5,0",82,97,Varias,61,16:00,16:10
2020-02-13,1700X,O CARBALLIÑO,OURENSE,400,"12,3","1,8","10,7",Varias,"13,9",13:50,26,"0,3","5,0",89,96,Varias,74,13:40,04:40
2020-02-14,1700X,O CARBALLIÑO,OURENSE,400,"9,6","0,2","5,5",23:59,"13,6",14:00,23,"0,0","3,3",86,98,Varias,79,Varias,16:30
2020-02-15,1700X,O CARBALLIÑO,OURENSE,400,"8,7","0,0","3,1",05:00,"14,3",14:00,13,"0,8","9,2",84,98,Varias,70,13:50,23:59
2020-02-16,1700X,O CARBALLIÑO,OURENSE,400,"13,0","11,1","12,3",08:10,"13,8",15:20,25,"1,4","13,3",90,96,Varias,80,02:00,08:10
2020-02-17,1700X,O CARBALLIÑO,OURENSE,400,"8,8","0,2","2,5",23:59,"15,0",15:00,26,"0,8","6,4",71,97,01:20,48,16:10,01:30
2020-02-18,1700X,O CARBALLIÑO,OURENSE,400,"6,4","0,0","-1,0",07:20,"13,8",15:40,34,"0,6","5,8",74,98,09:00,47,15:40,15:30
2020-02-19,1700X,O CARBALLIÑO,OURENSE,400,"7,7","0,0","-1,1",06:50,"16,5",16:10,24,"0,0","2,5",68,99,09:20,44,15:20,12:40
2020-02-20,1700X,O CARBALLIÑO,OURENSE,400,"8,6","0,0","-0,3",07:50,"17,4",16:00,05,"0,3","4,7",70,98,Varias,45,15:50,19:00
2020-02-21,1700X,O CARBALLIÑO,OURENSE,400,"11,6","0,0","1,5",05:30,"21,8",16:20,04,"0,0","4,2",62,98,Varias,35,Varias,19:00
2020-02-22,1700X,O CARBALLIÑO,OURENSE,400,"11,9","0,0","0,4",07:50,"23,4",16:00,34,"0,6","4,7",61,98,09:00,32,Varias,16:50
2020-02-23,1700X,O CARBALLIÑO,OURENSE,400,"12,6","0,0","1,2",07:40,"24,0",15:30,22,"0,0","3,6",59,98,09:00,31,16:40,16:00
2020-02-24,1700X,O CARBALLIÑO,OURENSE,400,"11,0","0,1","0,5",08:00,"21,4",15:10,27,"0,3","6,4",60,98,09:00,26,16:20,15:00
2020-02-25,1700X,O CARBALLIÑO,OURENSE,400,"11,5","1,1","7,4",Varias,"15,6",15:20,30,"0,6","6,1",85,96,Varias,57,15:20,14:20
2020-02-26,1700X,O CARBALLIÑO,OURENSE,400,"9,0","0,1","5,9",06:40,"12,0",16:10,30,"1,1","6,4",76,94,Varias,61,16:10,13:20
2020-02-27,1700X,O CARBALLIÑO,OURENSE,400,"10,8","0,0","5,6",23:59,"16,0",12:50,30,"1,7","9,4",70,97,Varias,53,13:30,12:40
2020-02-28,1700X,O CARBALLIÑO,OURENSE,400,"11,0","11,5","3,0",05:40,"18,9",15:40,24,"0,6","8,3",63,98,Varias,29,15:50,23:20
2020-02-29,1700X,O CARBALLIÑO,OURENSE,400,"9,6","4,6","7,9",23:00,"11,4",04:40,29,"1,7","11,7",78,97,03:50,63,15:30,05:10
2020-03-01,1700X,O CARBALLIÑO,OURENSE,400,"10,8","30,9","8,2",01:00,"13,4",14:10,25,"1,4","16,7",83,97,03:40,67,13:30,22:50
2020-03-02,1700X,O CARBALLIÑO,OURENSE,400,"9,0","8,6","5,4",08:20,"12,7",00:50,28,"1,1","15,8",79,96,23:59,57,11:50,00:10
2020-03-03,1700X,O CARBALLIÑO,OURENSE,400,"11,2","6,9","7,6",00:30,"14,8",13:00,29,"0,3","7,5",89,97,Varias,73,14:00,13:20
2020-03-04,1700X,O CARBALLIÑO,OURENSE,400,"13,8","20,8","11,8",04:00,"15,9",12:20,24,"0,6","7,5",87,97,Varias,73,13:10,10:10
2020-03-05,1700X,O CARBALLIÑO,OURENSE,400,"10,0","6,2","6,6",23:40,"13,5",12:50,34,"1,9","10,6",76,96,Varias,62,12:50,23:00
2020-03-06,1700X,O CARBALLIÑO,OURENSE,400,"10,0","0,6","6,1",07:10,"13,9",15:20,99,"1,7","9,4",65,92,23:59,43,15:20,Varias
2020-03-07,1700X,O CARBALLIÑO,OURENSE,400,"10,8","0,1","4,1",07:40,"17,5",16:10,29,"1,1","5,8",68,97,Varias,46,16:30,18:10
2020-03-08,1700X,O CARBALLIÑO,OURENSE,400,"9,2","0,1","3,0",02:00,"15,3",16:00,27,"0,0","8,9",80,95,Varias,58,16:30,14:40
2020-03-09,1700X,O CARBALLIÑO,OURENSE,400,"9,4","0,0","1,3",07:20,"17,4",15:50,18,"0,0","4,2",70,98,Varias,49,15:50,13:20
2020-03-10,1700X,O CARBALLIÑO,OURENSE,400,"12,0","0,0","2,7",07:00,"21,3",14:50,30,"0,8","6,1",65,98,08:30,42,13:10,15:00
2020-03-11,1700X,O CARBALLIÑO,OURENSE,400,"13,8","0,0","4,0",07:30,"23,5",15:20,24,"0,3","5,6",64,98,08:50,36,16:20,14:00
2020-03-12,1700X,O CARBALLIÑO,OURENSE,400,"13,4","0,0","7,7",23:59,"19,0",13:00,06,"1,4","9,2",67,94,Varias,50,13:10,17:30
2020-03-13,1700X,O CARBALLIÑO,OURENSE,400,"11,0","0,0","4,7",23:59,"17,3",14:30,36,"0,8","6,9",69,91,23:50,54,16:10,15:20
2020-03-14,1700X,O CARBALLIÑO,OURENSE,400,"11,1","0,0","1,6",03:50,"20,6",17:00,29,"0,3","3,1",61,98,05:20,35,Varias,11:30
2020-03-15,1700X,O CARBALLIÑO,OURENSE,400,"6,7","4,2","1,0",06:00,"12,4",11:30,33,"0,8","8,6",88,98,Varias,72,11:30,13:00
2020-03-16,1700X,O CARBALLIÑO,OURENSE,400,"7,4","0,0","1,2",01:40,"13,5",13:30,04,"2,2","16,1",67,98,Varias,45,16:00,13:50
2020-03-17,1700X,O CARBALLIÑO,OURENSE,400,"11,3","0,0","1,2",07:00,"21,4",16:00,14,"1,1","7,2",61,95,07:40,40,15:10,13:30
2020-03-18,1700X,O CARBALLIÑO,OURENSE,400,"13,8","0,0","3,6",07:00,"24,1",16:10,22,"0,3","3,3",62,98,Varias,36,Varias,13:40
2020-03-19,1700X,O CARBALLIÑO,OURENSE,400,"14,6","28,1","6,7",07:30,"22,6",15:50,28,"0,6","4,7",66,96,08:20,44,Varias,17:40
2020-03-20,1700X,O CARBALLIÑO,OURENSE,400,"12,8","7,8","10,4",23:30,"15,2",13:00,12,"0,0","2,8",89,96,Varias,77,12:40,15:10
2020-03-21,1700X,O CARBALLIÑO,OURENSE,400,"13,0","8,6","10,0",06:00,"16,1",15:50,02,"0,0","6,7",82,97,08:00,60,15:50,20:20
2020-03-22,1700X,O CARBALLIÑO,OURENSE,400,"13,3","0,0","8,5",23:40,"18,1",17:00,34,"0,6","6,7",76,97,03:10,56,16:50,18:10
2020-03-23,1700X,O CARBALLIÑO,OURENSE,400,"12,4","0,0","3,9",06:50,"20,8",16:00,99,"0,8","5,3",65,97,Varias,34,16:30,Varias
2020-03-24,1700X,O CARBALLIÑO,OURENSE,400,"13,2","0,0","3,0",06:30,"23,3",16:10,10,"0,3","5,0",59,98,08:10,34,Varias,11:20
2020-03-25,1700X,O CARBALLIÑO,OURENSE,400,"13,8","0,0","4,8",07:00,"22,7",15:20,29,"1,1","10,0",65,97,07:50,35,15:10,16:00
2020-03-26,1700X,O CARBALLIÑO,OURENSE,400,"10,0","0,0","0,0",07:00,"19,9",14:20,34,"1,4","7,5",53,94,Varias,26,13:40,Varias
2020-03-27,1700X,O CARBALLIÑO,OURENSE,400,"8,4","0,0","-1,0",06:50,"17,7",15:50,11,"0,6","7,5",56,98,07:40,32,Varias,14:20
2020-03-28,1700X,O CARBALLIÑO,OURENSE,400,"10,8","0,0","1,1",06:00,"20,4",16:00,10,"0,6","5,0",54,95,07:30,29,15:20,15:20
2020-03-29,1700X,O CARBALLIÑO,OURENSE,400,"11,2","0,0","1,2",06:50,"21,3",14:40,06,"1,1","6,7",63,98,08:00,34,14:00,16:30
2020-03-30,1700X,O CARBALLIÑO,OURENSE,400,"7,0","0,0","3,3",23:59,"10,8",13:50,05,"2,8","12,2",55,84,02:10,46,16:10,16:50
2020-03-31,1700X,O CARBALLIÑO,OURENSE,400,"4,8","4,8","2,6",04:20,"7,1",17:40,99,"1,1","7,8",85,97,Varias,63,09:10,Varias
2020-04-01,1700X,O CARBALLIÑO,OURENSE,400,"10,4","0,0","4,6",07:30,"16,3",13:40,35,"0,0","4,2",69,98,Varias,45,13:40,18:30
2020-04-02,1700X,O CARBALLIÑO,OURENSE,400,"12,2","0,0","4,9",23:59,"19,4",14:20,06,"1,1","8,3",63,95,Varias,44,13:10,13:30
2020-04-03,1700X,O CARBALLIÑO,OURENSE,400,"11,4","0,0","0,6",06:50,"22,1",15:50,28,"0,3","5,3",59,98,08:00,36,Varias,14:50
2020-04-04,1700X,O CARBALLIÑO,OURENSE,400,"12,5","3,3","4,0",06:40,"21,0",13:50,16,"1,1","9,2",58,93,Varias,39,13:40,12:40
2020-04-05,1700X,O CARBALLIÑO,OURENSE,400,"11,4","26,8","7,9",23:59,"14,8",00:10,21,"0,0","5,6",95,96,Varias,58,00:00,15:20
2020-04-06,1700X,O CARBALLIÑO,OURENSE,400,"11,4","1,0","7,5",03:10,"15,2",14:00,07,"0,3","3,6",81,98,Varias,66,Varias,17:30
2020-04-07,1700X,O CARBALLIÑO,OURENSE,400,"15,1","0,0","8,7",03:30,"21,5",14:50,30,"0,3","6,4",73,97,Varias,53,14:10,16:00
2020-04-08,1700X,O CARBALLIÑO,OURENSE,400,"15,0","4,4","6,7",06:00,"23,4",14:40,29,"0,3","5,0",70,97,Varias,47,14:20,15:30
2020-04-09,1700X,O CARBALLIÑO,OURENSE,400,"14,6","7,9","12,8",05:00,"16,5",14:00,08,"0,3","4,2",94,96,Varias,88,00:00,09:40
2020-04-10,1700X,O CARBALLIÑO,OURENSE,400,"13,9","0,3","11,6",23:59,"16,2",15:00,27,"0,6","6,1",88,97,Varias,75,13:20,13:20
2020-04-11,1700X,O CARBALLIÑO,OURENSE,400,"14,2","0,1","8,8",23:59,"19,7",17:20,34,"0,8","5,6",72,96,Varias,53,15:00,18:40
2020-04-12,1700X,O CARBALLIÑO,OURENSE,400,"14,8","1,2","7,2",02:20,"22,4",14:10,31,"0,8","8,6",68,96,Varias,41,17:00,15:00
2020-04-13,1700X,O CARBALLIÑO,OURENSE,400,"11,1","6,3","6,5",06:00,"15,7",16:20,32,"0,0","8,9",80,96,Varias,67,11:40,02:50
2020-04-14,1700X,O CARBALLIÑO,OURENSE,400,"14,7","0,4","5,7",04:50,"23,7",14:30,11,"0,3","7,2",72,98,Varias,40,14:30,13:30
2020-04-15,1700X,O CARBALLIÑO,OURENSE,400,"13,0","7,6","8,8",06:00,"17,2",12:30,10,"1,4","7,5",82,96,23:50,59,12:30,08:40
2020-04-16,1700X,O CARBALLIÑO,OURENSE,400,"11,8","15,9","8,8",05:00,"14,8",14:40,17,"1,4","5,0",87,97,Varias,76,13:00,11:00
2020-04-17,1700X,O CARBALLIÑO,OURENSE,400,"12,2","4,8","9,8",08:20,"14,6",14:20,21,"0,0","5,0",90,96,Varias,81,14:20,14:10
2020-04-18,1700X,O CARBALLIÑO,OURENSE,400,"13,6","17,1","7,6",06:00,"19,5",14:10,32,"0,8","6,7",80,97,Varias,48,14:10,17:30
2020-04-21,1700X,O CARBALLIÑO,OURENSE,400,"14,7","0,3","9,9",05:00,"19,5",14:50,33,"1,7","8,3",68,96,Varias,47,15:30,15:30
2020-04-22,1700X,O CARBALLIÑO,OURENSE,400,"12,4","0,0","9,3",23:59,"15,5",14:20,31,"0,8","5,6",76,93,Varias,64,13:40,15:10
2020-04-23,1700X,O CARBALLIÑO,OURENSE,400,"14,3","0,0","5,3",05:50,"23,3",15:40,34,"0,3","5,6",68,97,Varias,42,16:00,17:30
2020-04-24,1700X,O CARBALLIÑO,OURENSE,400,"16,0","6,6","7,5",06:10,"24,6",15:10,16,"0,3","5,6",74,97,07:30,37,13:30,16:00
2020-04-25,1700X,O CARBALLIÑO,OURENSE,400,"13,5","0,0","10,0",03:40,"17,0",13:00,28,"0,6","5,8",86,98,Varias,76,13:20,16:10
2020-04-26,1700X,O CARBALLIÑO,OURENSE,400,"13,4","3,0","10,3",23:00,"16,4",14:30,29,"0,0","6,1",77,94,Varias,58,14:30,15:10
2020-04-27,1700X,O CARBALLIÑO,OURENSE,400,"12,8","3,8","9,5",23:59,"16,2",16:20,29,"0,6","7,5",78,97,Varias,55,16:20,16:00
2020-04-28,1700X,O CARBALLIÑO,OURENSE,400,"12,0","5,5","7,4",06:10,"16,7",15:50,30,"1,7","8,6",68,97,Varias,45,15:50,13:10
2020-04-29,1700X,O CARBALLIÑO,OURENSE,400,"12,3","7,1","10,2",19:00,"14,4",13:40,28,"0,8","10,0",83,97,Varias,64,12:10,13:50
2020-04-30,1700X,O CARBALLIÑO,OURENSE,400,"12,2","20,3","9,8",03:00,"14,6",13:40,23,"0,6","9,2",87,97,Varias,80,06:50,12:40
2020-05-01,1700X,O CARBALLIÑO,OURENSE,400,"15,4","10,1","13,5",01:10,"17,4",14:30,99,"0,0","5,3",96,97,Varias,94,Varias,03:30
2020-05-02,1700X,O CARBALLIÑO,OURENSE,400,"15,6","2,6","10,3",23:59,"20,8",15:50,99,"0,0","5,6",79,96,Varias,59,16:00,16:40
2020-05-03,1700X,O CARBALLIÑO,OURENSE,400,"18,1","0,0","6,4",06:00,"29,8",16:50,08,"0,0","3,9",58,96,Varias,34,Varias,11:00
2020-05-04,1700X,O CARBALLIÑO,OURENSE,400,"17,6","1,8","12,6",23:20,"22,5",09:50,22,"0,6","10,8",73,91,Varias,59,09:40,13:50
2020-05-05,1700X,O CARBALLIÑO,OURENSE,400,"15,0","0,0","9,4",23:59,"20,7",14:50,24,"0,0","7,5",67,93,06:20,54,Varias,15:30
2020-05-06,1700X,O CARBALLIÑO,OURENSE,400,"14,8","0,0","7,2",04:50,"22,3",13:10,30,"0,3","5,6",64,97,Varias,43,13:10,17:20
2020-05-07,1700X,O CARBALLIÑO,OURENSE,400,"19,0","0,3","9,2",05:50,"28,9",15:30,29,"0,3","5,0",68,95,Varias,35,15:40,19:10
2020-05-08,1700X,O CARBALLIÑO,OURENSE,400,"19,6","0,3","12,9",06:30,"26,2",13:00,26,"0,3","6,1",70,95,Varias,45,12:40,15:20
2020-05-09,1700X,O CARBALLIÑO,OURENSE,400,"15,5","10,9","11,3",22:50,"19,7",11:30,23,"0,0","8,3",85,96,Varias,52,12:10,12:40
2020-05-10,1700X,O CARBALLIÑO,OURENSE,400,"14,8","0,0","8,6",05:10,"20,9",15:20,30,"0,0","5,3",69,98,06:40,46,13:50,14:50
2020-05-11,1700X,O CARBALLIÑO,OURENSE,400,"15,4","4,0","7,2",06:10,"23,6",17:20,30,"0,0","4,2",69,96,Varias,43,17:20,13:20
2020-05-12,1700X,O CARBALLIÑO,OURENSE,400,"16,0","10,1","11,2",23:59,"20,7",13:50,25,"0,0","7,5",75,96,Varias,55,13:40,15:20
2020-05-13,1700X,O CARBALLIÑO,OURENSE,400,"17,0","1,0","10,2",06:00,"23,7",15:10,33,"0,0","5,8",75,96,Varias,40,15:00,16:00
2020-05-14,1700X,O CARBALLIÑO,OURENSE,400,"13,6","0,5","9,7",05:00,"17,5",13:00,09,"0,6","6,7",78,97,Varias,64,12:30,13:00
2020-05-15,1700X,O CARBALLIÑO,OURENSE,400,"13,8","0,0","7,5",04:50,"20,0",15:50,05,"1,1","9,2",67,96,Varias,49,14:50,18:00
2020-05-16,1700X,O CARBALLIÑO,OURENSE,400,"15,0","0,0","5,5",05:40,"24,5",16:50,04,"0,3","5,0",59,96,06:40,34,15:50,18:20
2020-05-17,1700X,O CARBALLIÑO,OURENSE,400,"16,6","0,0","7,0",05:40,"26,3",17:30,32,"0,0","4,4",60,96,Varias,40,Varias,18:20
2020-05-18,1700X,O CARBALLIÑO,OURENSE,400,"18,2","0,0","8,6",05:50,"27,8",14:50,29,"0,3","6,4",58,94,Varias,38,14:10,15:30
2020-05-19,1700X,O CARBALLIÑO,OURENSE,400,"19,4","0,0","8,2",05:50,"30,5",14:50,30,"0,0","5,0",58,93,06:50,36,Varias,17:30
2020-05-20,1700X,O CARBALLIÑO,OURENSE,400,"20,8","0,0","11,4",06:00,"30,3",14:00,30,"0,3","6,7",64,92,Varias,38,13:30,16:30
2020-05-21,1700X,O CARBALLIÑO,OURENSE,400,"20,0","0,0","11,4",05:00,"28,5",14:50,28,"0,8","7,8",61,93,05:40,42,Varias,18:10
2020-05-22,1700X,O CARBALLIÑO,OURENSE,400,"17,0","0,0","9,2",05:00,"24,9",12:20,31,"1,4","8,1",72,93,05:40,58,12:20,16:30
2020-05-23,1700X,O CARBALLIÑO,OURENSE,400,"18,0","0,0","10,5",23:59,"25,4",15:00,06,"0,6","6,1",60,94,03:00,40,Varias,16:20
2020-05-24,1700X,O CARBALLIÑO,OURENSE,400,"19,2","0,0","7,8",05:30,"30,6",16:00,33,"0,0","5,3",63,97,06:40,40,15:50,16:30
2020-05-25,1700X,O CARBALLIÑO,OURENSE,400,"19,8","0,0","10,8",05:50,"28,9",15:00,04,"0,6","6,1",67,96,06:40,46,Varias,16:00
2020-05-26,1700X,O CARBALLIÑO,OURENSE,400,"20,5","0,0","10,1",06:00,"30,9",15:50,02,"0,8","5,8",59,95,Varias,37,Varias,18:00
2020-05-27,1700X,O CARBALLIÑO,OURENSE,400,"22,2","0,0","12,3",05:40,"32,0",17:00,04,"0,0","4,4",58,96,07:00,36,16:40,13:30
2020-05-28,1700X,O CARBALLIÑO,OURENSE,400,"24,2","0,0","14,8",06:00,"33,6",14:20,30,"0,0","7,5",59,94,Varias,34,14:10,14:20
2020-05-29,1700X,O CARBALLIÑO,OURENSE,400,"25,0","0,0","16,2",05:40,"33,9",15:40,31,"0,3","6,1",56,91,05:30,34,13:50,16:40
2020-05-30,1700X,O CARBALLIÑO,OURENSE,400,"21,9","0,1","10,9",06:00,"32,9",15:30,28,"0,0","5,3",56,87,23:59,36,13:50,16:30
2020-05-31,1700X,O CARBALLIÑO,OURENSE,400,"21,6","0,2","14,5",05:30,"28,6",13:00,10,"0,0","6,1",61,96,Varias,40,Varias,14:00
2020-06-01,1700X,O CARBALLIÑO,OURENSE,400,"22,4","0,9","15,1",04:20,"29,6",15:20,28,"0,8","7,8",68,91,Varias,41,15:30,16:40
2020-06-02,1700X,O CARBALLIÑO,OURENSE,400,"22,2","0,5","14,8",05:00,"29,6",15:00,28,"1,4","7,2",64,96,Varias,41,14:10,17:20
2020-06-03,1700X,O CARBALLIÑO,OURENSE,400,"19,8","0,0","14,4",23:59,"25,1",13:50,27,"1,1","7,2",73,97,05:50,52,16:00,16:30
2020-06-04,1700X,O CARBALLIÑO,OURENSE,400,"16,5","0,0","10,2",05:00,"22,8",15:20,32,"1,1","7,5",66,95,Varias,45,15:00,17:50
2020-06-05,1700X,O CARBALLIÑO,OURENSE,400,"16,5","0,0","6,4",05:50,"26,6",14:50,04,"0,8","6,1",64,96,Varias,43,14:30,18:10
2020-06-06,1700X,O CARBALLIÑO,OURENSE,400,"17,6","0,0","10,7",04:40,"24,5",15:00,02,"0,6","7,8",69,95,Varias,47,15:00,15:20
2020-06-07,1700X,O CARBALLIÑO,OURENSE,400,"14,6","0,0","8,3",23:59,"20,8",16:00,31,"2,2","8,6",58,91,02:10,42,Varias,16:40
2020-06-08,1700X,O CARBALLIÑO,OURENSE,400,"13,8","0,0","5,3",04:40,"22,2",14:20,03,"1,1","10,0",65,97,Varias,46,Varias,16:20
2020-06-09,1700X,O CARBALLIÑO,OURENSE,400,"14,3","0,0","4,9",05:50,"23,7",17:00,03,"0,6","7,8",60,97,06:50,37,14:30,19:20
2020-06-10,1700X,O CARBALLIÑO,OURENSE,400,"15,6","0,1","5,8",05:30,"25,4",16:00,35,"0,6","7,8",60,97,07:10,38,16:00,19:30
2020-06-11,1700X,O CARBALLIÑO,OURENSE,400,"14,6","2,4","10,9",21:00,"18,4",12:00,26,"1,7","10,0",71,96,08:10,53,12:10,16:00
2020-06-12,1700X,O CARBALLIÑO,OURENSE,400,"13,0","5,4","9,3",05:50,"16,8",14:10,29,"0,6","7,2",90,95,Varias,72,14:40,14:50
2020-06-13,1700X,O CARBALLIÑO,OURENSE,400,"14,2","0,2","10,5",01:00,"17,8",14:50,29,"0,0","6,9",77,97,Varias,60,14:50,14:40
