fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,horaracha
2020-12-09,1700X,O CARBALLIÑO,OURENSE,400,"3,7","10,4","-0,6",06:00,"8,0",23:59,05,"0,0","3,1",98,99,Varias,94,Varias,23:00
2020-12-10,1700X,O CARBALLIÑO,OURENSE,400,"10,6","22,4","8,0",,"13,1",Varias,26,"0,3","5,3",97,99,Varias,94,Varias,04:00
2020-12-11,1700X,O CARBALLIÑO,OURENSE,400,"12,8","6,7","10,7",21:40,"15,0",12:00,29,"1,7","12,5",88,98,Varias,70,16:40,13:30
2020-12-12,1700X,O CARBALLIÑO,OURENSE,400,"11,4","0,4","8,4",08:00,"14,4",14:20,24,"0,0","6,4",81,96,Varias,64,15:10,00:20
2020-12-13,1700X,O CARBALLIÑO,OURENSE,400,"12,8","7,1","10,5",00:50,"15,0",14:30,23,"0,8","10,0",90,98,Varias,76,14:30,17:20
2020-12-14,1700X,O CARBALLIÑO,OURENSE,400,"9,1","10,5","6,5",22:50,"11,7",00:10,22,"0,6","8,6",94,98,07:30,89,13:30,10:40
2020-12-15,1700X,O CARBALLIÑO,OURENSE,400,"7,6","42,9","4,7",08:40,"10,6",13:20,21,"0,6","6,7",90,99,09:10,80,13:20,19:10
2020-12-16,1700X,O CARBALLIÑO,OURENSE,400,"6,5","5,4","2,2",23:59,"10,8",14:00,31,"0,8","6,4",93,98,Varias,76,16:30,05:20
2020-12-17,1700X,O CARBALLIÑO,OURENSE,400,"6,5","1,3","1,4",02:20,"11,6",13:30,04,"0,3","3,1",87,99,Varias,75,13:20,20:20
2020-12-18,1700X,O CARBALLIÑO,OURENSE,400,"8,7","14,9","6,9",07:00,"10,5",17:30,19,"0,6","6,7",93,98,Varias,84,Varias,22:30
2020-12-19,1700X,O CARBALLIÑO,OURENSE,400,"8,8","1,9","5,8",23:50,"11,7",13:20,19,"0,0","3,9",95,98,Varias,91,Varias,01:00
2020-12-20,1700X,O CARBALLIÑO,OURENSE,400,"8,6","9,0","5,6",04:50,"11,6",13:00,21,"0,6","7,2",93,99,Varias,88,Varias,19:30
2020-12-21,1700X,O CARBALLIÑO,OURENSE,400,"13,0","0,1","10,4",,"15,5",14:30,12,"0,3","5,8",95,98,Varias,90,Varias,21:50
2020-12-22,1700X,O CARBALLIÑO,OURENSE,400,"13,8","4,6","11,4",20:50,"16,3",14:50,25,"1,1","10,8",79,92,Varias,64,Varias,22:20
2020-12-23,1700X,O CARBALLIÑO,OURENSE,400,"7,5","0,2","1,9",23:59,"13,1",12:40,22,"1,4","8,9",82,96,Varias,71,13:30,01:00
2020-12-24,1700X,O CARBALLIÑO,OURENSE,400,"3,9","0,0","-1,0",08:10,"8,8",15:40,04,"0,0","8,1",86,99,Varias,69,15:50,16:50
2020-12-25,1700X,O CARBALLIÑO,OURENSE,400,"5,4","0,0","0,9",23:59,"10,0",12:50,06,"1,9","7,8",67,87,05:00,52,14:40,12:30
2020-12-26,1700X,O CARBALLIÑO,OURENSE,400,"3,4","0,0","-2,8",09:00,"9,7",14:30,13,"0,3","3,1",75,98,Varias,52,Varias,13:10
2020-12-27,1700X,O CARBALLIÑO,OURENSE,400,"3,8","7,4","-2,5",07:00,"10,1",19:40,26,"1,7","13,6",97,99,Varias,86,16:20,22:20
2020-12-28,1700X,O CARBALLIÑO,OURENSE,400,"5,6","5,5","3,1",07:40,"8,2",15:40,29,"0,3","11,7",88,93,Varias,77,15:50,00:20
2020-12-29,1700X,O CARBALLIÑO,OURENSE,400,"4,4","4,2","0,0",23:59,"8,8",13:20,02,"1,4","8,1",84,98,Varias,64,13:20,15:10
2020-12-30,1700X,O CARBALLIÑO,OURENSE,400,"2,8","11,9","-0,5",06:40,"6,2",15:50,21,"0,0","3,1",98,99,Varias,97,Varias,16:20
2020-12-31,1700X,O CARBALLIÑO,OURENSE,400,"5,2","7,2","1,6",23:59,"8,7",11:40,31,"1,1","8,6",92,99,Varias,83,14:10,14:30
