fecha,indicativo,nombre,provincia,altitud,prec,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,tmed,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2018-09-11,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,7","7,8",Varias,"10,8","1009,0",Varias,"1006,6",17,"23,4","14,9",05:30,"31,8",13:07,61,97,Varias,32,11:54
2018-09-12,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",11,"1,1","7,2",14:14,"5,0","1008,3",00,"1002,8",16,"22,9","16,7",05:25,"29,1",13:25,76,94,Varias,57,09:42
2018-09-13,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",07,"1,9","9,7",13:48,"10,3","1003,7",00,"1001,1",16,"25,0","18,3",05:28,"31,6",13:18,69,97,Varias,40,13:45
2018-09-14,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",,,,,"8,0",,,,,,,,,,,,,,
2018-09-15,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",21,"2,5","9,7",13:55,"2,6","1006,2",Varias,"1004,3",04,"24,3","19,5",23:53,"29,1",11:42,67,89,Varias,45,11:45
2018-09-16,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"2,8","9,2",11:51,"8,5","1005,8",Varias,"1003,6",14,"24,5","18,9",05:23,"30,1",13:36,74,95,23:56,50,13:21
2018-09-17,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","8,3",Varias,"6,6","1005,2",00,"1001,9",18,"22,8","16,4",04:45,"29,3",12:01,76,99,06:14,51,16:03
2018-09-18,0367,GIRONA AEROPUERTO,GIRONA,143,"28,1",19,"2,2","8,3",15:12,"0,2","1003,7",Varias,"1001,1",18,"20,8","15,4",03:02,"26,1",14:50,87,99,Varias,69,14:50
2018-09-19,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"1,7","8,3",15:24,"9,9","1005,6",Varias,"1003,0",02,"24,0","17,7",23:21,"30,4",14:01,76,98,Varias,47,13:39
2018-09-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"1,7","8,9",13:59,"11,2","1004,8",00,"1001,0",Varias,"24,4","15,7",04:53,"33,0",12:49,63,98,Varias,28,12:09
2018-09-21,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,3","7,8",12:22,"11,0","1005,0",Varias,"999,7",03,"24,0","15,6",05:12,"32,5",12:09,68,95,Varias,37,11:42
2018-09-22,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"3,1","8,9",11:28,"8,9","1006,9",Varias,"1004,6",02,"22,8","16,7",05:42,"28,8",13:31,79,97,Varias,63,13:37
2018-09-23,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"2,2","9,7",11:49,"11,0","1006,8",00,"1003,0",15,"24,5","17,3",05:10,"31,7",12:14,72,98,Varias,46,12:33
2018-09-24,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,99,"3,1","8,3",Varias,"5,4","1008,3",Varias,"1004,1",04,"22,8","17,4",23:24,"28,2",12:29,69,98,Varias,51,14:28
2018-09-25,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,3","8,9",Varias,"6,8","1013,7",Varias,"1008,2",02,"20,4","15,7",05:36,"25,2",12:40,63,80,Varias,34,10:00
2018-09-26,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",05,"3,3","8,9",09:55,"3,2","1016,7",Varias,"1013,7",00,"17,2","11,4",23:46,"23,0",13:28,69,96,Varias,54,14:53
2018-09-27,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"1,7","8,3",14:23,"10,7","1016,2",00,"1007,8",24,"17,8","8,4",05:24,"27,2",14:03,67,97,06:32,32,13:30
2018-09-28,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"1,1","8,9",14:54,"11,0","1007,8",00,"1000,2",16,"21,1","10,2",05:40,"32,0",14:46,61,98,Varias,28,13:56
2018-09-29,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"3,1","12,8",11:12,"9,2","1003,0",Varias,"999,5",04,"20,8","12,5",05:20,"29,1",11:04,67,97,05:37,37,11:02
2018-09-30,0367,GIRONA AEROPUERTO,GIRONA,143,"0,1",99,"3,1","9,2",13:28,"6,1","1002,2",00,"999,9",13,"20,0","12,5",05:13,"27,6",11:25,71,96,Varias,45,12:12
2018-10-01,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",02,"4,2","12,8",15:42,"6,7","1002,7",Varias,"999,9",16,"15,6","7,4",23:17,"23,8",13:28,49,89,Varias,32,15:26
2018-10-02,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"4,7","14,4",Varias,"9,5","1005,3",Varias,"1001,8",02,"15,8","4,7",05:28,"26,8",13:12,39,87,Varias,9,11:47
2018-10-03,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"4,2","13,3",Varias,"10,8","1006,2",Varias,"1003,1",15,"19,0","9,5",05:24,"28,5",12:21,45,83,Varias,23,14:30
2018-10-04,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,6","7,8",Varias,"10,7","1006,3",Varias,"1004,1",04,"18,2","9,0",04:19,"27,3",13:45,56,92,Varias,30,13:28
2018-10-05,0367,GIRONA AEROPUERTO,GIRONA,143,"0,1",99,"2,8","8,3",Varias,"10,5","1005,7",00,"1000,9",16,"19,1","10,3",06:00,"27,9",12:47,68,98,23:55,35,11:21
2018-10-06,0367,GIRONA AEROPUERTO,GIRONA,143,"0,1",99,"4,7","10,8",Varias,"8,4","1001,7",00,"996,3",24,"19,2","11,9",02:47,"26,4",11:19,81,100,Varias,50,11:08
2018-10-07,0367,GIRONA AEROPUERTO,GIRONA,143,"2,8",05,"2,2","12,5",02:25,"2,4","1001,9",Varias,"995,9",02,"17,5","13,1",Varias,"21,9",13:12,65,96,Varias,41,13:22
2018-10-08,0367,GIRONA AEROPUERTO,GIRONA,143,"3,0",99,"3,3","10,8",Varias,"5,0","1002,3",Varias,"999,8",24,"16,8","10,8",06:20,"22,7",14:05,72,98,Varias,43,14:34
2018-10-09,0367,GIRONA AEROPUERTO,GIRONA,143,"33,1",19,"2,8","10,8",22:40,"5,4","1001,1",Varias,"997,9",24,"19,4","13,9",02:36,"24,9",11:43,80,99,Varias,49,11:49
2018-10-10,0367,GIRONA AEROPUERTO,GIRONA,143,"0,6",14,"1,4","6,1",17:28,"2,2","998,3",00,"993,4",15,"19,0","14,6",02:44,"23,5",14:44,91,99,Varias,70,14:46
2018-10-11,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,99,"4,7","11,7",Varias,"8,7","1002,5",24,"995,1",02,"20,0","13,1",06:16,"26,8",12:55,82,100,Varias,56,10:49
2018-10-12,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,6","10,3",Varias,"7,2","1007,0",Varias,"1002,4",00,"19,9","14,0",06:04,"25,8",12:23,87,99,Varias,66,13:47
2018-10-13,0367,GIRONA AEROPUERTO,GIRONA,143,"15,5",20,"2,5","7,8",16:46,"0,1","1006,3",00,"999,6",24,"19,6","17,6",04:00,"21,7",Varias,95,98,Varias,88,11:14
2018-10-14,0367,GIRONA AEROPUERTO,GIRONA,143,"34,4",17,"3,6","16,1",14:38,"0,4","999,6",00,"989,8",24,"20,6","18,3",03:35,"22,9",11:22,93,98,Varias,78,14:38
2018-10-15,0367,GIRONA AEROPUERTO,GIRONA,143,"7,4",15,"2,5","18,6",01:44,"1,2","996,9",Varias,"987,8",02,"17,6","13,2",23:42,"21,9",11:38,90,99,Varias,62,11:43
2018-10-16,0367,GIRONA AEROPUERTO,GIRONA,143,"5,8",03,"2,5","8,3",11:51,"4,1","1002,3",Varias,"996,8",02,"17,0","11,1",04:38,"23,0",11:41,86,100,Varias,61,11:36
2018-10-17,0367,GIRONA AEROPUERTO,GIRONA,143,"3,1",,"3,9",,,"2,9","1001,8",00,"997,6",24,"18,3","15,7",04:07,"20,9",09:36,89,97,Varias,73,10:14
2018-10-18,0367,GIRONA AEROPUERTO,GIRONA,143,"20,5",05,"5,0","10,8",14:09,"0,0","998,5",Varias,"996,3",04,"17,6","15,8",01:05,"19,4",14:30,90,99,Varias,79,21:24
2018-10-19,0367,GIRONA AEROPUERTO,GIRONA,143,"0,9",05,"3,9","10,8",10:39,"0,8","1003,8",Varias,"997,9",00,"19,8","17,3",Varias,"22,3",12:43,77,85,Varias,67,12:49
2018-10-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,1","8,3",Varias,"4,6","1007,9",Varias,"1003,5",03,"18,8","14,1",23:30,"23,5",13:47,76,96,Varias,56,13:49
2018-10-21,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,19,"2,2","6,1",13:22,"9,7","1007,2",00,"1001,3",16,"18,6","11,5",06:08,"25,7",12:50,78,99,Varias,54,13:04
2018-10-22,0367,GIRONA AEROPUERTO,GIRONA,143,"0,1",99,"2,5","7,8",Varias,"9,6","1008,7",Varias,"1001,9",01,"17,2","10,6",23:51,"23,7",12:26,75,99,02:02,51,12:27
2018-10-23,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,6","4,7",Varias,"9,9","1010,5",Varias,"1007,5",24,"16,8","8,6",06:21,"24,9",14:50,72,100,Varias,32,14:52
2018-10-24,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,21,"2,2","6,1",Varias,"9,9","1007,6",00,"1000,8",17,"17,9","7,5",05:12,"28,3",12:56,65,97,Varias,30,12:24
2018-10-25,0367,GIRONA AEROPUERTO,GIRONA,143,"0,1",18,"2,8","9,2",12:02,"9,7","1002,8",Varias,"999,9",16,"16,0","8,5",06:23,"23,5",11:52,83,99,Varias,54,10:06
2018-10-26,0367,GIRONA AEROPUERTO,GIRONA,143,"7,4",20,"1,4","5,0",11:32,"6,4","1000,0",00,"993,5",24,"15,8","9,1",06:40,"22,5",13:34,86,100,Varias,63,13:38
2018-10-27,0367,GIRONA AEROPUERTO,GIRONA,143,"14,4",03,"5,8","11,4",07:36,"0,0","993,5",00,"983,6",Varias,"12,0","7,7",22:00,"16,2",00:00,94,99,Varias,82,21:41
2018-10-28,0367,GIRONA AEROPUERTO,GIRONA,143,"9,5",99,"1,1","5,0",Varias,"1,3","985,4",Varias,"980,8",04,"8,5","5,7",04:41,"11,3",15:39,91,99,Varias,76,16:02
2018-10-29,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",30,"1,7","7,2",12:40,"0,0","983,8",00,"974,4",16,"7,2","4,7",23:08,"9,7",13:42,86,98,Varias,70,14:48
2018-10-30,0367,GIRONA AEROPUERTO,GIRONA,143,"18,8",21,"3,6","11,7",13:38,"8,4","992,6",Varias,"983,5",00,"9,8","3,2",04:52,"16,4",12:36,71,97,Varias,38,12:32
2018-10-31,0367,GIRONA AEROPUERTO,GIRONA,143,"30,4",20,"3,3","14,4",12:37,"0,2","993,4",Varias,"989,3",09,"12,2","8,3",23:53,"16,1",12:16,94,100,Varias,78,12:23
2018-11-01,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,9","6,7",15:39,"8,6","1002,5",Varias,"992,5",03,"12,8","7,5",05:57,"18,2",13:47,80,99,Varias,50,13:31
2018-11-02,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",04,"3,6","11,4",15:11,"5,2","1005,1",Varias,"1001,1",03,"11,6","5,5",06:06,"17,7",14:16,79,98,Varias,52,14:09
2018-11-03,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",05,"1,1","9,2",16:46,"7,9","1005,1",Varias,"1000,1",24,"10,8","2,7",06:29,"19,0",13:17,68,99,Varias,32,13:21
2018-11-04,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",02,"1,7","5,0",17:06,"4,4","1000,1",00,"990,6",08,"15,4","8,4",04:53,"22,5",12:35,75,96,Varias,50,13:17
2018-11-05,0367,GIRONA AEROPUERTO,GIRONA,143,"9,8",19,"3,1","13,9",19:44,"2,6","992,3",00,"987,4",20,"15,5","11,9",06:17,"19,1",10:08,85,98,Varias,62,09:51
2018-11-06,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",23,"1,7","8,9",12:04,"8,7","995,7",Varias,"989,0",00,"11,8","6,3",21:28,"17,4",14:19,76,98,Varias,47,13:59
2018-11-07,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"2,2","7,5",14:00,"2,6","1003,4",24,"994,1",03,"13,6","7,3",22:50,"19,9",12:20,,100,19:50,50,14:50
2018-11-08,0367,GIRONA AEROPUERTO,GIRONA,143,"17,6",99,"3,3","7,8",Varias,"3,6","1005,1",08,"998,2",24,"11,6","6,3",06:02,"17,0",11:14,90,100,Varias,68,11:00
2018-11-09,0367,GIRONA AEROPUERTO,GIRONA,143,"0,4",05,"2,5","8,9",09:46,"2,3","998,7",Varias,"995,1",13,"12,7","6,8",23:58,"18,6",13:32,85,99,Varias,58,13:37
2018-11-10,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,6","15,0",13:27,"7,2","998,3",00,"993,0",13,"12,2","5,0",02:33,"19,4",13:43,79,100,06:26,56,13:46
2018-11-11,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"4,7","14,4",12:06,"8,6","1001,0",Varias,"994,8",00,"16,6","10,2",06:46,"22,9",13:25,79,97,Varias,52,11:20
2018-11-12,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,9","5,0",Varias,"3,1","1006,3",Varias,"1000,5",01,"16,6","12,9",05:42,"20,2",11:18,90,99,00:54,72,12:38
2018-11-13,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",04,"3,6","8,9",11:00,"2,5","1011,2",Varias,"1006,2",00,"16,2","12,0",03:58,"20,3",13:34,90,98,Varias,72,11:00
2018-11-14,0367,GIRONA AEROPUERTO,GIRONA,143,"19,6",13,"1,1","5,8",13:40,"4,4","1010,5",00,"1006,6",24,"17,5","13,4",06:40,"21,6",11:44,86,99,Varias,61,11:53
2018-11-15,0367,GIRONA AEROPUERTO,GIRONA,143,"30,2",30,"3,6","7,2",18:10,"0,1","1006,6",00,"1004,0",15,"15,9","13,5",Varias,"18,3",12:34,94,100,Varias,86,12:32
2018-11-16,0367,GIRONA AEROPUERTO,GIRONA,143,"2,9",30,"1,1","4,2",23:57,"0,6","1007,0",Varias,"1004,8",05,"13,0","10,3",06:17,"15,8",Varias,97,99,Varias,92,16:23
2018-11-17,0367,GIRONA AEROPUERTO,GIRONA,143,"30,3",02,"2,8","7,2",Varias,"0,0","1005,1",00,"999,5",24,"11,8","10,0",23:38,"13,7",13:11,93,98,Varias,84,13:23
2018-11-18,0367,GIRONA AEROPUERTO,GIRONA,143,"19,2",99,"3,1","8,9",Varias,"0,3","999,6",00,"993,5",24,"10,6","8,8",02:53,"12,3",12:13,96,100,09:05,92,12:21
2018-11-19,0367,GIRONA AEROPUERTO,GIRONA,143,"1,1",03,"3,1","8,3",12:30,"2,0","993,5",00,"984,8",18,"10,9","7,9",19:18,"13,9",12:56,86,97,00:00,70,13:49
2018-11-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,8",99,"0,6","6,7",Varias,"1,6","988,3",24,"984,4",03,"10,2","5,8",06:06,"14,6",14:25,90,99,Varias,79,13:27
2018-11-21,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","5,8",Varias,"7,9","999,2",Varias,"988,2",00,"10,4","4,1",05:50,"16,6",14:42,87,99,Varias,63,14:41
2018-11-22,0367,GIRONA AEROPUERTO,GIRONA,143,,99,"1,9","6,1",Varias,"4,1","1001,3",Varias,"998,9",01,"9,6","3,0",04:38,"16,3",13:43,82,100,Varias,64,15:32
2018-11-23,0367,GIRONA AEROPUERTO,GIRONA,143,,,"1,1",,,"0,0","999,9",00,"994,8",15,,,,,,,,,,
2018-11-24,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"2,2","6,7",14:24,"7,5","1000,6",Varias,"995,3",24,"9,6","3,0",05:13,"16,1",13:43,84,99,Varias,59,12:58
2018-11-25,0367,GIRONA AEROPUERTO,GIRONA,143,"0,3",26,"2,5","14,4",09:43,"3,3","995,3",00,"989,3",10,"9,0","1,9",03:25,"16,2",10:23,78,99,Varias,54,10:23
2018-11-26,0367,GIRONA AEROPUERTO,GIRONA,143,"3,2",20,"1,7","5,8",13:56,"3,1","999,2",24,"987,6",07,"9,0","4,5",Varias,"13,5",13:48,86,99,07:00,64,13:58
2018-11-27,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"1,7","5,8",13:35,"8,3","1005,4",Varias,"998,9",03,"7,7","-0,2",06:34,"15,6",13:54,79,100,07:00,46,12:50
2018-11-28,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,8","3,6",Varias,"6,8","1006,5",Varias,"1004,5",14,"9,3","1,2",04:09,"17,4",13:47,79,99,Varias,46,13:28
2018-11-29,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"3,1","11,4",12:33,"5,0","1006,1",00,"1000,5",24,"8,4","1,6",06:25,"15,1",12:14,86,99,Varias,60,12:12
2018-11-30,0367,GIRONA AEROPUERTO,GIRONA,143,"4,1",99,"1,9","5,8",Varias,"0,9","1003,7",Varias,"997,5",07,"7,8","3,4",23:21,"12,3",Varias,95,99,Varias,81,08:03
2018-12-01,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",10,"0,8","4,2",11:46,"5,7","1005,7",Varias,"1003,3",04,"8,2","1,2",06:46,"15,1",14:44,87,100,Varias,62,15:00
2018-12-02,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"1,4","6,1",13:07,"7,1","1005,4",Varias,"1001,9",15,"10,0","2,4",01:08,"17,6",14:17,78,99,Varias,46,12:49
2018-12-03,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,8","3,6",13:21,"4,7","1004,9",Varias,"1002,3",17,"10,5","3,2",06:43,"17,8",13:19,84,98,Varias,64,13:27
2018-12-04,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,3","4,2",Varias,"6,1","1008,5",Varias,"1004,7",00,"11,7","4,1",04:03,"19,3",14:23,88,100,Varias,65,14:04
2018-12-05,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,6","3,6",Varias,"7,2","1008,8",Varias,"1006,2",14,"10,6","3,5",06:55,"17,6",13:59,89,100,Varias,72,13:13
2018-12-06,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,99,"1,4","4,2",Varias,"7,6","1010,9",Varias,"1008,0",05,"12,1","5,4",06:44,"18,8",14:12,84,100,Varias,64,12:56
2018-12-07,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",33,"1,4","5,0",16:31,"6,1","1010,5",00,"1005,1",14,"9,9","3,2",06:33,"16,6",13:18,85,100,Varias,66,14:06
2018-12-08,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,8","4,2",Varias,"7,1","1011,0",Varias,"1007,1",00,"9,8","3,8",23:04,"15,9",13:15,82,99,Varias,62,12:13
2018-12-09,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",13,"1,1","5,0",15:45,"8,4","1011,6",Varias,"1005,5",14,"10,1","1,5",07:01,"18,7",14:00,78,99,Varias,50,13:55
2018-12-10,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",32,"0,8","5,8",04:57,"3,5","1013,5",Varias,"1009,8",24,"9,2","3,2",23:51,"15,3",14:03,81,99,Varias,53,13:58
2018-12-11,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,4","6,7",Varias,"8,1","1009,8",00,"1003,1",16,"7,4","0,8",06:26,"13,9",13:36,89,99,Varias,67,11:43
2018-12-12,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",21,"1,4","6,1",12:39,"5,1","1004,3",Varias,"998,0",24,"8,8","2,9",02:50,"14,6",13:21,87,99,Varias,69,11:26
2018-12-13,0367,GIRONA AEROPUERTO,GIRONA,143,"8,0",02,"2,5","11,7",21:22,"0,1","998,0",00,"987,8",14,"9,1","7,5",Varias,"10,7",11:16,95,98,Varias,84,11:20
2018-12-14,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",02,"2,5","12,5",01:53,"5,3","1003,7",Varias,"991,9",00,"8,0","2,7",23:40,"13,3",13:58,83,99,Varias,64,13:29
2018-12-15,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",32,"1,1","4,2",18:00,"3,2","1006,2",Varias,"1001,6",24,"7,4","1,9",01:09,"13,0",13:45,86,99,Varias,72,12:38
2018-12-16,0367,GIRONA AEROPUERTO,GIRONA,143,"2,5",99,"1,7","9,2",Varias,"0,1","1002,7",Varias,"997,0",17,"8,7","5,6",23:38,"11,8",18:47,92,99,Varias,76,18:46
2018-12-17,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",05,"1,4","4,7",Varias,"7,6","1013,3",Varias,"1002,6",00,"8,8","2,4",06:48,"15,1",13:53,86,99,Varias,64,13:21
2018-12-18,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",23,"4,4","15,0",14:23,"5,7","1012,0",00,"1002,6",24,"8,0","2,0",01:33,"14,0",13:01,76,99,Varias,54,11:58
2018-12-19,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",26,"1,9","9,2",12:21,"7,1","1005,8",Varias,"999,0",13,"12,4","6,1",Varias,"18,6",12:54,67,91,Varias,35,13:18
2018-12-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,6","3,6",Varias,"6,6","1012,6",Varias,"1005,6",00,"8,6","1,4",Varias,"15,8",15:14,80,98,Varias,53,15:13
2018-12-21,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,2","6,1",Varias,"7,1","1012,2",Varias,"1009,9",13,"7,8","-0,4",06:55,"16,1",12:08,78,99,Varias,49,12:05
2018-12-22,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",14,"0,3","4,7",14:58,"8,1","1014,1",Varias,"1011,4",04,"11,8","3,3",06:07,"20,2",13:58,78,98,Varias,50,13:54
2018-12-23,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,7","4,2",Varias,"8,0","1014,1",Varias,"1010,7",15,"11,0","3,3",06:55,"18,7",14:28,85,99,Varias,58,13:24
2018-12-24,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,6","3,6",Varias,"8,1","1011,5",Varias,"1008,8",13,"10,5","2,6",07:06,"18,4",Varias,82,100,Varias,56,12:09
2018-12-25,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,7","6,1",10:19,"8,2","1014,5",Varias,"1011,2",01,"9,6","3,5",21:20,"15,8",14:05,81,99,Varias,56,14:39
2018-12-26,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"1,1","7,2",13:47,"5,4","1014,9",Varias,"1011,8",24,"9,8","3,9",23:41,"15,8",13:01,83,98,Varias,61,13:02
2018-12-27,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,8","3,1",Varias,"7,6","1012,2",Varias,"1009,9",13,"7,9","0,8",05:16,"15,0",14:08,86,100,Varias,62,14:13
2018-12-28,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"0,8","4,7",Varias,"2,8","1012,8",Varias,"1010,6",05,"7,6","2,0",00:00,"13,3",13:18,89,100,Varias,76,12:53
2018-12-29,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",14,"0,8","4,2",16:06,"8,3","1013,7",21,"1011,5",13,"7,3","-1,2",07:15,"15,8",14:47,86,100,Varias,53,15:05
2018-12-30,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",03,"2,2","9,7",18:18,"8,4","1013,6",08,"1009,9",14,"8,2","-2,2",07:13,"18,6",14:40,63,100,Varias,27,19:12
2018-12-31,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,2","6,1",Varias,"8,5","1013,3",Varias,"1010,2",14,"12,2","3,7",07:37,"20,7",14:30,51,85,23:09,27,02:26
