fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2022-01-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,4","0,0","2,1",08:20,"14,6",16:00,10,"0,3","3,6",23:10,82,99,08:30,62,13:40
2022-01-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,1","0,0","4,6",06:00,"13,6",13:00,26,"1,7","4,7",13:00,80,95,03:10,62,12:50
2022-01-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,5","0,0","2,9",07:50,"14,1",15:00,11,"0,3","6,7",16:50,85,99,Varias,70,Varias
2022-01-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,2","10,2","5,1",19:50,"15,4",14:10,17,"2,2","12,2",09:50,74,92,23:00,55,14:00
2022-01-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,6","1,4","-0,8",23:50,"5,9",14:00,30,"1,4","10,0",02:10,85,95,18:00,75,12:10
2022-01-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,2","0,2","-1,6",07:50,"5,9",14:50,33,"1,9","9,2",10:10,59,89,00:40,46,13:30
2022-01-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,7","3,4","1,2",00:50,"8,2",14:40,33,"2,2","10,6",11:10,81,97,20:50,67,13:00
2022-01-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,0","17,0","2,2",05:50,"9,7",15:40,25,"1,1","5,3",14:30,78,98,04:10,60,15:40
2022-01-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,4","53,8","4,4",01:40,"10,4",23:59,32,"0,6","13,6",14:30,97,99,Varias,85,14:30
2022-01-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,0","0,4","8,4",23:00,"11,6",12:20,34,"5,0","14,2",14:10,87,99,00:00,80,13:00
2022-01-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,5","0,0","1,3",22:50,"11,7",14:40,32,"1,9","7,8",01:40,76,92,03:40,55,14:50
2022-01-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,7","0,0","-0,8",23:00,"10,2",14:40,32,"1,7","8,3",13:40,58,90,Varias,38,13:40
2022-01-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,9","0,0","-2,4",04:50,"10,2",15:40,10,"1,9","7,5",07:20,70,87,04:40,54,Varias
2022-01-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,8","0,0","-3,5",08:20,"9,1",15:00,12,"1,1","5,8",01:40,71,91,03:10,47,14:00
2022-01-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,3","0,0","-4,5",07:40,"9,1",15:20,25,"0,6","3,1",15:40,76,91,04:20,48,15:00
2022-01-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,4","0,0","-4,7",07:30,"9,4",16:00,30,"1,1","5,3",16:00,76,93,08:40,46,16:00
2022-01-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,0","0,0","-2,0",07:20,"9,9",15:30,25,"1,4","4,4",13:50,71,91,07:50,44,15:10
2022-01-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,2","0,0","-3,9",07:50,"10,4",15:00,28,"0,3","2,8",15:20,73,95,22:30,51,14:30
2022-01-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,6","0,0","-1,6",03:20,"8,8",14:20,34,"1,7","8,1",16:50,81,96,02:30,64,14:10
2022-01-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,2","1,2","2,7",01:50,"9,7",15:30,35,"1,7","8,9",16:00,83,97,Varias,71,18:30
2022-01-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,2","0,0","-3,7",23:59,"4,1",12:30,04,"4,2","15,6",05:30,65,88,Varias,55,13:20
