fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2017-01-01,3260B,TOLEDO,TOLEDO,513,"-0,4","0,0","-2,9",05:00,"2,1",15:00,09,"1,9","5,6",22:50,"0,0","968,9",00,"961,9",24,95,100,Varias,87,15:20
2017-01-02,3260B,TOLEDO,TOLEDO,513,"3,0","0,0","-0,9",02:00,"6,9",15:40,09,"3,1","6,7",02:00,"2,0","963,1",23,"960,2",05,86,100,Varias,74,Varias
2017-01-03,3260B,TOLEDO,TOLEDO,513,"8,4","0,0","2,0",08:00,"14,8",13:50,12,"0,8","4,7",09:20,"4,4","966,5",23,"962,6",01,71,97,Varias,49,14:10
2017-01-04,3260B,TOLEDO,TOLEDO,513,"8,2","0,0","2,5",08:30,"13,8",13:50,25,"2,2","8,9",14:30,"3,4","967,6",Varias,"964,6",15,89,98,Varias,72,14:20
2017-01-05,3260B,TOLEDO,TOLEDO,513,"8,8","0,0","4,1",23:59,"13,4",16:00,99,"1,4","3,9",11:50,"6,7","965,6",Varias,"963,6",15,84,100,Varias,62,14:50
2017-01-06,3260B,TOLEDO,TOLEDO,513,"6,2","0,0","-0,4",07:50,"12,9",16:30,11,"1,4","4,7",09:30,"7,1","968,3",23,"965,2",01,80,100,Varias,48,15:50
2017-01-07,3260B,TOLEDO,TOLEDO,513,"4,0","0,0","-1,6",06:40,"9,6",16:00,12,"1,7","5,3",12:10,"3,3","970,1",11,"967,3",16,92,100,Varias,69,16:00
2017-01-08,3260B,TOLEDO,TOLEDO,513,"4,4","0,0","-4,2",08:00,"13,0",16:10,12,"1,1","3,9",10:00,"8,8","969,5",10,"965,5",16,72,100,02:20,34,16:20
2017-01-09,3260B,TOLEDO,TOLEDO,513,"6,2","0,0","-2,0",07:50,"14,4",16:00,14,"1,4","5,0",13:20,"8,9","967,3",10,"963,2",23,63,96,08:10,34,Varias
2017-01-10,3260B,TOLEDO,TOLEDO,513,"7,8","0,0","2,0",03:00,"13,5",14:50,30,"2,5","13,9",14:50,"3,8","963,4",00,"956,6",15,62,88,04:20,49,13:40
2017-01-11,3260B,TOLEDO,TOLEDO,513,"13,4","0,0","7,5",06:40,"19,2",14:50,35,"1,4","12,5",01:20,"7,6","966,2",23,"958,3",01,62,83,22:00,43,14:40
2017-01-12,3260B,TOLEDO,TOLEDO,513,"9,0","0,0","2,0",07:00,"15,9",15:40,28,"3,6","11,1",14:30,"7,7","966,0",00,"960,9",21,79,99,08:00,62,13:20
2017-01-13,3260B,TOLEDO,TOLEDO,513,"7,6","0,0","3,4",07:00,"11,9",14:40,36,"3,6","14,4",10:00,"9,0","964,7",24,"960,1",05,62,100,07:50,34,Varias
