fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,presMax,horaPresMax,presMin,horaPresMin
2022-05-21,3260B,TOLEDO,TOLEDO,513,"27,8","0,0","19,4",05:50,"36,3",16:00,16,"4,7","22,8",18:30,"10,7",29,52,Varias,15,17:20,"960,2",Varias,"953,9",24
2022-05-22,3260B,TOLEDO,TOLEDO,513,"23,2","0,0","17,3",23:59,"29,1",14:00,26,"5,3","14,7",16:20,"7,5",43,71,23:59,29,13:00,"955,1",Varias,"952,3",15
2022-05-23,3260B,TOLEDO,TOLEDO,513,"21,5","0,0","14,6",05:00,"28,4",16:20,28,"5,3","14,7",14:30,"12,8",43,86,Varias,18,16:20,"954,1",00,"950,0",17
2022-05-24,3260B,TOLEDO,TOLEDO,513,"18,6","0,0","12,9",23:59,"24,2",14:50,35,"4,7","13,9",15:40,"8,3",39,66,05:40,25,18:00,"956,5",24,"950,0",12
2022-05-25,3260B,TOLEDO,TOLEDO,513,"16,3","0,0","7,7",05:30,"24,9",16:50,02,"2,2","10,3",13:20,"13,6",37,76,05:20,20,16:10,"963,2",24,"956,5",00
2022-05-26,3260B,TOLEDO,TOLEDO,513,"19,0","0,0","9,8",05:20,"28,1",16:00,10,"2,8","8,6",00:40,"13,6",31,61,05:10,20,Varias,"964,4",08,"960,1",17
2022-05-27,3260B,TOLEDO,TOLEDO,513,"23,4","0,0","13,9",05:20,"32,8",15:40,14,"2,2","7,2",15:00,"13,7",28,58,05:50,16,13:10,"961,6",00,"956,2",18
2022-05-28,3260B,TOLEDO,TOLEDO,513,"25,2","0,0","15,3",06:00,"35,1",16:30,25,"3,3","8,3",18:10,"13,3",27,63,05:30,12,17:30,"957,0",00,"950,1",18
2022-05-29,3260B,TOLEDO,TOLEDO,513,"25,0","0,0","17,9",06:00,"32,1",14:20,29,"4,2","12,2",14:30,"12,9",27,43,23:59,17,17:40,"950,4",00,"945,5",17
2022-05-30,3260B,TOLEDO,TOLEDO,513,"20,0","0,0","15,1",06:00,"24,8",16:00,28,"5,3","11,4",09:10,"10,0",48,72,05:40,37,Varias,"953,6",24,"948,5",00
2022-05-31,3260B,TOLEDO,TOLEDO,513,"23,3","0,0","13,8",05:40,"32,8",16:20,26,"2,8","10,3",14:00,"13,6",31,68,05:30,14,15:50,"954,6",Varias,"951,1",17
2022-06-01,3260B,TOLEDO,TOLEDO,513,"23,4","0,0","16,6",05:50,"30,3",14:30,24,"3,6","12,5",13:30,"11,8",35,59,Varias,24,13:10,"956,2",Varias,"952,8",17
2022-06-02,3260B,TOLEDO,TOLEDO,513,"23,0","0,0","16,5",05:50,"29,5",14:00,26,"3,1","9,7",13:40,"8,6",40,70,Varias,26,14:50,"955,1",Varias,"952,5",18
2022-06-03,3260B,TOLEDO,TOLEDO,513,"23,0","0,0","17,0",05:00,"29,1",15:40,99,"4,4","10,3",Varias,"12,1",36,64,05:20,24,13:30,"954,9",Varias,"952,8",17
2022-06-04,3260B,TOLEDO,TOLEDO,513,"21,4","0,0","14,7",05:20,"28,1",14:50,34,"5,6","12,2",13:40,"11,9",38,63,06:00,25,12:50,"959,3",Varias,"954,3",02
2022-06-05,3260B,TOLEDO,TOLEDO,513,"22,6","0,0","14,4",05:40,"30,9",16:30,25,"2,8","8,9",11:40,"13,7",37,70,05:10,22,Varias,"961,5",Varias,"958,2",18
2022-06-06,3260B,TOLEDO,TOLEDO,513,"24,3","0,0","16,3",05:40,"32,3",16:10,25,"3,9","10,8",14:50,"12,3",30,58,05:30,16,17:20,"960,3",08,"957,6",17
2022-06-07,3260B,TOLEDO,TOLEDO,513,"25,2","0,0","16,2",04:40,"34,3",15:00,30,"3,9","11,4",16:00,"13,5",32,57,04:30,22,Varias,"960,0",07,"955,0",Varias
2022-06-08,3260B,TOLEDO,TOLEDO,513,"25,8","0,0","19,8",05:20,"31,8",14:10,34,"5,6","11,4",16:30,"11,1",38,58,05:50,28,13:30,"958,7",24,"955,2",00
2022-06-09,3260B,TOLEDO,TOLEDO,513,"26,7","0,0","18,4",05:00,"35,0",17:40,36,"2,5","9,2",00:50,"13,7",34,67,05:00,22,Varias,"960,0",Varias,"956,4",Varias
2022-06-10,3260B,TOLEDO,TOLEDO,513,"28,4","0,0","18,8",05:30,"38,1",17:00,08,"2,5","7,8",00:50,"13,5",27,47,06:00,17,Varias,"960,6",07,"955,8",17
2022-06-11,3260B,TOLEDO,TOLEDO,513,"30,4","0,0","21,1",05:00,"39,6",15:30,09,"4,7","10,6",04:30,"12,0",31,56,04:30,16,19:40,"959,6",08,"955,8",Varias
2022-06-12,3260B,TOLEDO,TOLEDO,513,"30,6","0,0","21,6",06:00,"39,5",17:00,10,"3,6","11,7",00:50,"12,0",23,37,05:50,14,Varias,"960,2",09,"955,5",Varias
2022-06-13,3260B,TOLEDO,TOLEDO,513,"30,7","0,0","20,7",05:50,"40,7",15:00,99,"1,9","8,3",00:10,"12,1",17,29,05:50,11,Varias,"958,9",08,"953,9",17
2022-06-14,3260B,TOLEDO,TOLEDO,513,"31,8","0,0","22,4",05:00,"41,1",15:30,26,"2,8","11,7",16:10,"11,8",20,38,06:10,10,16:30,"956,4",Varias,"953,5",Varias
2022-06-15,3260B,TOLEDO,TOLEDO,513,"32,3","0,0","23,6",05:30,"41,0",15:50,13,"3,1","11,7",15:10,"11,3",19,38,04:30,11,16:10,"958,3",24,"953,5",17
2022-06-16,3260B,TOLEDO,TOLEDO,513,"32,6","0,0","24,8",05:00,"40,4",15:00,18,"4,4","21,4",16:50,"7,8",27,45,04:30,13,15:00,"960,2",21,"955,6",16
2022-06-17,3260B,TOLEDO,TOLEDO,513,"32,0","0,0","22,3",05:30,"41,8",14:50,18,"5,6","22,8",16:30,"9,2",25,54,05:00,10,14:40,"960,1",06,"955,9",16
2022-06-18,3260B,TOLEDO,TOLEDO,513,"32,2","0,0","23,9",23:59,"40,5",12:30,29,"3,9","12,5",23:30,"12,0",21,33,23:59,13,12:30,"957,0",00,"948,5",19
2022-06-19,3260B,TOLEDO,TOLEDO,513,"23,2","0,0","17,1",05:40,"29,4",16:10,26,"5,0","12,5",14:40,"13,1",42,68,05:30,25,13:10,"953,4",07,"950,1",17
2022-06-20,3260B,TOLEDO,TOLEDO,513,"23,0","0,0","17,3",05:00,"28,6",12:40,28,"5,0","13,1",16:20,"11,9",35,60,05:00,14,19:10,"954,1",Varias,"950,9",04
2022-06-21,3260B,TOLEDO,TOLEDO,513,"22,2","0,0","14,0",05:40,"30,5",16:00,28,"3,9","14,2",22:20,"13,0",28,58,Varias,14,14:20,"954,2",Varias,"948,0",17
2022-06-22,3260B,TOLEDO,TOLEDO,513,"19,8","3,0","14,6",05:20,"25,0",14:40,26,"5,6","11,1",12:40,"8,8",43,62,Varias,31,14:30,"954,1",Varias,"951,9",00
2022-06-23,3260B,TOLEDO,TOLEDO,513,"19,6","0,0","14,7",03:00,"24,5",18:00,28,"4,2","10,3",15:10,"5,3",55,92,03:30,38,17:50,"957,9",23,"953,6",01
2022-06-24,3260B,TOLEDO,TOLEDO,513,"20,8","0,0","12,9",05:30,"28,8",16:20,28,"3,9","11,4",14:20,"13,5",42,83,05:20,25,18:20,"957,8",08,"953,6",18
2022-06-25,3260B,TOLEDO,TOLEDO,513,"22,4","0,0","15,7",06:00,"29,0",15:30,28,"4,2","12,8",16:30,"13,1",40,65,05:30,28,15:10,"954,4",00,"950,7",17
2022-06-26,3260B,TOLEDO,TOLEDO,513,"22,4","0,0","15,2",06:00,"29,6",16:30,28,"3,6","11,4",14:30,"12,9",25,46,05:50,7,15:50,"952,9",23,"950,1",17
2022-06-27,3260B,TOLEDO,TOLEDO,513,"22,5","0,0","14,6",05:50,"30,4",16:20,29,"2,2","8,9",17:10,"13,8",24,40,06:00,16,Varias,"958,7",24,"952,6",00
2022-06-28,3260B,TOLEDO,TOLEDO,513,"24,6","0,0","15,0",05:00,"34,3",16:40,28,"3,9","8,9",16:50,"13,7",26,58,05:10,13,13:20,"959,6",07,"954,8",Varias
2022-06-29,3260B,TOLEDO,TOLEDO,513,"26,5","0,0","18,8",05:30,"34,2",14:20,26,"3,9","12,8",12:30,"13,5",19,36,06:10,7,17:40,"955,9",00,"950,6",18
2022-06-30,3260B,TOLEDO,TOLEDO,513,"24,2","0,0","17,2",05:20,"31,3",15:10,29,"3,3","9,2",13:10,"12,8",26,46,05:10,15,14:30,"955,3",24,"952,0",17
2022-07-01,3260B,TOLEDO,TOLEDO,513,"25,2","0,0","15,1",05:20,"35,4",17:30,11,"3,1","10,8",21:30,"13,6",29,55,23:59,18,Varias,"957,5",08,"952,8",18
2022-07-02,3260B,TOLEDO,TOLEDO,513,"29,2","0,0","20,7",05:40,"37,7",16:00,12,"3,9","12,8",00:20,"13,0",35,75,04:50,17,13:30,"957,8",08,"954,6",Varias
2022-07-03,3260B,TOLEDO,TOLEDO,513,"30,0","0,0","23,4",05:40,"36,7",15:10,26,"4,4","13,3",16:40,"13,2",34,58,05:30,19,Varias,"958,6",08,"954,7",17
2022-07-04,3260B,TOLEDO,TOLEDO,513,"29,4","0,0","21,6",05:00,"37,1",17:30,26,"2,2","9,2",14:30,"13,7",24,45,Varias,12,16:40,"958,4",08,"954,8",19
2022-07-05,3260B,TOLEDO,TOLEDO,513,"28,8","0,0","18,7",05:30,"38,9",16:10,27,"3,6","11,9",13:10,"13,6",18,40,05:00,8,14:50,"957,9",07,"953,5",18
2022-07-06,3260B,TOLEDO,TOLEDO,513,"28,4","0,0","20,6",06:00,"36,2",15:20,06,"4,7","14,4",15:50,"12,6",31,49,23:59,17,00:00,"962,6",23,"956,2",00
2022-07-07,3260B,TOLEDO,TOLEDO,513,"26,4","0,0","18,3",05:30,"34,5",16:40,07,"3,6","10,0",00:20,"13,7",26,59,Varias,11,15:00,"964,7",08,"961,1",18
2022-07-08,3260B,TOLEDO,TOLEDO,513,"27,6","0,0","18,1",05:50,"37,2",15:50,02,"2,2","8,6",15:00,"13,7",25,51,05:50,11,17:00,"964,7",07,"959,9",Varias
2022-07-09,3260B,TOLEDO,TOLEDO,513,"30,8","0,0","21,9",05:50,"39,6",16:50,09,"2,8","8,3",07:30,"13,6",23,49,Varias,9,Varias,"962,7",08,"957,7",18
2022-07-10,3260B,TOLEDO,TOLEDO,513,"30,6","0,0","20,9",05:40,"40,4",15:30,27,"2,8","8,9",13:50,"13,6",25,51,06:00,11,Varias,"958,5",Varias,"953,2",18
2022-07-11,3260B,TOLEDO,TOLEDO,513,"32,0","0,0","23,6",05:00,"40,3",15:00,11,"2,8","12,5",17:30,"9,4",23,44,Varias,14,14:30,"955,8",24,"952,6",Varias
2022-07-12,3260B,TOLEDO,TOLEDO,513,"32,0","0,0","23,2",05:40,"40,9",15:20,10,"2,5","10,8",01:40,"12,9",19,35,Varias,12,Varias,"959,9",10,"955,6",01
2022-07-13,3260B,TOLEDO,TOLEDO,513,"32,8","0,0","23,2",06:00,"42,5",16:10,05,"2,8","7,8",01:30,"12,6",19,36,06:00,10,14:30,"961,3",Varias,"957,8",17
2022-07-14,3260B,TOLEDO,TOLEDO,513,"33,1","0,0","23,8",04:30,"42,4",16:30,10,"2,2","10,8",23:40,"12,9",17,33,04:10,9,Varias,"960,5",07,"954,8",19
2022-07-15,3260B,TOLEDO,TOLEDO,513,"33,0","0,0","23,7",06:00,"42,2",15:30,10,"3,1","10,3",02:00,"13,0",21,38,05:50,11,Varias,"957,3",07,"953,4",18
2022-07-16,3260B,TOLEDO,TOLEDO,513,"32,8","0,0","24,1",06:00,"41,5",15:00,11,"4,2","9,7",16:30,"13,3",18,36,Varias,8,18:10,"957,8",09,"954,7",17
2022-07-17,3260B,TOLEDO,TOLEDO,513,"33,0","0,0","25,1",05:50,"40,8",14:40,16,"3,6","11,7",15:40,"13,2",17,30,05:40,9,18:40,"959,1",08,"955,6",17
2022-07-18,3260B,TOLEDO,TOLEDO,513,"32,4","0,0","22,9",05:50,"41,9",16:40,99,"2,8","11,1",Varias,"12,7",21,38,05:40,12,Varias,"958,6",08,"953,3",18
2022-07-19,3260B,TOLEDO,TOLEDO,513,"28,8","0,0","22,1",06:00,"35,5",16:10,99,"5,0","10,8",Varias,"13,5",28,48,05:50,14,19:00,"959,0",07,"955,8",17
2022-07-20,3260B,TOLEDO,TOLEDO,513,"29,5","0,0","19,9",06:00,"39,1",16:10,13,"1,9","7,2",10:40,"13,4",18,41,05:30,6,Varias,"959,7",08,"956,3",18
2022-07-21,3260B,TOLEDO,TOLEDO,513,"32,0","0,0","23,4",06:00,"40,5",16:40,11,"3,6","10,3",01:50,"13,3",28,56,06:00,13,Varias,"959,4",08,"954,7",18
2022-07-22,3260B,TOLEDO,TOLEDO,513,"31,8","0,0","23,4",06:00,"40,3",15:50,29,"3,1","10,3",14:50,"13,3",21,34,06:20,11,15:30,"958,0",08,"954,9",17
2022-07-23,3260B,TOLEDO,TOLEDO,513,"31,0","0,0","21,0",06:00,"40,9",16:00,26,"3,6","13,1",12:30,"13,6",15,32,05:50,5,16:10,"958,6",08,"955,5",17
2022-07-24,3260B,TOLEDO,TOLEDO,513,"32,3","0,0","24,4",06:00,"40,2",15:00,29,"4,2","13,6",14:40,"12,3",14,24,07:30,7,14:20,"959,0",Varias,"956,4",Varias
2022-07-25,3260B,TOLEDO,TOLEDO,513,"31,6","0,0","24,4",06:00,"38,9",16:00,28,"4,4","13,9",14:30,"13,2",12,27,06:20,3,15:20,"958,6",08,"955,6",17
2022-07-26,3260B,TOLEDO,TOLEDO,513,"30,1","0,0","22,1",06:10,"38,1",16:00,36,"3,6","10,0",15:40,"13,5",22,41,06:00,11,15:20,"957,7",00,"952,6",18
2022-07-27,3260B,TOLEDO,TOLEDO,513,"29,2","0,0","21,4",06:00,"37,1",14:20,29,"3,3","11,1",15:20,,28,50,05:10,15,16:50,"954,9",08,"950,6",17
2022-07-28,3260B,TOLEDO,TOLEDO,513,"30,2","0,0","23,2",06:00,"37,3",15:50,32,"5,0","11,7",15:10,"13,3",22,37,06:10,15,13:00,"953,9",08,"950,7",17
2022-07-29,3260B,TOLEDO,TOLEDO,513,"30,5","0,0","22,2",04:50,"38,8",16:20,27,"3,3","11,1",14:10,"12,9",23,39,04:30,13,Varias,"955,9",24,"953,3",17
2022-07-30,3260B,TOLEDO,TOLEDO,513,"31,3","0,0","23,1",03:40,"39,5",15:50,19,"4,4","22,8",15:50,"9,5",38,72,04:50,12,16:10,"958,1",08,"953,7",17
2022-07-31,3260B,TOLEDO,TOLEDO,513,"31,2","0,0","23,1",06:00,"39,4",17:10,12,"3,1","10,6",01:10,"13,2",38,78,05:10,18,Varias,"958,5",09,"954,6",18
2022-08-01,3260B,TOLEDO,TOLEDO,513,"32,5","0,0","24,6",05:50,"40,4",15:00,12,"3,3","8,6",12:20,"12,2",31,65,06:20,15,Varias,"957,7",09,"953,9",Varias
2022-08-02,3260B,TOLEDO,TOLEDO,513,"32,1","0,0","24,4",06:00,"39,8",14:10,19,"2,8","19,4",19:00,"9,2",35,62,04:30,18,Varias,"956,8",08,"952,3",18
2022-08-03,3260B,TOLEDO,TOLEDO,513,"32,2","0,0","24,0",06:00,"40,4",15:50,22,"3,6","10,3",15:50,"13,3",25,48,Varias,8,Varias,"954,9",08,"950,9",Varias
2022-08-04,3260B,TOLEDO,TOLEDO,513,"30,6","0,0","20,7",06:00,"40,6",16:20,99,"2,2","9,4",Varias,"12,9",24,47,06:00,13,Varias,"955,0",08,"950,8",Varias
2022-08-05,3260B,TOLEDO,TOLEDO,513,"30,8","0,0","22,0",05:50,"39,6",16:40,26,"2,2","8,9",16:20,"13,0",24,45,05:50,12,Varias,"956,5",09,"952,7",18
2022-08-06,3260B,TOLEDO,TOLEDO,513,"30,8","0,0","22,7",06:00,"38,9",16:10,99,"3,1","7,8",Varias,"12,9",27,52,05:50,16,Varias,"957,7",09,"953,4",18
2022-08-07,3260B,TOLEDO,TOLEDO,513,"30,6","0,0","22,6",06:20,"38,6",15:20,22,"3,1","8,6",14:00,"13,1",21,37,Varias,11,13:50,"956,8",Varias,"952,7",Varias
2022-08-08,3260B,TOLEDO,TOLEDO,513,"30,0","0,0","20,8",05:00,"39,2",16:00,36,"2,2","7,2",16:10,"13,2",17,36,08:20,13,Varias,"956,8",08,"953,3",17
2022-08-09,3260B,TOLEDO,TOLEDO,513,"30,6","0,0","21,4",06:00,"39,9",15:40,30,"1,9","12,2",18:50,"10,6",24,45,05:40,14,Varias,"957,9",08,"953,4",18
2022-08-10,3260B,TOLEDO,TOLEDO,513,"31,6","0,0","24,6",06:30,"38,7",16:20,09,"3,6","9,2",06:10,"9,8",30,47,Varias,18,Varias,"957,2",08,"951,4",18
2022-08-11,3260B,TOLEDO,TOLEDO,513,"32,0","0,0","25,0",06:00,"39,0",16:30,10,"1,7","6,7",13:50,"11,8",34,59,06:00,18,18:00,"956,7",07,"952,8",18
2022-08-12,3260B,TOLEDO,TOLEDO,513,"31,6","0,0","23,7",05:40,"39,5",14:50,30,"3,1","8,9",17:20,"12,3",24,39,06:40,17,17:20,"957,0",08,"953,0",18
2022-08-13,3260B,TOLEDO,TOLEDO,513,"27,6","0,0","23,8",23:59,"31,3",07:10,19,"4,4","20,6",08:20,"1,4",40,57,13:00,27,08:00,"958,3",13,"953,1",19
2022-08-14,3260B,TOLEDO,TOLEDO,513,"26,7","0,0","19,7",06:00,"33,7",15:40,29,"4,4","11,7",14:20,"13,1",27,50,01:40,10,17:40,"954,2",00,"949,8",18
2022-08-15,3260B,TOLEDO,TOLEDO,513,"26,0","0,0","18,9",04:30,"33,1",15:40,26,"3,3","11,1",14:00,"13,1",27,49,06:00,15,14:40,"952,1",09,"948,4",18
2022-08-16,3260B,TOLEDO,TOLEDO,513,"24,4","0,0","18,4",06:10,"30,5",13:40,28,"5,6","14,2",13:50,"12,1",30,42,04:40,24,Varias,"952,4",23,"949,4",16
2022-08-17,3260B,TOLEDO,TOLEDO,513,"23,4","0,0","16,5",04:50,"30,3",16:00,32,"3,9","10,3",12:30,"11,2",36,60,04:40,21,17:00,"955,4",24,"951,4",Varias
2022-08-18,3260B,TOLEDO,TOLEDO,513,"23,0","0,0","15,0",06:00,"31,0",16:00,30,"2,5","8,3",14:00,"13,1",33,66,06:00,17,17:10,"959,5",24,"955,4",00
2022-08-19,3260B,TOLEDO,TOLEDO,513,"25,0","0,0","16,2",06:10,"33,8",17:00,17,"1,7","6,4",12:10,"13,1",28,58,06:00,13,16:50,"961,5",Varias,"957,4",18
2022-08-20,3260B,TOLEDO,TOLEDO,513,"26,2","0,0","15,4",06:00,"36,9",17:00,28,"2,2","9,7",15:20,"13,1",24,53,07:10,10,17:00,"960,5",09,"956,4",18
2022-08-21,3260B,TOLEDO,TOLEDO,513,"29,8","0,0","21,1",06:00,"38,4",14:50,31,"3,6","11,4",15:00,"13,0",18,32,06:30,7,15:00,"958,3",Varias,"953,8",18
2022-08-22,3260B,TOLEDO,TOLEDO,513,"29,2","0,0","21,0",06:00,"37,5",15:50,07,"2,8","8,9",23:00,"13,0",27,43,06:10,18,15:00,"956,7",08,"952,1",18
2022-08-23,3260B,TOLEDO,TOLEDO,513,"30,5","0,0","21,4",06:00,"39,6",16:40,08,"2,8","8,6",01:10,"12,6",32,55,05:40,17,16:30,"955,4",09,"951,4",Varias
2022-08-24,3260B,TOLEDO,TOLEDO,513,"30,4","0,0","21,8",06:00,"39,1",14:40,29,"2,2","7,5",14:20,"10,7",24,37,05:50,14,16:00,"955,2",09,"951,8",Varias
2022-08-25,3260B,TOLEDO,TOLEDO,513,"29,6","0,0","22,4",06:00,"36,9",15:50,08,"2,8","11,4",20:50,"11,8",31,46,Varias,17,15:50,"956,2",24,"952,9",17
2022-08-26,3260B,TOLEDO,TOLEDO,513,"28,5","0,2","20,4",05:00,"36,6",15:50,12,"3,9","14,4",19:40,"10,6",39,60,Varias,22,Varias,"956,3",07,"950,6",16
2022-08-27,3260B,TOLEDO,TOLEDO,513,"26,6","0,0","18,2",05:50,"35,1",16:20,15,"3,1","10,0",23:59,"12,2",39,74,05:20,22,Varias,"954,0",00,"949,5",18
2022-08-28,3260B,TOLEDO,TOLEDO,513,"29,2","0,0","21,6",06:00,"36,9",15:30,17,"4,2","10,8",00:20,"11,1",37,71,05:30,19,14:50,"953,9",24,"950,1",18
2022-08-29,3260B,TOLEDO,TOLEDO,513,"29,8","0,0","24,2",02:50,"35,4",14:50,26,"3,9","14,2",14:30,"11,5",35,54,05:10,24,15:30,"956,9",24,"952,9",01
2022-08-30,3260B,TOLEDO,TOLEDO,513,"29,8","0,0","22,8",05:50,"36,7",15:00,26,"3,9","13,3",18:10,"10,8",24,46,00:40,9,17:30,"959,3",09,"955,4",16
2022-08-31,3260B,TOLEDO,TOLEDO,513,"27,1","0,0","20,7",06:00,"33,5",14:50,28,"4,2","10,6",15:30,"12,4",28,46,05:30,14,15:30,"959,3",Varias,"955,4",18
2022-09-01,3260B,TOLEDO,TOLEDO,513,"25,8","0,0","17,5",06:00,"34,1",14:10,29,"2,5","10,0",15:00,"11,1",25,37,07:20,16,Varias,"956,8",00,"953,1",Varias
2022-09-02,3260B,TOLEDO,TOLEDO,513,"24,7","0,0","17,7",06:00,"31,7",15:00,26,"4,2","11,1",15:10,"11,4",32,58,05:50,14,12:40,"955,5",09,"952,3",Varias
2022-09-03,3260B,TOLEDO,TOLEDO,513,"23,5","0,0","17,1",05:00,"29,9",16:00,28,"3,1","10,0",14:40,"12,2",38,58,04:50,26,15:10,"955,6",24,"952,5",16
2022-09-04,3260B,TOLEDO,TOLEDO,513,"23,8","0,0","16,4",06:00,"31,1",14:50,32,"3,1","11,7",13:50,"12,4",29,50,05:30,15,15:40,"959,5",24,"955,6",00
2022-09-05,3260B,TOLEDO,TOLEDO,513,"24,0","0,0","17,1",05:50,"30,9",16:00,33,"3,3","10,8",14:30,"12,3",33,56,23:50,24,15:40,"961,1",08,"958,6",17
2022-09-06,3260B,TOLEDO,TOLEDO,513,"24,0","0,0","17,5",06:00,"30,5",14:50,99,"3,9","10,0",Varias,"12,2",43,62,06:00,32,Varias,"961,1",10,"957,3",Varias
2022-09-07,3260B,TOLEDO,TOLEDO,513,"22,8","0,0","16,5",05:00,"29,2",15:40,27,"4,4","11,4",16:00,"9,9",34,53,06:10,19,15:30,"958,6",10,"955,7",Varias
2022-09-08,3260B,TOLEDO,TOLEDO,513,"24,3","0,0","18,5",06:50,"30,1",15:10,27,"4,7","13,1",15:40,"10,5",45,62,23:40,37,Varias,"958,4",24,"955,7",17
2022-09-09,3260B,TOLEDO,TOLEDO,513,"26,2","0,0","19,2",06:00,"33,3",16:30,29,"2,5","8,1",13:40,"12,3",44,79,06:10,22,17:40,"959,8",10,"956,6",17
2022-09-10,3260B,TOLEDO,TOLEDO,513,"27,4","0,0","18,2",06:30,"36,5",14:30,28,"2,8","9,2",16:00,"12,2",31,54,06:20,21,Varias,"959,4",Varias,"955,2",17
2022-09-11,3260B,TOLEDO,TOLEDO,513,"28,4","0,0","18,8",06:20,"38,1",15:50,28,"0,8","13,6",15:40,"11,5",28,54,06:00,14,Varias,"956,7",Varias,"951,3",18
2022-09-12,3260B,TOLEDO,TOLEDO,513,"27,4","10,0","23,8",07:00,"31,1",10:40,24,"5,0","18,3",16:50,"2,8",37,51,14:40,24,00:50,"953,2",14,"949,6",18
2022-09-13,3260B,TOLEDO,TOLEDO,513,"22,3","1,2","16,7",23:59,"27,9",14:40,20,"5,6","23,9",00:20,"8,3",63,93,05:20,33,00:00,"952,3",22,"948,5",17
2022-09-14,3260B,TOLEDO,TOLEDO,513,"20,8","0,0","15,4",06:00,"26,3",16:00,26,"2,5","8,9",09:40,"6,2",59,92,Varias,38,15:50,"954,7",Varias,"951,2",03
2022-09-15,3260B,TOLEDO,TOLEDO,513,"22,1","2,6","17,4",08:40,"26,8",14:30,28,"2,5","7,8",17:10,"8,2",64,94,08:30,45,15:30,"956,1",10,"954,0",04
2022-09-16,3260B,TOLEDO,TOLEDO,513,"23,2","0,0","16,5",04:30,"29,9",16:00,26,"1,7","5,3",16:30,"11,3",54,86,Varias,34,15:30,"956,5",09,"952,6",17
2022-09-17,3260B,TOLEDO,TOLEDO,513,"23,5","0,0","15,9",06:30,"31,1",15:30,10,"1,7","6,9",23:59,"11,8",45,76,06:20,28,15:30,"955,1",Varias,"951,3",17
2022-09-18,3260B,TOLEDO,TOLEDO,513,"25,4","0,0","18,7",06:40,"32,0",13:50,10,"3,3","10,8",23:59,"10,5",50,79,Varias,31,15:10,"955,5",09,"952,6",Varias
2022-09-19,3260B,TOLEDO,TOLEDO,513,"24,8","0,2","18,6",06:00,"30,9",15:40,35,"1,7","13,3",22:40,"8,1",50,83,08:40,31,16:40,"957,9",23,"954,7",16
2022-09-20,3260B,TOLEDO,TOLEDO,513,"24,0","0,0","16,6",06:00,"31,5",16:20,01,"1,7","9,2",00:10,"11,5",50,83,05:50,27,16:10,"959,3",09,"955,9",17
2022-09-21,3260B,TOLEDO,TOLEDO,513,"22,8","0,0","16,5",06:20,"29,2",12:30,20,"3,3","12,5",14:30,"9,6",51,78,06:30,36,16:50,"958,1",09,"955,5",16
2022-09-22,3260B,TOLEDO,TOLEDO,513,"24,0","0,0","16,9",06:40,"31,1",15:10,27,"2,8","8,6",17:10,"11,5",48,74,06:50,29,15:00,"958,7",09,"955,5",17
2022-09-23,3260B,TOLEDO,TOLEDO,513,"23,0","0,0","16,0",06:30,"30,0",15:40,27,"3,3","10,6",14:30,"11,3",37,74,06:20,15,15:50,"958,3",09,"954,4",17
2022-09-24,3260B,TOLEDO,TOLEDO,513,"21,5","0,0","15,4",06:00,"27,6",14:50,32,"3,6","8,9",12:40,"10,9",34,53,23:50,24,14:30,"954,5",00,"951,4",Varias
2022-09-25,3260B,TOLEDO,TOLEDO,513,"18,2","0,0","11,6",06:30,"24,8",15:40,02,"4,4","11,7",12:30,"8,4",37,67,06:10,23,13:30,"954,1",09,"950,0",16
2022-09-26,3260B,TOLEDO,TOLEDO,513,"18,6","0,0","12,8",05:00,"24,3",15:30,05,"2,5","9,2",00:10,"8,1",40,61,04:40,25,Varias,"957,2",24,"952,9",00
2022-09-27,3260B,TOLEDO,TOLEDO,513,"18,6","0,0","11,3",06:40,"25,8",16:00,31,"3,6","10,0",14:00,"11,5",35,57,04:50,23,Varias,"958,0",10,"955,6",16
2022-09-28,3260B,TOLEDO,TOLEDO,513,"19,9","0,0","13,2",06:00,"26,6",14:50,27,"3,9","10,8",17:00,"11,4",38,58,06:00,22,15:20,"957,3",00,"951,5",17
2022-09-29,3260B,TOLEDO,TOLEDO,513,"13,9","2,4","10,5",23:59,"17,3",12:20,31,"4,2","13,3",18:40,"3,0",78,89,13:40,51,12:10,"952,1",00,"947,7",16
2022-09-30,3260B,TOLEDO,TOLEDO,513,"15,4","0,0","8,4",06:00,"22,4",15:30,30,"1,9","10,0",14:30,"11,4",52,90,Varias,29,16:00,"961,6",24,"951,8",00
2022-10-01,3260B,TOLEDO,TOLEDO,513,"17,1","0,0","7,2",06:40,"27,0",15:00,12,"1,4","5,8",09:10,"11,4",42,79,05:40,20,Varias,"966,6",11,"961,6",00
2022-10-02,3260B,TOLEDO,TOLEDO,513,"20,2","0,0","9,7",06:00,"30,6",15:40,99,"2,2","8,3",Varias,"10,6",31,63,06:20,10,Varias,"966,9",08,"961,4",17
2022-10-03,3260B,TOLEDO,TOLEDO,513,"22,8","0,0","12,8",07:00,"32,9",14:00,26,"1,9","6,7",14:20,"9,9",30,44,06:40,17,15:30,"962,8",10,"959,6",17
