fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2015-01-01,3195,"MADRID, RETIRO",MADRID,667,"4,7","0,0","-1,0",05:20,"10,4",13:30,21,"0,8","3,9",13:40,"957,8",24,"953,0",Varias,61,,,,
2015-01-02,3195,"MADRID, RETIRO",MADRID,667,"5,5","0,0","-1,0",07:20,"12,0",15:10,04,"0,6","3,9",23:40,"959,9",10,"956,9",04,60,80,07:00,42,15:00
2015-01-03,3195,"MADRID, RETIRO",MADRID,667,"6,3","0,0","1,2",08:10,"11,4",14:50,04,"0,3","3,6",06:20,"959,4",00,"957,3",18,65,76,08:00,46,15:00
2015-01-04,3195,"MADRID, RETIRO",MADRID,667,"7,7","0,0","1,4",08:10,"14,0",13:15,04,"0,3","3,3",02:20,"957,9",00,"952,8",24,58,82,08:00,39,Varias
2015-01-05,3195,"MADRID, RETIRO",MADRID,667,"6,8","0,0","1,5",07:10,"12,0",15:20,04,"1,4","5,3",04:30,"952,8",00,"948,8",24,69,89,23:59,50,Varias
2015-01-06,3195,"MADRID, RETIRO",MADRID,667,"5,3","0,0","0,8",07:40,"9,8",15:10,08,"0,8","3,1",08:40,"950,0",24,"946,9",16,76,91,23:59,58,15:30
2015-01-07,3195,"MADRID, RETIRO",MADRID,667,"5,8","0,0","0,8",08:10,"10,7",14:50,06,"1,1","4,4",06:30,"954,5",24,"949,5",05,66,88,Varias,56,15:40
2015-01-08,3195,"MADRID, RETIRO",MADRID,667,"6,4","0,0","0,4",05:30,"12,3",15:00,04,"0,8","5,3",00:30,"962,5",22,"954,5",00,66,79,08:00,50,14:00
2015-01-09,3195,"MADRID, RETIRO",MADRID,667,"7,8","0,0","2,0",05:10,"13,5",15:40,05,"0,3","4,2",07:20,"963,1",07,"962,3",00,61,81,Varias,46,15:00
2015-01-10,3195,"MADRID, RETIRO",MADRID,667,"7,2","0,0","1,7",08:00,"12,6",14:50,27,"0,8","3,3",15:30,"962,8",00,"953,5",24,68,87,08:00,45,14:00
