fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2020-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,9","0,0","8,7",08:00,"19,1",13:40,99,"1,7","4,7",Varias,"1028,4",10,"1025,1",15,72,91,Varias,51,13:20
2020-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,8","0,0","8,4",23:59,"17,1",15:40,24,"1,1","3,3",15:30,"1028,8",11,"1025,6",15,,92,Varias,56,Varias
2020-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","0,0","7,1",07:20,"19,0",14:20,16,"0,6","5,3",13:30,"1028,3",11,"1024,6",16,72,95,Varias,53,12:50
2020-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,0","0,0","8,9",06:50,"15,1",15:10,14,"1,7","7,2",20:10,"1028,0",11,"1025,1",15,80,85,Varias,73,14:40
2020-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","0,0","10,0",23:10,"18,0",14:30,99,"1,9","6,4",Varias,"1026,3",00,"1022,6",15,61,88,Varias,49,13:10
2020-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,4","0,0","8,1",06:00,"18,8",13:20,14,"1,4","4,7",14:30,"1026,3",Varias,"1022,8",15,71,92,Varias,47,13:20
2020-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","6,4",08:00,"18,0",13:00,15,"1,4","4,7",12:30,"1027,9",11,"1024,5",Varias,75,95,04:50,53,Varias
2020-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","5,3",07:40,"19,0",14:50,13,"1,4","4,7",17:00,"1025,5",Varias,"1022,1",Varias,79,95,Varias,48,14:20
2020-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,8","0,0","9,5",23:10,"18,0",14:00,16,"1,7","4,4",14:50,"1025,3",00,"1021,2",15,73,92,Varias,54,13:50
2020-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","0,0","9,5",02:50,"18,4",14:50,33,"2,8","8,6",11:20,"1022,8",23,"1016,9",16,61,90,00:00,42,19:10
2020-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","0,0","6,3",08:10,"19,7",13:30,15,"1,9","6,1",16:50,"1026,8",Varias,"1022,5",01,56,83,23:20,43,12:10
2020-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,7","0,0","7,8",05:10,"19,6",13:30,15,"2,8","5,8",14:30,"1027,0",10,"1022,8",15,70,91,Varias,47,13:00
2020-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,8","0,0","7,2",08:00,"18,5",13:30,99,"1,7","4,2",Varias,"1025,1",00,"1019,9",17,72,95,Varias,47,15:30
2020-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,4","0,0","7,9",06:00,"18,9",14:10,29,"1,7","6,4",13:20,"1020,5",11,"1017,3",15,54,77,Varias,38,14:10
2020-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,7","0,0","8,5",08:00,"20,9",13:10,07,"2,2","5,3",16:50,"1024,0",24,"1019,3",02,61,83,Varias,35,15:00
2020-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","0,0","8,4",08:10,"19,6",13:00,15,"2,2","4,7",13:20,"1025,9",24,"1022,4",16,67,88,07:50,41,13:00
