fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2013-01-01,3195,"MADRID, RETIRO",MADRID,667,"6,4","0,0","3,4",00:00,"9,4",15:35,27,"1,1","5,8",02:20,"945,9",24,"940,2",05,88,,,,
2013-01-02,3195,"MADRID, RETIRO",MADRID,667,"5,8","0,0","0,7",07:30,"10,8",13:20,02,"0,6","10,3",13:40,"950,3",24,"945,9",00,69,94,Varias,48,14:00
2013-01-03,3195,"MADRID, RETIRO",MADRID,667,"6,8","0,0","2,8",05:50,"10,8",15:20,08,"0,8","7,5",11:00,"959,8",24,"950,3",00,54,80,06:00,35,14:00
2013-01-04,3195,"MADRID, RETIRO",MADRID,667,"6,2","0,0","1,6",08:55,"10,8",15:40,05,"0,6","4,2",04:50,"959,8",00,"956,7",18,58,82,23:59,44,15:40
2013-01-05,3195,"MADRID, RETIRO",MADRID,667,"4,9","0,0","-0,4",07:15,"10,2",16:20,22,"0,6","3,6",13:30,"956,8",00,"952,9",18,75,90,Varias,53,13:50
2013-01-06,3195,"MADRID, RETIRO",MADRID,667,"5,1","0,0","0,7",07:50,"9,5",16:05,,"0,6",,,"953,0",00,"949,6",16,77,92,05:00,60,15:00
2013-01-07,3195,"MADRID, RETIRO",MADRID,667,"3,2","0,0","1,5",05:20,"4,8",18:20,28,"0,0","3,1",14:20,"951,3",11,"949,6",Varias,90,,,,
2013-01-08,3195,"MADRID, RETIRO",MADRID,667,"2,3","0,0","0,4",23:59,"4,2",00:10,07,"1,4","5,8",21:30,"952,7",11,"950,6",24,86,92,Varias,81,20:00
2013-01-09,3195,"MADRID, RETIRO",MADRID,667,"3,0","0,4","0,4",00:00,"5,6",Varias,04,"0,3","6,4",03:00,"950,6",00,"947,9",24,81,94,23:59,74,14:00
2013-01-10,3195,"MADRID, RETIRO",MADRID,667,"7,8","0,0","4,8",03:15,"10,7",Varias,04,"0,8","6,4",02:50,"947,9",00,"945,9",18,88,95,Varias,78,16:00
2013-01-11,3195,"MADRID, RETIRO",MADRID,667,"7,4","0,1","5,8",06:50,"9,0",14:50,27,"1,4","4,7",06:50,"947,3",09,"944,4",24,83,94,23:59,70,15:20
2013-01-12,3195,"MADRID, RETIRO",MADRID,667,"7,7","2,9","4,0",23:59,"11,4",12:50,25,"3,3","13,3",20:00,"944,4",00,"936,8",23,80,98,08:00,64,15:00
2013-01-13,3195,"MADRID, RETIRO",MADRID,667,"4,9","0,0","2,2",05:10,"7,6",13:55,26,"2,8","10,6",11:30,"941,7",24,"936,9",Varias,66,,,,
2013-01-14,3195,"MADRID, RETIRO",MADRID,667,"4,6","0,0","0,5",07:45,"8,7",13:30,27,"1,4","10,0",18:20,"944,3",10,"941,6",23,63,82,Varias,51,13:00
2013-01-15,3195,"MADRID, RETIRO",MADRID,667,"6,4","0,0","2,8",06:10,"10,0",14:30,30,"3,6","11,9",22:30,"942,9",07,"939,9",15,60,74,06:10,45,13:50
