fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2018-01-01,1700X,O CARBALLIÑO,OURENSE,400,"8,5","5,7","4,3",02:30,"12,7",14:50,26,"1,7","9,7",13:40,89,99,Varias,80,15:20
2018-01-02,1700X,O CARBALLIÑO,OURENSE,400,"12,7","13,0","10,6",05:00,"14,8",14:40,27,"0,6","6,1",15:20,98,98,Varias,81,00:00
2018-01-03,1700X,O CARBALLIÑO,OURENSE,400,"13,7","2,9","12,9",Varias,"14,5",11:50,25,"0,6","6,4",01:40,98,98,Varias,96,Varias
2018-01-04,1700X,O CARBALLIÑO,OURENSE,400,"12,2","14,1","10,7",20:30,"13,8",14:40,29,"1,1","8,9",14:20,86,97,Varias,75,14:20
2018-01-05,1700X,O CARBALLIÑO,OURENSE,400,"6,5","2,7","1,3",23:59,"11,7",03:00,28,"0,3","10,0",03:50,87,97,Varias,70,14:10
2018-01-06,1700X,O CARBALLIÑO,OURENSE,400,"2,3","0,0","-1,3",07:20,"5,9",16:50,05,"0,3","3,9",22:50,93,99,Varias,79,17:00
2018-01-07,1700X,O CARBALLIÑO,OURENSE,400,"5,0","1,1","1,1",01:30,"8,9",13:40,34,"1,7","8,3",12:40,81,96,Varias,65,13:30
2018-01-08,1700X,O CARBALLIÑO,OURENSE,400,"6,6","1,0","3,2",23:59,"10,1",15:00,20,"0,3","2,2",14:30,94,99,Varias,78,15:20
2018-01-09,1700X,O CARBALLIÑO,OURENSE,400,"6,0","6,0","2,7",02:00,"9,3",16:40,25,"0,3","6,1",12:20,97,99,Varias,95,06:40
2018-01-10,1700X,O CARBALLIÑO,OURENSE,400,"7,8","13,0","5,3",22:00,"10,4",12:20,35,"0,8","11,7",13:20,90,99,Varias,71,15:50
2018-01-11,1700X,O CARBALLIÑO,OURENSE,400,"5,4","1,1","0,8",23:59,"10,1",14:20,34,"0,3","12,8",01:10,86,98,Varias,70,16:20
2018-01-12,1700X,O CARBALLIÑO,OURENSE,400,"4,0","12,8","-0,2",05:50,"8,1",16:00,10,"0,3","3,1",22:30,90,99,Varias,79,14:20
2018-01-13,1700X,O CARBALLIÑO,OURENSE,400,"7,0","6,4","4,1",23:59,"9,8",13:20,08,"0,0","5,0",01:40,97,99,Varias,83,00:00
2018-01-14,1700X,O CARBALLIÑO,OURENSE,400,"3,4","0,0","-0,2",23:50,"7,0",16:40,19,"0,0","1,9",14:30,98,99,Varias,95,16:40
2018-01-15,1700X,O CARBALLIÑO,OURENSE,400,"3,7","0,0","-0,5",04:00,"7,9",23:59,99,"0,0","1,9",Varias,98,99,Varias,95,Varias
2018-01-16,1700X,O CARBALLIÑO,OURENSE,400,"10,2","0,3","7,5",00:40,"13,0",15:40,24,"0,0","3,9",14:40,97,99,Varias,86,15:00
2018-01-17,1700X,O CARBALLIÑO,OURENSE,400,"7,8","0,1","1,4",23:59,"14,1",14:40,33,"0,6","5,6",14:40,74,99,Varias,54,14:10
2018-01-18,1700X,O CARBALLIÑO,OURENSE,400,"6,0","0,4","-0,6",07:20,"12,6",15:50,99,"0,3","4,7",16:30,87,99,Varias,63,15:30
2018-01-19,1700X,O CARBALLIÑO,OURENSE,400,"8,3","0,2","2,0",23:59,"14,6",15:30,03,"0,6","6,4",12:10,79,99,Varias,55,15:10
2018-01-20,1700X,O CARBALLIÑO,OURENSE,400,"5,0","0,4","0,2",05:40,"9,9",16:10,16,"0,0","2,2",14:00,99,99,Varias,97,00:00
2018-01-21,1700X,O CARBALLIÑO,OURENSE,400,"11,0","0,4","9,1",01:00,"12,8",15:20,19,"0,0","2,2",17:20,98,99,Varias,95,Varias
2018-01-22,1700X,O CARBALLIÑO,OURENSE,400,"11,5","0,4","9,8",Varias,"13,2",15:00,19,"0,0","1,7",14:20,94,99,Varias,85,15:00
2018-01-23,1700X,O CARBALLIÑO,OURENSE,400,"10,3","0,0","7,8",23:59,"12,8",15:00,09,"0,0","2,5",21:30,86,99,Varias,70,16:40
2018-01-24,1700X,O CARBALLIÑO,OURENSE,400,"8,7","8,5","5,9",08:30,"11,5",17:00,25,"0,3","8,1",22:30,85,98,Varias,78,11:30
2018-01-25,1700X,O CARBALLIÑO,OURENSE,400,"6,4","5,8","2,2",21:00,"10,5",00:30,32,"0,8","10,3",12:50,91,99,Varias,73,15:20
2018-01-26,1700X,O CARBALLIÑO,OURENSE,400,"6,3","2,1","2,0",05:50,"10,6",12:30,35,"1,4","8,3",13:50,86,99,Varias,70,13:40
2018-01-27,1700X,O CARBALLIÑO,OURENSE,400,"6,0","0,1","1,9",08:20,"10,2",12:30,06,"0,6","6,1",12:20,88,99,Varias,71,12:50
2018-01-28,1700X,O CARBALLIÑO,OURENSE,400,"9,8","0,0","3,4",23:59,"16,3",15:00,10,"0,3","4,2",15:20,70,99,Varias,41,Varias
2018-01-29,1700X,O CARBALLIÑO,OURENSE,400,"9,5","0,0","0,6",08:20,"18,4",15:50,05,"0,3","5,3",15:30,68,99,Varias,35,15:30
2018-01-30,1700X,O CARBALLIÑO,OURENSE,400,"9,2","0,0","-0,5",08:40,"19,0",15:40,99,"0,0","1,7",Varias,69,99,Varias,40,15:00
2018-01-31,1700X,O CARBALLIÑO,OURENSE,400,"7,7","0,0","-1,0",07:30,"16,4",15:10,36,"0,8","7,2",18:20,79,99,Varias,48,15:00
2018-02-01,1700X,O CARBALLIÑO,OURENSE,400,"6,6","2,0","3,5",21:40,"9,6",11:40,36,"2,5","10,8",13:00,84,99,Varias,70,11:50
