fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
2017-01-01,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,4","0,0","3,0",08:05,"11,8",14:57,27,"6,1","11,9",23:23,"8,8","978,5",00,"972,3",24,79
2017-01-02,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,8","0,0","6,5",23:30,"13,1",14:09,26,"5,8","10,8",03:46,"7,1","973,0",10,"970,9",17,76
2017-01-03,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,8","0,0","4,5",00:48,"11,0",11:38,32,"0,8","8,9",01:11,"3,3","974,2",Varias,"971,0",Varias,90
2017-01-04,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,7","0,0","7,3",Varias,"12,1",14:12,31,"4,7","13,6",21:37,"7,6","974,0",00,"970,1",23,77
2017-01-05,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,6","0,0","5,2",08:28,"12,1",Varias,33,"3,1","11,9",00:03,"7,7","976,1",Varias,"970,2",00,72
2017-01-06,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,4","0,0","5,1",06:59,"11,6",12:43,31,"2,8","9,2",03:10,"8,6","979,2",10,"976,0",01,67
2017-01-07,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,8","0,0","5,4",Varias,"12,3",13:25,31,"1,4","8,6",21:32,"8,2","980,3",10,"978,5",Varias,71
2017-01-08,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,4","0,0","6,1",03:44,"16,6",13:29,31,"5,6","12,2",05:58,"7,2","978,5",00,"973,5",Varias,48
2017-01-09,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,0","0,0","4,1",08:30,"11,8",14:35,31,"6,4","10,8",09:14,"8,0","976,4",10,"970,4",24,69
2017-01-10,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,8","0,0","4,2",04:22,"11,4",14:47,31,"6,4","11,9",07:41,"2,8","970,4",00,"960,5",Varias,73
2017-01-11,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,2","0,0","4,6",05:39,"11,9",13:40,24,"4,4","10,3",18:11,"9,2","974,0",Varias,"964,1",00,67
2017-01-12,0200E,"BARCELONA, FABRA",BARCELONA,408,"12,1","0,0","7,8",Varias,"16,4",13:55,27,"4,7","11,4",21:37,"8,0","973,8",Varias,"964,8",24,77
2017-01-13,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,8","0,0","4,8",23:59,"12,7",13:51,34,"4,4","16,4",02:18,"8,4","970,2",23,"962,2",05,54
2017-01-14,0200E,"BARCELONA, FABRA",BARCELONA,408,"5,3","0,0","1,4",Varias,"9,2",14:30,32,"5,3","11,7",06:18,"3,6","972,5",22,"969,5",Varias,55
2017-01-15,0200E,"BARCELONA, FABRA",BARCELONA,408,"5,8","0,0","1,4",Varias,"10,2",13:48,02,"5,6","17,5",14:46,"9,0","971,8",00,"969,8",Varias,53
2017-01-16,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,2","0,0","3,9",23:59,"12,5",13:35,33,"4,4","12,5",02:21,"9,2","969,8",00,"963,7",24,68
