fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
2018-01-01,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,7","0,0","6,2",Varias,"13,2",Varias,27,"5,0","18,9",18:25,"7,8","976,8",10,"968,9",Varias,50
2018-01-02,0200E,"BARCELONA, FABRA",BARCELONA,408,"12,0","0,0","7,9",06:45,"16,2",14:53,31,"1,9","17,5",23:04,"7,5","975,5",10,"972,3",04,69
2018-01-03,0200E,"BARCELONA, FABRA",BARCELONA,408,"15,3","0,0","11,4",Varias,"19,2",14:23,25,"5,8","18,3",11:34,"4,9","974,2",10,"970,8",24,68
2018-01-04,0200E,"BARCELONA, FABRA",BARCELONA,408,"16,0","0,0","12,3",23:59,"19,8",13:55,34,"3,9","17,2",04:09,"8,0","970,8",00,"966,8",24,64
2018-01-05,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,8","0,0","10,4",06:01,"17,1",13:43,26,"3,9","14,2",11:49,"9,1","966,8",00,"957,0",24,57
2018-01-06,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,8","1,5","9,8",05:12,"13,9",12:35,08,"5,8","19,2",17:58,"1,2","957,0",00,"950,8",17,91
2018-01-07,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,0","6,4","6,2",19:10,"11,8",00:00,18,"4,4","13,6",09:12,"0,0","959,1",24,"951,5",00,89
2018-01-08,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,8",Ip,"4,1",23:59,"11,4",14:20,30,"4,7","11,4",19:59,"6,1","963,2",24,"959,1",00,80
2018-01-09,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,2","0,0","2,8",06:19,"11,7",14:20,33,"4,7","14,2",04:37,"7,3","967,9",10,"963,2",Varias,63
2018-01-10,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,6",Ip,"4,6",06:30,"12,5",14:30,25,"2,5","11,7",04:47,"7,8","967,2",00,"963,4",24,68
2018-01-11,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,0","0,0","4,9",07:56,"11,1",15:52,32,"5,0","14,2",22:41,"8,5","968,7",24,"963,2",Varias,71
2018-01-12,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,2","0,0","2,9",05:47,"11,5",15:01,32,"5,6","15,3",05:41,"9,2","973,5",22,"968,6",02,66
2018-01-13,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,5","6,9","5,8",06:07,"11,2",12:33,22,"4,4","15,3",23:13,"3,5","973,4",00,"966,0",24,77
2018-01-14,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,0","0,0","4,3",08:08,"9,7",13:08,32,"6,4","11,4",07:44,"9,0","970,6",24,"964,2",05,86
2018-01-15,0200E,"BARCELONA, FABRA",BARCELONA,408,"6,7","0,0","3,8",05:28,"9,6",13:57,26,"4,2","11,4",20:35,"7,9","974,6",Varias,"970,6",00,77
2018-01-16,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,1","0,0","5,8",01:54,"14,4",15:40,34,"1,7","17,8",22:39,"9,3","972,9",00,"966,0",22,71
2018-01-17,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,4","1,7","7,7",22:05,"15,1",12:53,33,"3,9","20,0",06:01,"9,3","975,2",24,"963,6",04,75
2018-01-18,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,6","0,0","5,4",08:30,"13,7",14:46,28,"4,2","10,8",21:27,"9,2","975,2",00,"970,5",24,72
2018-01-19,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,6","0,0","6,0",08:40,"11,2",13:30,34,"2,5","11,4",01:23,"4,0","971,4",24,"967,9",Varias,81
2018-01-20,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,0","0,0","5,8",07:37,"14,2",Varias,31,"6,1","17,5",21:38,"8,9","972,0",Varias,"966,5",24,63
2018-01-21,0200E,"BARCELONA, FABRA",BARCELONA,408,"15,3","0,0","11,2",Varias,"19,4",15:49,31,"4,7","18,9",06:25,"6,1","972,1",23,"966,5",00,67
2018-01-22,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,8","0,0","9,9",Varias,"17,7",14:20,32,"6,1","20,3",02:30,"7,9","974,5",23,"970,7",06,73
2018-01-23,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,3","0,0","9,2",07:13,"17,4",,33,"5,3","14,2",05:13,"8,6","978,6",23,"973,7",01,70
2018-01-24,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,2","0,0","9,5",22:10,"16,8",12:50,31,"2,8","7,5",00:33,"9,5","978,7",11,"975,6",24,76
2018-01-25,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,2","16,3","9,4",03:07,"10,9",13:40,26,"4,2","8,1",04:19,"0,0","975,6",00,"965,5",24,91
2018-01-26,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,3","30,8","4,3",15:30,"10,3",04:50,01,"8,3","15,3",11:47,"0,0","971,1",24,"961,6",05,92
2018-01-27,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,9","0,0","5,4",04:17,"10,4",13:49,05,"4,4","14,2",22:17,"3,9","982,1",24,"971,1",00,74
2018-01-28,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,8","0,0","8,6",23:59,"12,9",14:00,03,"3,6","15,8",00:41,"9,4","986,7",11,"982,1",00,76
2018-01-29,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,8","0,0","8,0",07:13,"15,6",13:35,31,"4,4","11,4",01:34,"9,6","986,3",00,"982,0",Varias,67
