fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2014-01-01,3195,"MADRID, RETIRO",MADRID,667,"7,7","4,7","6,2",01:50,"9,2",23:59,22,"2,2","9,7",23:50,"943,0",00,"937,8",24,97,100,07:00,86,21:00
2014-01-02,3195,"MADRID, RETIRO",MADRID,667,"9,9","5,8","8,4",Varias,"11,4",Varias,23,"2,5","10,3",02:00,"939,2",24,"936,7",14,96,,,,
2014-01-03,3195,"MADRID, RETIRO",MADRID,667,"11,4","10,2","9,8",07:00,"13,0",13:10,26,"2,2","11,4",03:10,"943,0",10,"939,0",00,89,97,Varias,82,03:50
2014-01-04,3195,"MADRID, RETIRO",MADRID,667,"7,2","7,5","3,9",21:20,"10,6",10:10,23,"5,8","20,8",11:50,"942,8",24,"931,2",14,83,96,Varias,62,18:20
2014-01-05,3195,"MADRID, RETIRO",MADRID,667,"6,0","0,6","3,3",04:50,"8,6",13:02,28,"2,8","9,7",13:10,"944,9",21,"942,8",00,86,98,Varias,67,00:30
2014-01-06,3195,"MADRID, RETIRO",MADRID,667,"8,6","0,0","6,1",07:50,"11,0",Varias,23,"1,7","9,2",13:40,"944,5",00,"942,0",13,81,96,Varias,64,16:00
2014-01-07,3195,"MADRID, RETIRO",MADRID,667,"10,5","0,0","8,2",06:50,"12,8",Varias,05,"0,6","4,4",23:40,"944,2",24,"942,1",06,75,,,,
2014-01-08,3195,"MADRID, RETIRO",MADRID,667,"9,8","0,0","6,5",07:30,"13,0",15:40,02,"1,4","5,8",20:20,"945,3",10,"943,4",05,60,84,Varias,45,Varias
2014-01-09,3195,"MADRID, RETIRO",MADRID,667,"10,4","0,0","6,4",06:30,"14,4",14:50,04,"1,1","6,1",01:40,"944,5",00,"941,2",24,56,72,07:00,41,14:30
2014-01-10,3195,"MADRID, RETIRO",MADRID,667,"9,8","0,0","5,5",07:15,"14,0",14:30,08,"1,1","5,0",20:10,"941,2",00,"936,6",15,61,79,Varias,45,14:30
