fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2022-01-01,1700X,O CARBALLIÑO,OURENSE,400,"13,5","2,7","7,3",05:40,"19,7",14:00,26,"0,8","8,1",14:00,61,92,23:59,42,14:00
2022-01-02,1700X,O CARBALLIÑO,OURENSE,400,"11,1","0,0","6,2",23:59,"16,0",14:00,99,"0,6","4,7",Varias,81,98,Varias,65,14:00
2022-01-03,1700X,O CARBALLIÑO,OURENSE,400,"10,7","3,8","4,7",04:00,"16,7",14:10,24,"1,1","9,4",14:10,79,99,Varias,63,14:10
2022-01-04,1700X,O CARBALLIÑO,OURENSE,400,"8,8","8,0","4,4",23:59,"13,2",01:00,33,"1,9","11,7",07:00,91,97,Varias,73,01:40
2022-01-05,1700X,O CARBALLIÑO,OURENSE,400,"6,4","4,4","1,4",05:00,"11,5",15:00,31,"1,4","8,6",13:30,94,99,Varias,66,15:20
2022-01-06,1700X,O CARBALLIÑO,OURENSE,400,"6,6","1,0","3,7",04:40,"9,5",16:00,02,"0,0","5,0",23:59,97,99,09:30,94,15:40
2022-01-07,1700X,O CARBALLIÑO,OURENSE,400,"7,1","0,0","1,6",23:59,"12,6",12:20,34,"0,6","6,1",14:10,73,97,00:10,53,13:40
2022-01-08,1700X,O CARBALLIÑO,OURENSE,400,"3,8","1,7","-0,8",05:30,"8,4",23:59,23,"0,3","3,9",17:50,96,99,Varias,91,Varias
2022-01-09,1700X,O CARBALLIÑO,OURENSE,400,"11,2","1,2","8,3",00:20,"14,1",14:50,26,"0,8","7,2",15:50,93,99,Varias,82,17:50
2022-01-10,1700X,O CARBALLIÑO,OURENSE,400,"11,6","0,1","9,4",23:59,"13,9",14:00,06,"0,3","2,8",23:10,89,98,Varias,81,18:00
2022-01-11,1700X,O CARBALLIÑO,OURENSE,400,"8,7","0,0","4,7",23:00,"12,7",14:10,06,"0,0","2,5",06:40,87,96,Varias,76,14:30
2022-01-12,1700X,O CARBALLIÑO,OURENSE,400,"8,0","0,0","1,5",09:00,"14,5",15:00,11,"0,6","6,1",10:30,77,98,09:40,54,14:30
2022-01-13,1700X,O CARBALLIÑO,OURENSE,400,"6,2","0,0","-2,4",08:20,"14,8",14:40,07,"0,0","3,9",13:30,58,94,Varias,33,13:00
2022-01-14,1700X,O CARBALLIÑO,OURENSE,400,"5,2","0,0","-2,4",07:40,"12,8",14:40,10,"0,3","3,3",13:00,65,97,10:20,40,15:20
2022-01-17,1700X,O CARBALLIÑO,OURENSE,400,"7,4","0,0","-0,5",08:00,"15,2",15:20,17,"0,3","2,8",14:50,77,99,Varias,53,14:40
2022-01-18,1700X,O CARBALLIÑO,OURENSE,400,"7,6","0,0","-0,1",09:00,"15,4",15:20,03,"0,3","2,8",00:50,67,97,10:00,46,Varias
2022-01-19,1700X,O CARBALLIÑO,OURENSE,400,"6,2","0,0","-1,9",08:20,"14,3",15:20,03,"0,3","2,5",18:40,73,99,09:20,50,Varias
2022-01-20,1700X,O CARBALLIÑO,OURENSE,400,"6,0","0,0","-1,7",07:50,"13,6",14:30,04,"0,6","5,0",17:40,75,99,10:00,55,14:40
2022-01-21,1700X,O CARBALLIÑO,OURENSE,400,"5,0","0,0","-2,1",08:30,"12,2",14:30,21,"0,3","2,5",13:00,77,99,Varias,56,15:20
2022-01-22,1700X,O CARBALLIÑO,OURENSE,400,"5,4","0,0","-2,7",08:20,"13,5",15:30,06,"0,6","5,0",13:10,62,96,01:30,36,15:30
2022-01-23,1700X,O CARBALLIÑO,OURENSE,400,"5,6","0,0","-3,7",07:50,"14,9",15:30,04,"0,3","2,5",08:40,62,97,Varias,34,15:30
2022-01-24,1700X,O CARBALLIÑO,OURENSE,400,"5,4","0,0","-3,6",08:40,"14,3",15:30,99,"0,0","2,2",13:40,69,98,09:40,45,14:20
2022-01-25,1700X,O CARBALLIÑO,OURENSE,400,"6,1","0,0","-2,8",08:20,"15,0",14:40,99,"0,0","2,5",14:40,70,99,10:10,40,15:40
2022-01-26,1700X,O CARBALLIÑO,OURENSE,400,"6,4","0,0","-2,9",08:00,"15,8",14:40,10,"0,0","5,0",15:00,65,98,Varias,39,14:50
2022-01-27,1700X,O CARBALLIÑO,OURENSE,400,"7,7","0,0","-1,8",08:00,"17,2",15:30,18,"0,0","2,8",11:30,68,98,09:40,41,14:50
2022-01-28,1700X,O CARBALLIÑO,OURENSE,400,"5,8","0,0","-3,1",07:20,"14,6",14:40,21,"0,0","2,5",16:30,75,99,Varias,46,15:30
2022-01-29,1700X,O CARBALLIÑO,OURENSE,400,"7,2","0,0","-4,8",07:50,"19,1",15:10,01,"0,0","1,9",22:40,64,97,Varias,26,16:10
2022-01-30,1700X,O CARBALLIÑO,OURENSE,400,"7,8","0,0","-3,7",08:10,"19,2",15:20,18,"0,0","1,7",12:00,60,94,Varias,32,15:00
2022-01-31,1700X,O CARBALLIÑO,OURENSE,400,"6,0","0,0","-3,6",08:40,"15,5",15:50,04,"1,1","7,8",17:50,70,95,Varias,47,16:40
2022-02-01,1700X,O CARBALLIÑO,OURENSE,400,"8,8","0,0","0,8",08:10,"16,7",15:50,99,"0,3","5,3",00:50,72,98,09:30,49,Varias
2022-02-02,1700X,O CARBALLIÑO,OURENSE,400,"11,2","0,0","0,0",07:30,"22,3",15:40,07,"0,3","3,3",14:50,65,99,09:00,35,14:40
2022-02-03,1700X,O CARBALLIÑO,OURENSE,400,"8,5","0,0","1,7",09:00,"15,3",14:00,30,"0,8","5,6",16:10,75,97,09:40,55,14:20
2022-02-04,1700X,O CARBALLIÑO,OURENSE,400,"8,4","0,3","4,7",23:59,"12,1",15:50,34,"1,4","6,9",17:50,86,96,Varias,68,16:30
