fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2015-01-01,0244X,VILASSAR DE DALT,BARCELONA,56,"9,0","0,0","4,4",03:35,"13,5",14:14,24,"1,9","11,4",11:20,66,78,20:10,52,22:20
2015-01-02,0244X,VILASSAR DE DALT,BARCELONA,56,"10,6","0,0","5,0",04:00,"16,1",13:55,22,"0,8","4,7",14:30,57,73,07:00,41,13:30
2015-01-03,0244X,VILASSAR DE DALT,BARCELONA,56,"13,8","0,0","8,0",04:33,"19,7",12:10,34,"1,1","4,7",13:40,49,69,04:20,32,Varias
2015-01-04,0244X,VILASSAR DE DALT,BARCELONA,56,"13,9","0,0","9,0",23:36,"18,8",11:46,34,"1,1","3,6",03:50,64,92,22:10,44,00:00
2015-01-05,0244X,VILASSAR DE DALT,BARCELONA,56,"12,0","0,0","7,3",05:13,"16,8",11:57,35,"0,8","4,7",01:20,78,90,21:40,60,11:50
2015-01-06,0244X,VILASSAR DE DALT,BARCELONA,56,"11,4","0,0","6,6",05:55,"16,2",11:46,26,"1,1","6,1",02:00,77,88,06:00,54,11:50
2015-01-07,0244X,VILASSAR DE DALT,BARCELONA,56,"11,4","0,0","8,0",23:58,"14,7",14:05,36,"0,8","3,6",05:10,77,89,19:20,65,11:50
2015-01-08,0244X,VILASSAR DE DALT,BARCELONA,56,"11,4","0,0","6,2",05:43,"16,6",12:51,34,"1,7","6,1",19:00,64,91,00:50,47,13:10
2015-01-09,0244X,VILASSAR DE DALT,BARCELONA,56,"11,8","0,0","6,7",02:41,"17,0",13:42,34,"1,1","8,3",09:00,64,85,07:20,42,13:40
2015-01-10,0244X,VILASSAR DE DALT,BARCELONA,56,"13,3","0,0","8,0",04:41,"18,6",11:57,18,"0,6","3,9",13:50,70,85,23:59,41,12:10
2015-01-11,0244X,VILASSAR DE DALT,BARCELONA,56,"13,2","0,0","9,7",22:49,"16,6",11:24,33,"1,4","5,3",09:20,80,88,03:30,64,11:30
2015-01-12,0244X,VILASSAR DE DALT,BARCELONA,56,"12,4","0,0","6,2",04:44,"18,5",13:20,23,"2,5","8,3",14:00,56,78,Varias,35,11:40
2015-01-13,0244X,VILASSAR DE DALT,BARCELONA,56,"14,1","0,0","11,0",02:38,"17,2",11:48,22,"3,1","9,7",14:30,80,86,19:20,60,23:59
2015-01-14,0244X,VILASSAR DE DALT,BARCELONA,56,"13,6","0,0","9,3",07:11,"17,9",12:09,28,"0,8","6,4",23:50,69,89,20:30,51,04:00
2015-01-15,0244X,VILASSAR DE DALT,BARCELONA,56,"13,4","0,0","9,8",07:21,"16,9",12:22,22,"3,3","9,7",15:10,72,86,Varias,55,10:20
2015-01-16,0244X,VILASSAR DE DALT,BARCELONA,56,"10,4","0,4","5,8",23:20,"15,0",10:21,28,"2,5","11,1",18:20,79,94,Varias,57,18:20
2015-01-17,0244X,VILASSAR DE DALT,BARCELONA,56,"9,6","0,0","5,2",21:21,"13,9",12:07,32,"1,7","9,4",02:00,66,75,19:20,54,12:40
2015-01-18,0244X,VILASSAR DE DALT,BARCELONA,56,"9,1","5,4","4,0",03:12,"14,2",11:53,21,"2,5","10,6",15:40,55,88,21:40,41,15:30
2015-01-19,0244X,VILASSAR DE DALT,BARCELONA,56,"8,0","8,4","6,5",Varias,"9,6",12:04,35,"1,7","5,3",14:50,90,92,Varias,82,23:00
2015-01-20,0244X,VILASSAR DE DALT,BARCELONA,56,,,,,,,,"0,8",,,73,,,,
2015-01-21,0244X,VILASSAR DE DALT,BARCELONA,56,"8,8","0,0","5,3",20:06,"12,3",11:20,32,"2,8","8,1",05:20,60,75,00:00,49,12:20
2015-01-22,0244X,VILASSAR DE DALT,BARCELONA,56,"9,6","0,0","5,7",23:13,"13,4",12:44,36,"1,9","6,7",09:40,61,72,19:30,45,12:30
2015-01-23,0244X,VILASSAR DE DALT,BARCELONA,56,"9,8","0,0","5,0",02:50,"14,6",14:46,29,"3,9","12,2",12:10,48,78,04:00,34,11:00
2015-01-24,0244X,VILASSAR DE DALT,BARCELONA,56,"11,4","0,0","7,5",05:56,"15,3",13:57,35,"4,7","13,3",06:50,34,50,22:20,20,23:59
2015-01-25,0244X,VILASSAR DE DALT,BARCELONA,56,"10,8","0,0","6,6",24:00,"15,1",13:09,32,"1,7","17,5",02:30,28,50,21:20,13,05:40
2015-01-26,0244X,VILASSAR DE DALT,BARCELONA,56,"9,2","0,0","6,1",00:21,"12,3",15:22,99,"1,1","4,7",Varias,53,65,17:10,43,04:00
2015-01-27,0244X,VILASSAR DE DALT,BARCELONA,56,,,,,,,,"1,4",,,61,,,,
2015-01-28,0244X,VILASSAR DE DALT,BARCELONA,56,"10,4","0,0","6,2",04:18,"14,7",12:34,35,"1,4","5,6",05:10,68,85,21:30,44,Varias
2015-01-29,0244X,VILASSAR DE DALT,BARCELONA,56,"11,7","0,0","7,3",Varias,"16,1",14:51,28,"4,4","15,8",13:20,54,84,00:00,37,Varias
2015-01-30,0244X,VILASSAR DE DALT,BARCELONA,56,"12,6","0,0","9,0",23:57,"16,2",02:24,30,"2,2","16,1",01:30,60,75,21:10,48,11:30
2015-01-31,0244X,VILASSAR DE DALT,BARCELONA,56,"10,2","0,0","5,9",06:24,"14,6",14:17,99,"1,9","11,1",Varias,61,82,06:30,35,16:00
2015-02-01,0244X,VILASSAR DE DALT,BARCELONA,56,"8,2","0,0","3,6",03:47,"12,7",13:34,31,"3,6","13,9",20:50,48,69,03:50,26,15:20
2015-02-02,0244X,VILASSAR DE DALT,BARCELONA,56,"6,6","0,4","2,0",03:25,"11,2",11:05,28,"1,9","7,5",19:10,54,70,03:30,39,11:00
2015-02-03,0244X,VILASSAR DE DALT,BARCELONA,56,"7,6","5,8","5,1",14:04,"10,1",09:15,36,"1,1","5,6",04:30,82,89,Varias,64,02:00
2015-02-04,0244X,VILASSAR DE DALT,BARCELONA,56,"5,7","4,8","3,9",07:46,"7,5",14:47,07,"3,3","13,9",07:50,63,85,00:00,44,12:00
2015-02-05,0244X,VILASSAR DE DALT,BARCELONA,56,"7,5","0,0","2,4",04:02,"12,6",13:58,10,"1,1","7,2",16:50,62,92,05:20,26,15:40
2015-02-06,0244X,VILASSAR DE DALT,BARCELONA,56,"6,3","0,0","1,9",06:17,"10,7",11:11,33,"2,5","7,5",18:00,41,56,07:10,26,11:10
2015-02-07,0244X,VILASSAR DE DALT,BARCELONA,56,"7,2","0,2","3,4",07:03,"11,1",12:55,31,"0,8","6,1",02:00,59,81,18:30,47,11:00
2015-02-08,0244X,VILASSAR DE DALT,BARCELONA,56,,,,,,,,"2,2",,,51,,,,
