fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2019-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","0,0","6,1",05:00,"21,9",14:00,31,"1,9","4,4",02:50,"1027,7",Varias,"1024,0",14,55,86,Varias,26,13:20
2019-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,0","6,2",02:50,"22,5",12:40,29,"3,1","10,8",13:30,"1025,3",00,"1018,4",16,34,72,02:40,21,13:50
2019-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,7","0,0","6,3",05:50,"17,1",11:20,12,"2,5","8,3",13:10,"1024,4",10,"1020,8",00,74,86,06:50,56,10:40
2019-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","0,0","8,1",23:00,"16,7",13:20,12,"2,2","7,2",11:30,"1027,0",Varias,"1022,9",05,67,86,23:30,57,14:10
2019-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,0","0,0","5,6",06:10,"18,5",13:30,31,"1,9","5,0",08:40,"1029,3",10,"1025,5",24,71,93,06:30,38,Varias
2019-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,3","0,0","3,8",04:00,"20,8",13:50,12,"0,8","4,2",14:30,"1025,7",01,"1020,4",16,56,84,04:00,32,13:30
2019-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,9","0,0","6,4",07:50,"21,4",14:30,10,"1,9","4,7",17:10,"1024,0",10,"1020,0",15,57,86,01:10,28,13:50
2019-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","6,0",05:00,"18,3",12:50,99,"1,7","4,4",Varias,"1026,1",10,"1020,2",24,69,91,23:40,52,12:50
2019-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,3","0,0","6,1",01:20,"22,5",14:00,25,"3,1","10,0",13:40,"1020,2",00,"1010,5",15,43,95,01:50,26,14:00
2019-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,4","0,0","10,9",07:50,"19,9",12:20,28,"2,8","10,3",00:30,"1016,0",24,"1009,1",05,55,86,23:50,37,05:20
2019-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,9","0,0","6,8",06:20,"15,0",12:50,10,"2,2","8,3",13:20,"1022,6",24,"1015,9",00,67,92,06:50,51,12:50
2019-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,5","0,0","5,7",07:50,"15,3",12:40,99,"2,2","6,9",12:50,"1024,9",Varias,"1022,4",Varias,69,94,08:20,55,15:00
2019-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,,"0,0",,,,,,,,,,,,,,,,,
2019-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,4","0,0","9,8",05:30,"23,0",13:20,27,"4,2","9,4",12:50,"1019,2",00,"1012,3",16,36,51,00:00,27,13:30
2019-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,,"0,0",,,,,,,,,,,,,,,,,
2019-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,0","9,4",07:00,"19,4",13:00,25,"1,9","5,8",14:40,"1016,9",00,"1011,9",17,67,92,Varias,42,13:20
2019-01-17,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,7","0,0","9,2",23:59,"18,2",13:40,28,"1,9","7,5",10:40,"1013,9",00,"1010,7",14,55,74,23:59,38,13:10
2019-01-18,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","0,0","8,0",06:10,"16,7",13:00,30,"2,2","6,1",19:10,"1015,9",11,"1012,9",16,60,77,06:10,46,16:00
2019-01-19,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,0","2,6","9,7",08:50,"14,3",14:00,29,"2,5","8,9",13:20,"1014,7",00,"1009,0",24,73,95,Varias,55,Varias
2019-01-20,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,2","0,1","10,8",23:59,"15,7",12:40,26,"3,1","11,9",11:00,"1013,5",24,"1006,0",Varias,72,97,Varias,60,20:50
2019-01-21,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,5","0,0","7,5",06:10,"17,5",13:00,35,"2,2","8,9",14:30,"1017,5",24,"1013,3",01,44,70,06:00,32,13:40
2019-01-22,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,9","0,0","7,4",07:40,"16,4",14:10,29,"3,1","11,1",14:40,"1017,6",00,"1012,0",24,52,65,Varias,36,14:10
2019-01-23,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","11,4",06:40,"15,9",13:40,29,"5,6","12,8",03:40,"1012,1",00,"1007,1",17,59,64,Varias,54,13:40
2019-01-24,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,9","0,0","14,1",22:40,"19,7",15:00,36,"4,2","12,8",09:50,"1009,7",24,"1005,2",15,55,65,22:40,46,15:00
2019-01-25,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"18,9","0,0","13,2",08:00,"24,6",15:00,24,"3,1","8,9",10:50,"1012,6",24,"1009,0",15,50,71,07:30,32,15:40
2019-01-26,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,8","0,0","8,3",08:00,"21,3",12:30,28,"1,1","5,0",00:20,"1015,9",Varias,"1012,5",Varias,63,95,20:30,42,12:20
2019-01-27,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,6","0,0","9,4",02:30,"19,9",13:30,28,"3,6","12,8",20:00,"1015,7",24,"1010,2",13,49,80,02:30,33,12:40
2019-01-28,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,7","0,0","9,9",06:20,"17,5",15:30,30,"5,0","13,9",18:40,"1017,0",10,"1013,4",Varias,48,59,23:59,41,Varias
