fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2019-01-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,2","0,0","1,5",08:20,"12,9",13:40,31,"1,9","9,7",12:30,82,99,Varias,55,14:10
2019-01-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,2","0,0","-1,7",23:59,"6,1",14:20,34,"3,3","9,7",09:10,81,97,00:00,75,Varias
2019-01-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,0","0,0","-2,7",07:00,"12,8",15:00,99,"0,8","2,8",Varias,66,98,Varias,38,13:00
2019-01-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,,,,,,,"1,4",,,,,,,
2019-01-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,0",,,,,,"1,7",,,80,,,,
2019-01-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,3","0,0","-0,4",04:40,"5,0",13:40,31,"2,8","10,0",13:50,81,95,03:30,68,13:00
2019-01-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,1","0,0","1,2",07:30,"7,0",12:50,36,"2,5","9,7",12:20,88,99,07:10,78,13:00
2019-01-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,7","0,2","2,9",23:59,"8,5",10:20,01,"3,1","12,5",11:40,83,99,Varias,68,13:50
2019-01-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,5","0,0","-0,8",23:59,"3,8",14:30,34,"2,8","10,3",12:10,68,80,23:59,56,Varias
2019-01-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,0","0,0","-1,3",06:00,"5,3",13:30,07,"2,8","11,4",14:30,64,84,03:10,52,Varias
2019-01-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,2","0,0","-0,9",06:50,"9,2",13:00,01,"1,7","9,4",12:30,78,97,07:10,62,13:00
2019-01-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,5","0,0","5,9",02:00,"9,1",14:40,34,"1,9","8,6",02:00,92,95,Varias,76,00:00
2019-01-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,2","0,0","6,3",23:59,"10,0",12:00,35,"2,5","8,6",12:10,90,99,08:40,80,13:40
2019-01-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,8","0,0","0,7",08:10,"12,8",15:20,30,"1,7","5,3",02:10,82,99,Varias,61,14:30
2019-01-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,0","0,0","-0,1",07:10,"10,0",15:40,28,"0,6","3,3",13:10,90,99,Varias,73,15:40
2019-01-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,0","0,0","0,7",23:59,"9,4",13:40,32,"1,4","7,5",13:40,84,99,Varias,61,14:00
2019-01-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,6","0,4","0,6",00:20,"6,6",14:10,26,"0,8","2,8",14:20,92,99,Varias,80,Varias
2019-01-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,4","3,0","1,0",08:00,"7,8",14:30,17,"2,5","8,6",17:40,84,99,Varias,70,17:20
2019-01-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,9","1,0","3,8",Varias,"8,0",15:30,35,"2,2","9,7",15:30,89,99,Varias,77,15:30
2019-01-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,4","0,4","1,7",23:00,"7,0",14:00,33,"2,8","9,2",13:00,82,99,Varias,70,14:10
2019-01-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,2","20,3","0,3",05:30,"4,2",12:00,32,"0,6","5,8",14:40,98,99,Varias,95,Varias
2019-01-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,3","35,6","0,8",00:10,"5,8",10:00,35,"3,3","13,1",12:20,93,99,Varias,88,18:40
2019-01-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,4","0,7","0,7",07:00,"4,2",15:10,34,"1,4","11,1",01:00,94,99,Varias,82,15:30
2019-01-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,2","0,0","2,8",00:20,"9,7",13:00,35,"3,1","10,0",05:20,89,99,Varias,82,14:50
2019-01-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,4","0,0","2,8",23:59,"12,0",15:00,30,"1,4","4,4",13:00,88,99,Varias,67,15:30
2019-01-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,4","13,1","2,1",02:00,"6,8",13:40,32,"4,7","13,9",14:20,89,99,Varias,75,16:40
2019-01-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,8","8,5","2,5",01:20,"7,2",13:50,33,"3,3","15,3",12:50,91,99,Varias,82,16:40
2019-01-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,8",,"2,8",23:40,"6,9",17:30,30,"1,9","12,5",17:50,90,99,Varias,82,Varias
2019-01-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,8","6,3","0,9",05:00,"6,8",14:00,23,"0,8","8,9",19:40,87,99,Varias,71,14:10
2019-01-31,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,1","11,2","2,7",03:30,"11,5",19:50,14,"2,5","10,0",02:50,89,99,Varias,79,18:10
2019-02-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,2","16,1","1,7",23:30,"10,7",02:10,30,"3,6","15,8",16:20,69,99,00:00,52,13:00
2019-02-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,4","21,6","0,5",07:00,"4,4",15:20,32,"3,3","13,3",14:00,91,99,Varias,64,15:20
2019-02-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,4","0,8","-1,5",23:59,"4,2",14:20,02,"2,2","11,7",00:10,83,99,Varias,67,14:50
2019-02-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,2","0,0","-5,1",07:00,"9,6",13:10,03,"0,8","3,3",17:00,80,100,07:00,51,13:20
2019-02-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,6","0,0","2,9",00:30,"10,2",Varias,36,"0,6","3,6",14:30,97,99,Varias,86,15:00
2019-02-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,2","0,0","4,9",02:20,"15,6",16:20,15,"1,1","5,0",11:40,86,99,Varias,62,16:00
2019-02-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,5","0,0","2,1",23:50,"10,9",13:50,04,"0,8","7,8",14:20,83,99,Varias,71,15:50
2019-02-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,0","0,0","0,4",07:50,"13,6",15:30,17,"1,7","4,7",09:50,82,99,Varias,62,Varias
2019-02-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,6","0,0","3,0",08:00,"14,3",15:10,17,"1,9","11,1",22:10,70,96,08:10,56,Varias
2019-02-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,9","2,7","4,9",23:59,"10,9",00:30,16,"3,6","10,3",00:20,76,89,15:20,62,00:10
2019-02-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,4","0,1","4,1",23:50,"8,7",16:10,34,"1,4","7,8",16:10,86,99,08:00,75,16:00
2019-02-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,6","0,0","0,1",07:00,"13,1",15:50,33,"1,1","6,1",00:40,76,99,Varias,50,16:30
2019-02-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,2","0,0","-0,4",07:50,"14,9",15:50,99,"0,8","5,0",Varias,74,99,07:10,49,16:10
2019-02-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,4","0,0","1,2",06:30,"15,5",15:30,22,"2,2","9,2",15:10,59,95,07:50,38,15:50
2019-02-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,8","0,0","0,9",06:50,"14,6",15:10,27,"1,4","3,9",15:50,65,85,22:40,48,00:00
2019-02-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,6","0,0","0,5",04:50,"16,6",15:40,12,"3,9","12,5",15:10,51,93,04:50,28,20:00
2019-02-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,0",,,,,,"0,8",,,64,,,,
2019-02-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,1","0,0","2,0",02:40,"14,2",15:30,27,"0,8","3,6",12:30,79,98,05:40,55,15:00
2019-02-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,6","0,0","1,0",07:10,"14,3",15:20,13,"0,6","4,7",03:30,81,99,08:10,63,Varias
2019-02-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,6","0,0","1,7",06:50,"17,4",16:00,22,"1,1","5,0",15:30,73,99,Varias,41,16:30
2019-02-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,8","0,0","2,2",07:00,"19,3",14:00,35,"2,5","9,7",13:40,54,90,07:30,30,13:00
2019-02-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,2","0,0","2,8",07:30,"17,6",15:00,13,"0,3","4,7",23:59,68,89,07:50,53,Varias
2019-02-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,9","0,0","2,1",07:20,"17,7",16:00,14,"0,8","5,3",00:30,74,99,Varias,51,15:50
2019-02-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,3","0,0","2,6",23:59,"16,0",13:40,36,"1,9","8,3",10:50,76,99,Varias,55,Varias
2019-03-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,0","0,0","1,3",05:40,"14,6",15:00,31,"2,2","8,3",14:50,70,99,Varias,48,15:20
2019-03-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,2","0,0","4,2",00:50,"16,1",14:30,31,"1,4","10,0",11:20,67,97,Varias,50,Varias
2019-03-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,6","0,0","2,9",07:10,"18,2",18:50,16,"1,9","13,9",19:30,61,96,07:30,35,18:00
2019-03-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,7","0,0","5,2",22:00,"14,2",,31,"2,5","7,8",08:10,66,87,23:59,38,00:00
2019-03-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,4","0,0","2,7",07:20,"16,1",13:40,17,"2,8","13,6",14:20,65,94,07:20,49,14:40
2019-03-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"11,1","11,4","6,8",16:10,"15,4",10:00,23,"3,9","22,2",16:00,73,99,16:10,58,00:00
