fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2023-01-01,2462,PUERTO DE NAVACERRADA,MADRID,1893,"4,6","1,8","2,4",09:30,"6,7",13:30,16,"7,5","20,3",18:10,"2,0","818,0",00,"812,5",19,62,92,09:20,52,00:30
2023-01-02,2462,PUERTO DE NAVACERRADA,MADRID,1893,"1,2","0,8","-1,1",23:40,"3,5",00:00,21,"1,4","16,7",01:00,"0,2","818,0",24,"813,4",03,98,100,Varias,88,00:00
2023-01-03,2462,PUERTO DE NAVACERRADA,MADRID,1893,"2,1","0,0","-2,4",03:50,"6,6",13:10,14,"1,4","6,7",01:50,"7,6","822,9",24,"817,4",01,78,100,00:00,11,21:30
2023-01-04,2462,PUERTO DE NAVACERRADA,MADRID,1893,"6,0","0,0","2,5",06:50,"9,4",13:40,30,"1,9","5,0",13:10,"8,2","824,5",11,"822,6",Varias,28,50,15:20,16,Varias
2023-01-05,2462,PUERTO DE NAVACERRADA,MADRID,1893,"7,0","0,0","2,5",23:30,"11,5",12:20,30,"1,1","3,6",Varias,"8,0","822,7",00,"818,1",24,36,64,17:20,26,05:50
2023-01-06,2462,PUERTO DE NAVACERRADA,MADRID,1893,"6,8","0,0","2,6",00:10,"11,0",12:30,23,"1,9","12,2",23:50,"8,0","818,1",00,"815,1",24,25,64,01:30,11,18:30
2023-01-07,2462,PUERTO DE NAVACERRADA,MADRID,1893,"1,6","26,8","-2,8",04:30,"6,1",12:40,21,"6,4","23,3",22:30,"1,9","815,2",00,"810,8",24,88,100,Varias,29,01:50
2023-01-08,2462,PUERTO DE NAVACERRADA,MADRID,1893,"4,0","42,6","2,5",23:59,"5,4",15:50,25,"8,1","24,2",08:40,"0,0","811,4",24,"807,7",15,100,100,Varias,97,14:00
2023-01-09,2462,PUERTO DE NAVACERRADA,MADRID,1893,"0,4","0,0","-2,0",23:40,"2,7",00:00,30,"5,0","19,2",05:50,"0,8","819,5",24,"811,1",01,91,100,Varias,73,17:50
2023-01-10,2462,PUERTO DE NAVACERRADA,MADRID,1893,"3,6","0,0","-2,0",00:00,"9,3",13:00,34,"3,1","10,0",16:20,"8,1","821,7",11,"819,3",02,81,99,Varias,56,14:00
