fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2013-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,4","0,0","10,0",07:30,"16,9",14:20,28,"1,1","8,9",18:30,"1017,6",00,"1014,1",14,78,88,Varias,61,14:50
2013-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,5","0,0","8,6",08:00,"18,4",13:40,02,"0,6","7,8",16:10,"1021,5",24,"1017,3",00,57,80,Varias,43,13:00
2013-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,8","0,0","7,4",07:30,"16,3",11:40,11,"1,4","11,4",12:20,"1032,5",24,"1021,5",00,64,76,07:30,52,11:50
2013-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,4","0,0","6,3",07:30,"16,6",11:20,13,"0,8","7,5",12:20,"1033,5",10,"1030,5",16,76,92,Varias,58,Varias
2013-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,0","7,5",04:50,"21,3",13:50,30,"0,8","7,8",23:59,"1030,9",00,"1024,5",24,60,93,05:50,31,14:40
2013-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,0","0,0","11,6",06:20,"20,4",13:00,26,"2,5","10,3",12:10,"1024,5",00,"1020,6",16,51,67,Varias,34,13:00
2013-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,8","0,0","10,1",07:40,"19,5",12:50,32,"3,6","10,8",15:10,"1022,5",23,"1019,3",14,55,78,05:10,38,13:00
2013-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,2","0,0","9,8",07:20,"18,7",12:40,25,"1,4","8,9",11:50,"1024,6",10,"1021,5",15,56,76,Varias,41,Varias
2013-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,2","0,0","9,8",01:40,"18,7",14:00,30,"1,4","11,7",14:20,"1022,9",00,"1019,4",14,57,71,01:10,49,13:50
2013-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"17,2","0,0","12,4",01:00,"21,9",13:00,26,"0,0","8,9",11:00,"1021,6",02,"1017,1",14,60,79,23:10,45,13:30
2013-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,5","0,0","12,1",07:00,"20,9",14:00,26,"0,0","6,1",11:00,"1018,6",09,"1015,3",14,63,83,Varias,44,13:30
2013-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,8","1,5","9,6",07:00,"19,9",12:20,28,"0,0","6,1",12:50,"1018,6",10,"1014,9",24,63,88,07:20,49,Varias
2013-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","0,1","9,8",02:10,"14,9",15:10,30,"0,8","11,9",15:20,"1014,9",00,"1011,9",Varias,66,90,06:40,47,15:10
2013-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,9","0,0","9,5",Varias,"16,3",14:20,31,"0,0","10,3",02:50,"1019,1",11,"1014,7",Varias,49,73,00:00,38,14:10
2013-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,6","0,0","8,6",07:50,"14,7",13:20,35,"0,6","11,7",14:30,"1019,2",22,"1016,5",Varias,59,68,Varias,52,Varias
2013-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","0,0","11,2",02:30,"14,7",16:00,27,"2,8","13,6",11:30,"1018,7",00,"1012,7",24,62,74,Varias,60,16:10
2013-01-17,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,6","0,0","14,2",,"19,0",14:30,27,"4,2","13,3",04:30,"1014,4",10,"1011,5",04,62,79,00:40,50,14:30
2013-01-18,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"18,0","0,3","14,5",00:20,"21,6",11:20,31,"1,9","10,6",04:50,"1012,7",00,"1001,2",24,68,78,01:00,61,12:50
2013-01-19,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","14,8","11,0",23:59,"17,0",04:30,31,"7,2","20,3",14:10,"1001,2",00,"987,8",09,64,94,08:40,44,13:50
2013-01-20,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,3","5,8","9,9",07:00,"14,7",14:00,27,"4,7","16,1",11:50,"1006,3",11,"995,9",00,58,85,22:00,49,13:50
2013-01-21,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","9,1",23:59,"15,4",14:10,27,"3,9","12,8",03:40,"1013,0",23,"1002,8",02,55,96,01:50,45,14:10
2013-01-22,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"9,9","0,9","5,6",07:30,"14,2",13:20,31,"1,7","12,8",20:00,"1013,1",10,"1008,2",17,71,85,07:30,53,10:50
2013-01-23,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,6","0,0","9,0",07:50,"14,1",14:20,31,"3,3","16,9",02:20,"1018,1",12,"1010,5",00,50,66,23:59,40,13:10
2013-01-24,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,2","1,0","9,5",00:50,"16,8",10:00,31,"3,9","13,9",09:20,"1016,4",00,"1010,8",18,72,82,13:40,58,10:30
2013-01-25,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,1","0,0","11,2",06:30,"17,0",16:00,31,"2,2","8,6",09:20,"1014,1",24,"1010,7",16,75,85,Varias,67,01:00
2013-01-26,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,6","0,0","13,7",23:59,"19,5",14:40,27,"3,9","13,1",04:20,"1017,1",22,"1013,3",03,64,84,02:50,53,Varias
2013-01-27,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,0","0,0","12,0",07:30,"18,0",11:10,32,"3,3","12,2",15:10,"1018,2",24,"1014,9",15,65,80,Varias,52,11:00
2013-01-28,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,8","0,0","9,6",23:00,"19,9",14:50,27,"2,2","15,0",00:40,"1023,8",23,"1017,9",00,55,73,06:40,37,15:20
2013-01-29,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,3","0,0","7,3",01:50,"21,3",13:10,27,"1,4","5,3",06:30,"1024,0",01,"1021,3",16,51,79,Varias,34,13:00
2013-01-30,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,6","0,0","6,2",06:30,"25,1",15:50,31,"1,9","6,1",23:00,"1025,1",10,"1022,0",Varias,50,77,04:10,28,15:30
2013-01-31,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,2","0,0","11,4",23:50,"21,0",11:20,27,"1,4","7,2",01:00,"1026,3",11,"1023,2",16,46,70,23:50,37,11:20
2013-02-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"17,5","0,0","11,3",00:50,"23,7",12:50,27,"3,6","12,8",22:50,"1024,0",00,"1015,3",24,51,70,00:00,35,Varias
2013-02-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,2","0,0","9,5",23:59,"16,9",15:10,27,"4,2","16,1",09:40,"1019,6",24,"1012,5",06,53,70,04:10,42,16:20
2013-02-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,8","0,0","7,4",23:59,"18,1",14:30,36,"2,8","12,5",03:50,"1024,6",24,"1018,2",03,52,63,18:00,28,14:50
2013-02-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,0","0,0","5,5",06:20,"16,5",14:00,13,"1,9","6,7",12:00,"1026,2",10,"1023,2",17,58,86,23:50,50,Varias
