fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
2021-01-01,0200E,"BARCELONA, FABRA",BARCELONA,408,"5,0","1,2","3,3",23:59,"6,6",Varias,34,"5,8","13,6",23:59,"0,4","957,9",00,"955,1",Varias,71
2021-01-02,0200E,"BARCELONA, FABRA",BARCELONA,408,"3,9","0,0","0,4",07:28,"7,4",12:51,33,"8,3","15,0",07:59,"5,4","958,8",24,"954,8",06,62
2021-01-03,0200E,"BARCELONA, FABRA",BARCELONA,408,"4,8","0,0","0,3",09:27,"9,4",14:14,31,"4,2","13,3",03:42,"6,9","961,4",22,"958,7",05,47
2021-01-04,0200E,"BARCELONA, FABRA",BARCELONA,408,"4,8","0,0","0,8",08:10,"8,9",14:08,33,"2,2","11,9",09:16,"7,7","961,1",00,"957,7",Varias,63
2021-01-05,0200E,"BARCELONA, FABRA",BARCELONA,408,"4,7","0,0","0,7",07:20,"8,7",12:15,33,"2,5","9,7",03:49,"5,2","962,3",Varias,"959,3",04,79
2021-01-06,0200E,"BARCELONA, FABRA",BARCELONA,408,"4,9","0,3","1,0",Varias,"8,8",14:37,01,"2,5","7,8",21:55,"7,3","965,8",Varias,"962,2",00,71
2021-01-07,0200E,"BARCELONA, FABRA",BARCELONA,408,"3,4","0,0","1,8",Varias,"5,1",Varias,34,"2,5","9,4",22:43,"0,3","965,3",00,"962,1",04,77
2021-01-08,0200E,"BARCELONA, FABRA",BARCELONA,408,"2,3","4,5","-0,2",05:44,"4,8",Varias,04,"2,5","11,9",23:04,"3,2","964,1",10,"960,3",24,67
2021-01-09,0200E,"BARCELONA, FABRA",BARCELONA,408,"2,3","10,4","0,5",02:51,"4,1",Varias,06,"12,2","21,1",18:13,"0,0","960,3",00,"955,0",14,94
2021-01-10,0200E,"BARCELONA, FABRA",BARCELONA,408,"3,8","4,6","2,3",23:59,"5,2",08:38,04,"5,6","23,3",00:19,"0,0","965,9",24,"956,0",01,80
2021-01-11,0200E,"BARCELONA, FABRA",BARCELONA,408,"4,0","0,0","-0,5",22:20,"8,4",12:48,31,"7,5","14,7",22:09,"7,8","971,8",24,"965,9",00,72
2021-01-12,0200E,"BARCELONA, FABRA",BARCELONA,408,"2,6","0,0","-0,2",Varias,"5,5",14:10,33,"11,9","17,5",10:07,"9,2","975,1",22,"971,6",01,60
2021-01-13,0200E,"BARCELONA, FABRA",BARCELONA,408,"5,7","0,0","1,9",Varias,"9,5",14:04,32,"12,5","17,8",08:45,"9,3","976,3",12,"974,0",Varias,67
2021-01-14,0200E,"BARCELONA, FABRA",BARCELONA,408,"5,6","0,0","2,6",Varias,"8,6",13:06,33,"7,8","16,4",02:45,"8,9","974,9",00,"970,9",Varias,72
2021-01-15,0200E,"BARCELONA, FABRA",BARCELONA,408,"6,3","0,0","3,4",Varias,"9,2",14:49,34,"5,6","15,3",05:48,"7,5","971,6",11,"970,0",Varias,68
2021-01-16,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,0","0,0","4,1",Varias,"12,0",14:18,32,"2,5","12,8",09:56,"8,0","976,0",20,"970,8",00,56
2021-01-17,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,1","0,0","5,3",01:06,"14,9",15:33,31,"5,6","16,9",02:53,"9,5","975,7",24,"971,1",14,41
2021-01-18,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,1",Ip,"7,3",23:50,"10,9",11:49,27,"3,6","10,0",02:27,"4,0","977,8",11,"975,2",05,81
2021-01-19,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,3","0,0","6,4",03:20,"14,2",13:43,27,"6,1","11,4",03:38,"8,5","977,0",00,"970,9",24,76
