fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
2016-01-01,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,4","0,3","9,4",05:11,"13,4",13:38,25,"4,7","11,9",23:54,"0,8","976,2",00,"967,8",24,87
2016-01-02,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,2","0,0","8,4",23:59,"14,0",15:25,26,"2,8","13,3",00:22,"6,0","969,9",21,"965,6",06,74
2016-01-03,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,8",Ip,"5,6",06:35,"12,0",14:06,26,"3,9","13,3",22:40,"0,4","969,5",01,"955,7",24,67
2016-01-04,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,6","0,7","8,1",23:59,"11,2",Varias,26,"2,8","10,3",10:27,"0,0","955,8",10,"951,9",19,88
2016-01-05,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,3","0,0","5,6",23:50,"13,0",13:24,23,"4,2","9,7",15:21,"5,7","957,4",23,"952,3",02,71
2016-01-06,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,8","0,0","4,6",Varias,"11,0",13:32,29,"2,2","14,7",09:58,"5,9","961,4",19,"956,4",03,62
2016-01-07,0200E,"BARCELONA, FABRA",BARCELONA,408,"12,4","0,0","7,4",03:45,"17,5",13:41,25,"6,1","16,4",08:40,"1,6","961,6",22,"959,0",Varias,66
2016-01-08,0200E,"BARCELONA, FABRA",BARCELONA,408,"17,2","0,0","12,6",04:53,"21,8",13:21,26,"5,3","15,3",13:33,"8,1","961,4",10,"958,0",24,64
2016-01-09,0200E,"BARCELONA, FABRA",BARCELONA,408,"14,4","0,0","11,7",23:59,"17,1",14:52,25,"3,3","13,3",19:11,"3,6","959,3",23,"956,6",14,61
2016-01-10,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,7",Ip,"10,8",01:30,"16,6",13:10,22,"10,3","18,9",23:50,"6,0","959,2",01,"955,8",24,56
2016-01-11,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,0",Ip,"9,7",23:59,"16,4",Varias,27,"8,1","19,7",14:58,"4,9","964,3",24,"954,0",03,58
2016-01-12,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,8","0,0","6,3",07:17,"13,4",Varias,26,"2,5","17,5",03:02,"8,7","971,3",Varias,"964,1",Varias,56
2016-01-13,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,8","0,0","4,2",07:38,"13,3",12:11,32,"5,8","13,3",00:39,"6,2","977,0",10,"970,8",24,68
2016-01-14,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,4",Ip,"6,9",00:43,"12,0",Varias,32,"6,1","15,6",14:42,"4,0","970,8",00,"962,4",14,61
2016-01-15,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,0","0,1","4,3",23:59,"9,6",15:46,36,"4,2","17,8",20:48,"1,1","972,5",24,"967,5",05,79
2016-01-16,0200E,"BARCELONA, FABRA",BARCELONA,408,"5,6","0,0","1,1",06:25,"10,1",15:45,33,"3,9","17,8",08:16,"9,4","975,7",22,"972,0",05,39
2016-01-17,0200E,"BARCELONA, FABRA",BARCELONA,408,"6,6","0,0","1,5",06:39,"11,6",Varias,33,"4,7","16,4",05:14,"8,3","975,7",10,"970,2",24,58
2016-01-18,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,4",Ip,"5,7",23:00,"13,0",13:20,24,"2,8","7,5",17:55,"4,3","970,2",00,"963,0",16,65
2016-01-19,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,0","0,0","4,0",07:45,"12,0",13:23,34,"4,2","10,0",06:55,"8,5","968,4",11,"965,2",00,74
2016-01-20,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,4","0,0","6,6",Varias,"14,3",Varias,26,"3,9","8,9",00:47,"8,2","968,9",Varias,"966,7",Varias,72
2016-01-21,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,1","0,0","6,9",06:20,"11,3",Varias,25,"2,8","6,1",21:41,"4,6","976,1",24,"968,5",02,83
2016-01-22,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,8","0,0","7,6",06:48,"14,1",13:25,26,"4,4","9,7",07:10,"2,4","982,0",24,"976,1",00,84
2016-01-23,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,9","0,0","9,9",Varias,"17,9",13:38,31,"3,9","7,8",20:03,"7,9","984,5",11,"982,0",00,72
2016-01-24,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,2",Ip,"9,5",Varias,"12,9",Varias,05,"2,5","8,6",08:37,"0,2","985,8",11,"983,0",02,93
2016-01-25,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,4",Ip,"9,9",23:59,"16,8",14:50,24,"3,1","8,1",10:19,"4,3","983,5",00,"980,6",16,85
2016-01-26,0200E,"BARCELONA, FABRA",BARCELONA,408,"12,8","0,0","9,1",Varias,"16,6",Varias,30,"3,6","10,6",21:31,"5,8","983,0",10,"980,8",Varias,86
2016-01-27,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,0","0,0","7,7",06:11,"18,2",14:30,27,"5,0","12,2",07:35,"9,3","981,0",00,"977,8",Varias,76
2016-01-28,0200E,"BARCELONA, FABRA",BARCELONA,408,"12,1","0,0","7,7",03:26,"16,5",14:32,28,"6,1","12,8",04:05,"8,8","980,6",24,"977,0",03,79
2016-01-29,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,6","0,0","10,0",23:59,"13,3",13:05,34,"1,7","10,6",00:03,"0,0","983,7",10,"980,6",00,84
