fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,tmax,sol
2023-01-01,8416,VALÈNCIA,VALENCIA,11,"12,2","0,0","7,2","17,2","6,2"
2023-01-02,8416,VALÈNCIA,VALENCIA,11,"12,3",Ip,"7,0","17,6","1,6"
2023-01-03,8416,VALÈNCIA,VALENCIA,11,"13,4","0,0","8,7","18,2","4,0"
2023-01-04,8416,VALÈNCIA,VALENCIA,11,"13,4","0,0","9,0","17,7","8,4"
2023-01-05,8416,VALÈNCIA,VALENCIA,11,"12,0","0,0","6,7","17,4","8,5"
2023-01-06,8416,VALÈNCIA,VALENCIA,11,"11,6","0,0","5,4","17,8","8,6"
2023-01-07,8416,VALÈNCIA,VALENCIA,11,"11,9","0,0","4,6","19,2","8,5"
2023-01-08,8416,VALÈNCIA,VALENCIA,11,"13,6","0,0","5,8","21,5","2,5"
2023-01-09,8416,VALÈNCIA,VALENCIA,11,"19,7","0,0","16,2","23,2","8,0"
2023-01-10,8416,VALÈNCIA,VALENCIA,11,"15,0","0,0","8,8","21,2","8,7"
2023-01-11,8416,VALÈNCIA,VALENCIA,11,"15,2","0,0","8,2","22,1","8,4"
2023-01-12,8416,VALÈNCIA,VALENCIA,11,"13,4","0,0","8,1","18,8","8,7"
2023-01-13,8416,VALÈNCIA,VALENCIA,11,"13,1","0,0","7,0","19,2","6,4"
2023-01-14,8416,VALÈNCIA,VALENCIA,11,"14,0","0,0","7,2","20,9","8,8"
2023-01-15,8416,VALÈNCIA,VALENCIA,11,"13,2","0,0","7,3","19,2","6,5"
2023-01-16,8416,VALÈNCIA,VALENCIA,11,"13,6","0,0","9,4","17,7","4,1"
2023-01-17,8416,VALÈNCIA,VALENCIA,11,"15,0","0,6","9,8","20,1","6,5"
2023-01-18,8416,VALÈNCIA,VALENCIA,11,"11,0","0,0","7,4","14,7","7,5"
2023-01-19,8416,VALÈNCIA,VALENCIA,11,"10,6","0,0","6,3","14,9","8,5"
2023-01-20,8416,VALÈNCIA,VALENCIA,11,"12,8","0,0","7,2","18,4","7,2"
2023-01-21,8416,VALÈNCIA,VALENCIA,11,"9,6","0,0","5,5","13,7","9,0"
2023-01-22,8416,VALÈNCIA,VALENCIA,11,"9,8","0,0","4,8","14,7","9,0"
2023-01-23,8416,VALÈNCIA,VALENCIA,11,"7,6","0,0","2,3","12,8","6,6"
2023-01-24,8416,VALÈNCIA,VALENCIA,11,"7,5","0,0","3,2","11,8","8,5"
2023-01-25,8416,VALÈNCIA,VALENCIA,11,"10,0","0,0","4,6","15,5","1,4"
2023-01-26,8416,VALÈNCIA,VALENCIA,11,"9,5","0,0","4,5","14,5","9,0"
2023-01-27,8416,VALÈNCIA,VALENCIA,11,"8,6","0,0","2,8","14,4","9,1"
2023-01-28,8416,VALÈNCIA,VALENCIA,11,"8,7","0,0","4,2","13,2","9,2"
2023-01-29,8416,VALÈNCIA,VALENCIA,11,"6,8",Ip,"3,2","10,3","2,5"
2023-01-30,8416,VALÈNCIA,VALENCIA,11,"9,2","0,0","4,0","14,3","9,4"
2023-01-31,8416,VALÈNCIA,VALENCIA,11,"9,0","0,0","1,9","16,0","9,5"
2023-02-01,8416,VALÈNCIA,VALENCIA,11,"9,6","0,0","4,1","15,0","9,2"
2023-02-02,8416,VALÈNCIA,VALENCIA,11,"10,6","0,0","4,7","16,5","9,3"
2023-02-03,8416,VALÈNCIA,VALENCIA,11,"11,0","0,0","4,2","17,8","9,4"
2023-02-04,8416,VALÈNCIA,VALENCIA,11,"14,4","0,0","6,5","22,2","9,4"
2023-02-05,8416,VALÈNCIA,VALENCIA,11,"11,4","0,0","4,9","17,8","9,4"
2023-02-06,8416,VALÈNCIA,VALENCIA,11,"8,2","3,5","5,9","10,5","0,0"
2023-02-07,8416,VALÈNCIA,VALENCIA,11,"10,6","2,3","7,6","13,6","4,0"
2023-02-08,8416,VALÈNCIA,VALENCIA,11,"9,2","30,2","7,8","10,6","0,0"
2023-02-09,8416,VALÈNCIA,VALENCIA,11,"10,8","0,0","8,0","13,7","2,4"
2023-02-10,8416,VALÈNCIA,VALENCIA,11,"9,6","0,0","5,1","14,2","5,7"
2023-02-11,8416,VALÈNCIA,VALENCIA,11,"9,4","0,0","4,7","14,0","4,2"
2023-02-12,8416,VALÈNCIA,VALENCIA,11,"9,4","0,0","4,3","14,5","1,8"
2023-02-13,8416,VALÈNCIA,VALENCIA,11,"9,7","0,0","4,4","15,0","4,0"
2023-02-14,8416,VALÈNCIA,VALENCIA,11,"9,3","0,0","4,9","13,7","0,5"
