fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-01-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,8","4,3","0,1",07:40,"5,4",13:40,34,"1,1","11,4",15:00,77,90,Varias,63,14:40
2021-01-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,3","0,1","-1,6",06:00,"2,2",14:10,06,"1,4","8,3",20:40,75,92,Varias,62,14:20
2021-01-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,6","0,0","-2,7",03:50,"3,8",14:10,03,"0,8","4,7",01:20,85,89,Varias,68,00:00
2021-01-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,1","3,0","-0,2",Varias,"2,4",14:30,28,"1,9","5,6",11:50,86,92,Varias,80,12:30
2021-01-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,3","0,1","0,1",07:00,"2,5",12:40,05,"0,8","5,0",21:00,84,92,Varias,73,14:30
2021-01-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,0","0,0","-3,4",08:00,"5,3",15:20,27,"0,8","3,9",15:50,76,88,Varias,56,15:20
2021-01-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"-0,6","0,0","-4,6",06:00,"3,4",15:40,35,"1,1","5,3",16:00,79,90,07:00,62,14:30
2021-01-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"-1,2","0,0","-5,6",07:00,"3,1",14:20,34,"0,8","3,3",16:00,73,88,Varias,57,16:10
2021-01-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"-1,0","8,2","-1,7",05:00,"-0,2",Varias,99,"1,4","3,9",14:40,87,92,Varias,79,00:00
2021-01-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"-1,6","0,1","-4,9",23:50,"1,8",13:00,34,"2,2","7,5",14:00,76,93,Varias,66,14:20
2021-01-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"-0,5","0,0","-4,7",,"3,7",14:20,99,"3,1","8,1",Varias,62,80,20:40,50,14:10
2021-01-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,6","0,0","-4,0",02:30,"5,1",15:20,05,"1,1","5,8",04:10,71,87,23:30,66,11:50
