fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2015-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,6","0,0","6,1",07:40,"17,2",13:40,27,"2,8","12,2",02:10,"1032,0",Varias,"1023,7",01,63,83,Varias,35,01:20
2015-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,8","0,0","5,9",08:10,"17,8",13:30,35,"0,8","4,2",05:50,"1034,4",23,"1031,5",02,70,94,23:40,56,Varias
2015-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","0,0","5,7",06:20,"19,0",14:40,27,"0,8","4,2",01:30,"1034,8",Varias,"1030,2",17,60,96,02:10,34,15:20
2015-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,6","0,0","6,1",Varias,"19,1",13:00,14,"1,1","5,0",13:30,"1030,3",00,"1025,0",Varias,54,68,23:59,41,14:40
2015-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,7","0,0","5,6",08:00,"17,8",13:20,32,"0,8","5,0",00:40,"1026,2",10,"1022,6",24,74,94,22:00,59,Varias
2015-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,2","0,0","8,4",07:10,"17,9",13:00,32,"1,7","4,2",01:00,"1022,9",10,"1019,2",15,75,91,19:50,52,13:00
2015-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,8","0,0","5,9",08:00,"17,7",14:00,14,"2,5","6,1",13:30,"1027,6",24,"1021,6",01,74,91,23:30,56,11:30
2015-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,5","0,0","9,5",07:50,"17,5",12:50,14,"2,5","7,2",14:10,"1034,7",23,"1027,5",00,75,94,Varias,55,12:50
2015-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,9","0,0","8,6",08:20,"17,2",12:20,13,"1,9","6,7",13:20,"1038,4",10,"1034,5",01,78,95,07:00,61,12:10
2015-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,9","0,0","6,4",05:30,"19,4",13:20,27,"1,7","4,7",09:40,"1036,3",00,"1025,7",24,73,97,Varias,47,Varias
2015-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,9","0,0","8,2",00:10,"23,6",15:00,27,"3,9","10,6",Varias,"1025,9",00,"1020,5",14,39,76,00:00,25,Varias
2015-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","9,4",02:00,"17,8",15:20,14,"2,2","6,4",13:30,"1028,7",10,"1024,4",24,76,91,Varias,49,00:00
2015-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,0","9,4",07:50,"19,5",14:10,99,"1,1","4,2",Varias,"1024,4",00,"1019,5",15,79,95,07:40,58,13:30
2015-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,2","0,0","9,7",05:50,"20,6",13:30,18,"1,1","5,0",17:30,"1022,2",11,"1018,6",14,73,96,Varias,44,13:10
2015-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,3","4,2","8,0",07:50,"18,6",15:40,14,"1,1","4,2",13:10,"1019,7",00,"1012,1",24,73,98,02:10,58,15:40
2015-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,,"0,0",,,,,31,"3,3","13,9",14:30,"1019,2",24,"1009,2",05,,97,05:00,40,Varias
2015-01-17,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,,"3,2",,,,,27,"3,3","10,3",14:10,"1021,6",10,"1017,9",16,,79,05:10,31,15:40
2015-01-18,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,,"22,2",,,,,13,"2,5","7,2",16:30,"1018,1",00,"1003,1",24,,99,23:50,59,03:10
2015-01-19,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,,"0,4",,,,,31,"3,9","11,9",11:00,"1010,0",24,"998,5",05,,99,Varias,49,Varias
2015-01-20,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,2","9,9","5,3",07:50,"15,2",12:30,31,"3,1","10,0",14:20,"1010,0",00,"1005,0",17,64,95,Varias,38,11:50
2015-01-21,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,1","0,0","6,5",06:40,"13,7",15:20,27,"3,1","11,4",11:30,"1011,5",11,"1006,6",00,61,83,02:30,43,15:10
2015-01-22,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,8","0,0","7,6",23:30,"14,0",15:10,31,"3,3","13,1",10:20,"1017,8",24,"1008,9",00,54,65,02:40,44,15:10
2015-01-23,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,1","0,0","4,6",05:50,"15,6",14:00,32,"3,1","9,2",15:10,"1020,5",10,"1017,2",04,57,83,05:50,35,15:30
2015-01-24,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","6,9",04:50,"17,6",14:10,31,"2,2","8,9",02:00,"1020,5",20,"1017,7",06,44,71,04:40,31,Varias
2015-01-25,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,0","0,0","7,8",01:00,"22,3",13:10,27,"1,9","10,8",09:40,"1020,4",01,"1016,5",14,41,67,19:30,24,14:20
2015-01-26,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,5","0,0","8,6",05:10,"18,4",11:00,31,"1,7","9,4",00:40,"1023,2",23,"1018,9",01,60,94,Varias,33,11:00
2015-01-27,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,9","0,0","6,7",05:50,"21,1",15:40,27,"2,2","10,0",21:10,"1022,8",00,"1017,8",16,57,96,03:10,30,15:30
2015-01-28,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,8","0,0","12,2",00:40,"21,5",12:30,31,"3,1","9,4",06:30,"1019,2",11,"1016,5",16,51,80,18:50,34,13:10
2015-01-29,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","0,0","10,1",05:30,"18,0",13:00,31,"2,2","13,1",13:30,"1017,0",01,"1010,9",Varias,61,73,Varias,52,14:30
2015-01-30,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"17,4","0,3","14,9",01:00,"20,0",12:40,31,"4,2","14,7",13:40,"1010,9",00,"1002,0",24,67,74,Varias,61,Varias
2015-01-31,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,6","0,4","10,1",23:59,"19,1",10:30,27,"6,1","18,3",11:10,"1009,8",24,"997,4",07,57,79,04:00,44,14:50
2015-02-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,4","0,0","6,9",07:40,"14,0",14:20,35,"3,1","11,4",14:50,"1015,9",11,"1009,8",00,51,65,03:50,43,Varias
2015-02-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,8","0,0","6,6",05:40,"15,1",14:00,27,"1,7","11,9",13:10,"1014,9",00,"1006,5",24,61,73,23:40,50,Varias
2015-02-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,2","0,1","12,1",00:10,"16,4",13:50,31,"5,3","15,3",06:30,"1006,7",Varias,"1000,7",24,53,73,00:00,47,Varias
2015-02-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,8","0,0","8,2",23:59,"13,3",,27,"3,6","15,0",04:30,"1008,3",24,"998,6",04,51,75,00:30,38,Varias
2015-02-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"8,8","0,0","5,2",05:50,"12,5",16:00,31,"3,1","14,2",12:50,"1012,5",Varias,"1007,5",03,42,55,Varias,35,Varias
2015-02-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"7,8","0,0","1,4",07:30,"14,1",15:50,27,"2,2","10,6",12:20,"1012,2",00,"1007,8",16,48,73,07:40,35,Varias
2015-02-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"7,7","0,1","3,2",05:10,"12,2",15:10,31,"1,7","7,2",11:00,"1015,6",23,"1009,7",04,66,82,23:20,55,10:10
2015-02-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,5","0,0","7,3",Varias,"13,7",12:20,13,"3,3","10,6",12:30,"1017,4",10,"1014,8",24,72,85,05:00,62,12:20
2015-02-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"9,9","0,0","4,3",07:00,"15,5",12:20,13,"5,0","16,1",12:40,"1017,0",Varias,"1013,3",04,67,92,02:30,41,11:10
2015-02-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","0,0","10,5",00:40,"14,3",14:00,13,"3,9","11,1",09:00,"1017,0",10,"1014,7",16,67,76,Varias,61,13:40
2015-02-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","4,9","7,3",06:50,"17,6",13:00,14,"1,9","6,1",12:40,"1015,8",00,"1012,5",17,70,92,Varias,52,12:40
2015-02-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,2","0,5","10,4",Varias,"15,9",13:30,09,"2,2","4,2",03:50,"1018,4",24,"1012,6",04,84,97,Varias,61,14:00
2015-02-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,6","2,9","8,5",06:50,"20,6",14:40,22,"1,7","5,8",13:20,"1020,1",24,"1016,7",15,63,97,02:30,38,14:40
2015-02-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,2","0,0","8,9",06:40,"19,4",15:00,32,"1,9","10,8",15:00,"1020,0",00,"1014,7",Varias,61,85,07:50,43,14:50
2015-02-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,8","0,0","12,2",03:40,"17,5",14:00,31,"3,9","16,4",10:40,"1015,5",23,"1010,4",14,61,82,05:30,50,Varias
