fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2017-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,2","0,0","9,6",23:59,"16,7",15:20,11,"1,7","6,9",09:10,"1024,7",00,"1017,6",24,56,83,23:59,50,Varias
2017-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,8","0,0","8,2",02:40,"17,3",13:40,13,"1,1","6,1",12:00,"1019,7",Varias,"1015,8",06,70,91,Varias,56,13:00
2017-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,0","8,4",07:40,"20,3",14:50,26,"1,9","5,3",11:50,"1022,1",23,"1019,0",15,67,91,Varias,50,14:40
2017-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,8","0,0","11,6",04:00,"21,9",13:50,30,"2,5","7,8",23:30,"1022,0",00,"1018,2",Varias,61,74,Varias,47,Varias
2017-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"17,0","0,0","12,0",23:59,"21,9",13:30,29,"3,1","9,2",10:00,"1019,3",00,"1014,4",14,66,82,18:50,43,15:30
2017-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","9,9",08:20,"17,3",12:40,10,"3,1","8,9",11:40,"1023,7",24,"1019,0",00,78,89,Varias,65,12:40
2017-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,6","0,0","11,6",23:59,"17,5",12:40,11,"2,5","7,2",01:30,"1024,9",10,"1022,3",14,64,79,23:59,55,Varias
2017-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","0,0","8,4",22:50,"17,6",13:10,18,"1,1","5,0",13:30,"1024,6",10,"1020,3",24,69,91,08:00,49,14:30
2017-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,8","0,0","6,3",05:40,"17,3",13:00,15,"1,7","5,6",15:30,"1021,9",10,"1018,7",15,70,95,23:50,49,11:10
2017-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","0,0","6,4",01:10,"18,0",13:50,31,"2,2","11,9",15:40,"1019,3",00,"1011,0",14,47,96,Varias,38,14:40
2017-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"17,0","0,0","10,9",23:59,"23,2",13:30,35,"3,6","11,1",10:20,"1023,0",Varias,"1012,2",04,55,85,23:50,35,Varias
2017-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,9","0,0","8,1",06:40,"19,7",15:10,28,"1,7","5,8",22:20,"1024,2",09,"1017,7",24,71,94,07:30,52,Varias
2017-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,9","0,0","10,1",23:10,"17,7",13:50,28,"3,6","12,2",10:00,"1018,6",Varias,"1014,9",14,56,70,00:40,47,Varias
2017-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,7","0,0","8,1",23:10,"17,3",12:00,28,"1,7","6,4",01:40,"1022,4",Varias,"1017,7",04,59,70,19:20,44,22:10
2017-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,7","0,0","5,4",04:50,"18,0",14:30,29,"2,8","7,5",15:30,"1024,4",09,"1020,1",Varias,41,58,Varias,31,14:40
2017-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,2","0,0","7,3",04:40,"19,2",13:40,28,"2,2","9,4",16:20,"1021,6",00,"1015,1",17,42,58,04:30,32,14:10
2017-01-17,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,9","0,0","10,3",07:00,"19,5",13:40,28,"3,6","11,7",09:10,"1015,2",00,"1009,8",17,45,73,23:59,37,Varias
2017-01-18,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"7,3","2,4","3,1",23:00,"11,5",,30,"2,5","9,7",23:30,"1013,1",21,"1010,5",Varias,46,94,Varias,33,08:00
2017-01-19,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"6,8","1,9","3,5",00:20,"10,0",15:00,99,"4,4","10,8",Varias,"1011,7",00,"1006,6",23,75,97,Varias,53,16:00
2017-01-20,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,0","0,0","5,1",08:00,"14,8",15:00,25,"2,5","7,5",12:20,"1012,8",23,"1006,7",00,65,85,05:10,46,15:20
2017-01-21,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,3","0,0","5,7",07:40,"14,9",16:00,27,"4,4","10,8",10:30,"1012,7",24,"1008,7",15,61,80,Varias,49,16:00
2017-01-22,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","0,0","8,9",Varias,"17,1",14:40,29,"3,1","10,8",01:00,"1013,9",10,"1010,5",15,47,67,23:59,37,15:30
2017-01-23,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,4","0,0","7,2",05:50,"17,7",14:00,30,"2,5","8,9",12:10,"1017,1",Varias,"1012,0",14,51,71,Varias,37,14:20
2017-01-24,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,8","0,0","7,6",07:40,"18,0",13:40,29,"3,1","9,2",13:40,"1019,6",10,"1016,6",02,48,68,07:30,35,14:40
2017-01-25,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","8,0",03:50,"19,2",12:50,29,"2,8","9,4",05:50,"1018,6",00,"1013,3",16,45,62,23:50,33,14:30
2017-01-26,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,6","10,6","8,6",07:40,"16,7",12:50,13,"2,2","9,4",23:40,"1014,9",00,"1008,5",24,64,97,23:40,47,12:50
2017-01-27,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,4","0,2","10,1",06:00,"16,6",13:20,29,"1,7","10,6",14:10,"1016,5",24,"1007,6",04,66,98,00:00,44,Varias
2017-01-28,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,4","0,0","9,5",07:30,"17,2",15:00,31,"1,7","10,0",11:40,"1022,0",23,"1016,5",00,55,71,23:40,40,15:10
2017-01-29,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","9,6",07:00,"17,6",13:40,29,"1,7","6,1",02:50,"1022,5",23,"1019,9",15,67,89,Varias,41,12:50
2017-01-30,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,3","0,0","6,3",06:40,"18,3",13:50,28,"1,9","4,7",07:10,"1022,1",00,"1015,3",24,75,96,07:00,49,13:40
2017-01-31,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,1","0,0","6,2",07:20,"18,0",12:40,15,"1,9","4,7",12:50,"1015,3",00,"1010,8",14,73,92,07:40,49,Varias
