fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2014-01-01,2422,VALLADOLID,VALLADOLID,734,"7,1","7,8","5,5",02:50,"8,7",15:30,24,"2,5","10,0",16:20,"0,0","933,3",00,"926,0",24,97,100,Varias,90,12:20
2014-01-02,2422,VALLADOLID,VALLADOLID,734,"9,4","18,0","7,5",09:10,"11,2",Varias,26,"2,2","8,1",20:00,"0,0","928,7",Varias,"925,7",14,100,100,Varias,97,00:00
2014-01-03,2422,VALLADOLID,VALLADOLID,734,"9,3","5,4","7,9",22:40,"10,7",00:00,26,"2,8","9,4",13:00,"0,0","933,1",10,"928,5",01,98,100,Varias,87,15:20
2014-01-04,2422,VALLADOLID,VALLADOLID,734,"4,7","9,2","1,4",20:20,"8,0",00:00,26,"5,6","18,9",08:20,"2,1","934,6",24,"921,5",11,89,99,00:00,80,13:50
2014-01-05,2422,VALLADOLID,VALLADOLID,734,"5,5","0,2","2,1",00:00,"8,9",15:30,20,"1,9","7,2",22:30,"0,0","935,4",03,"933,5",06,90,100,10:30,84,06:20
2014-01-06,2422,VALLADOLID,VALLADOLID,734,"9,2","3,1","7,5",Varias,"11,0",14:40,22,"2,8","13,9",11:20,"1,3","934,2",00,"930,0",14,82,97,02:10,75,11:10
2014-01-07,2422,VALLADOLID,VALLADOLID,734,"9,4","2,4","7,5",03:00,"11,3",15:50,19,"1,7","6,7",12:44,"0,2","935,0",Varias,"931,2",05,94,100,08:30,87,00:00
2014-01-08,2422,VALLADOLID,VALLADOLID,734,"9,1","0,0","5,7",07:40,"12,5",15:00,18,"1,1","5,3",21:10,"1,5","935,0",Varias,"933,0",05,82,100,Varias,58,15:10
2014-01-09,2422,VALLADOLID,VALLADOLID,734,"8,1","0,0","3,9",Varias,"12,3",15:20,17,"0,6","3,1",00:00,"0,5","935,3",11,"932,8",16,77,96,23:30,60,13:40
2014-01-10,2422,VALLADOLID,VALLADOLID,734,"5,2","0,0","1,0",07:30,"9,3",Varias,01,"1,1","2,8",15:20,"2,7","933,1",00,"929,2",15,89,100,Varias,74,15:00
2014-01-11,2422,VALLADOLID,VALLADOLID,734,"5,6","0,0","0,0",08:20,"11,2",15:10,29,"1,1","2,5",01:20,"6,7","935,2",23,"930,4",01,89,100,Varias,65,15:50
2014-01-12,2422,VALLADOLID,VALLADOLID,734,"4,4","1,4","0,0",07:40,"8,9",15:50,27,"1,4","8,1",22:10,"0,2","937,9",11,"935,0",00,93,100,Varias,87,17:40
2014-01-13,2422,VALLADOLID,VALLADOLID,734,"5,2","0,4","2,9",07:30,"7,5",13:30,99,"3,3","10,8",Varias,"5,4","937,1",00,"930,7",24,82,100,Varias,65,14:00
2014-01-14,2422,VALLADOLID,VALLADOLID,734,"8,6","1,6","4,5",00:00,"12,6",15:30,28,"3,6","12,5",12:30,"2,8","933,4",23,"927,8",07,88,100,09:30,71,16:00
2014-01-15,2422,VALLADOLID,VALLADOLID,734,"7,2","2,0","5,5",02:20,"8,9",11:20,22,"2,2","9,7",23:10,"0,2","933,1",00,"923,3",24,90,100,Varias,79,12:00
2014-01-16,2422,VALLADOLID,VALLADOLID,734,"4,8",Ip,"1,5",23:59,"8,1",13:00,28,"2,5","12,5",00:52,"3,1","925,0",11,"921,9",24,82,97,08:10,68,13:30
2014-01-17,2422,VALLADOLID,VALLADOLID,734,"4,2","0,4","0,7",02:30,"7,7",13:00,14,"1,9","9,4",15:20,"1,8","921,9",00,"912,4",24,77,99,02:40,65,14:20
2014-01-18,2422,VALLADOLID,VALLADOLID,734,"4,4","4,8","2,8",Varias,"6,1",12:50,26,"2,8","10,3",13:30,"0,5","912,4",00,"909,6",14,84,96,Varias,75,18:10
2014-01-19,2422,VALLADOLID,VALLADOLID,734,"3,0","1,6","0,1",07:40,"5,9",15:10,28,"1,7","12,5",23:00,"2,3","925,2",24,"909,4",01,91,100,Varias,68,15:20
2014-01-20,2422,VALLADOLID,VALLADOLID,734,"4,0","0,0","0,0",07:40,"8,1",14:50,26,"3,1","11,4",11:30,"6,1","933,6",24,"925,1",00,82,98,07:50,62,14:50
2014-01-21,2422,VALLADOLID,VALLADOLID,734,"3,7","12,8","0,5",02:10,"6,9",23:40,22,"1,9","7,5",13:00,"0,0","933,4",00,"926,6",24,98,100,Varias,89,00:00
2014-01-22,2422,VALLADOLID,VALLADOLID,734,"5,5","0,0","2,0",Varias,"9,0",14:30,32,"3,3","9,7",12:41,"2,9","936,6",24,"926,5",01,83,99,Varias,60,16:03
2014-01-23,2422,VALLADOLID,VALLADOLID,734,"4,2","0,0","-1,1",06:20,"9,6",14:10,31,"1,4","6,1",14:20,"7,6","943,1",22,"936,6",00,84,98,07:30,64,14:30
2014-01-24,2422,VALLADOLID,VALLADOLID,734,"5,7","0,0","0,4",07:00,"11,0",16:10,30,"2,2","9,4",19:30,"4,3","943,7",09,"938,8",17,85,100,08:30,68,15:50
2014-01-25,2422,VALLADOLID,VALLADOLID,734,"9,9","0,0","5,3",06:00,"14,5",13:30,28,"2,8","8,9",09:30,"5,8","943,9",24,"939,8",04,83,100,06:20,66,14:10
2014-01-26,2422,VALLADOLID,VALLADOLID,734,"5,4",Ip,"1,4",07:00,"9,5",Varias,25,"2,5","13,3",23:00,"0,0","943,8",00,"932,2",24,95,100,Varias,87,14:45
2014-01-27,2422,VALLADOLID,VALLADOLID,734,"5,2","0,0","1,7",23:50,"8,6",00:30,28,"5,8","16,7",14:30,"8,5","932,2",00,"926,6",16,77,93,02:40,61,13:20
2014-01-28,2422,VALLADOLID,VALLADOLID,734,"4,4","7,5","0,6",05:30,"8,3",15:30,26,"5,0","19,2",16:10,"1,6","928,2",00,"913,5",24,92,100,13:40,76,15:50
2014-01-29,2422,VALLADOLID,VALLADOLID,734,"4,0","0,0","0,3",08:10,"7,6",15:00,26,"3,1","9,7",02:20,"7,5","921,6",24,"910,9",05,80,100,04:40,62,14:40
2014-01-30,2422,VALLADOLID,VALLADOLID,734,"3,5",Ip,"-1,2",Varias,"8,2",14:30,24,"2,8","11,4",22:40,"6,4","925,9",12,"921,6",00,79,95,06:20,61,14:30
