fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,horatmax
2022-06-11,1393,CABO VILÁN,A CORUÑA,50,"15,8","0,0","14,6",07:50,"17,1",99,"8,3","21,7",Varias,85,91,Varias,77,17:00,Varias
2022-06-12,1393,CABO VILÁN,A CORUÑA,50,"15,8","0,0","15,1",06:00,"16,4",04,"8,9","25,6",20:10,80,83,00:00,76,08:50,09:00
2022-06-13,1393,CABO VILÁN,A CORUÑA,50,"16,4","0,0","14,6",23:59,"18,3",99,"5,6","23,3",00:10,76,88,23:59,72,Varias,17:20
2022-06-14,1393,CABO VILÁN,A CORUÑA,50,"17,9","0,0","14,4",03:30,"21,4",04,"3,6","9,7",00:20,79,90,Varias,69,10:10,10:10
2022-06-15,1393,CABO VILÁN,A CORUÑA,50,,,,,,,"2,2",,,78,,,,,
2022-06-16,1393,CABO VILÁN,A CORUÑA,50,"20,0","2,8","16,1",21:50,"23,8",18,"5,0","15,3",07:50,65,91,00:00,57,04:20,11:00
2022-06-17,1393,CABO VILÁN,A CORUÑA,50,"19,0","0,0","15,0",02:20,"23,1",22,"2,5","10,0",16:40,79,90,Varias,68,14:10,14:10
2022-06-18,1393,CABO VILÁN,A CORUÑA,50,"18,8","6,3","15,6",23:59,"22,1",22,"6,1","15,0",13:50,78,91,Varias,57,13:20,13:20
2022-06-19,1393,CABO VILÁN,A CORUÑA,50,"14,6","4,9","12,4",21:20,"16,8",36,"6,7","18,6",08:10,77,91,Varias,61,16:20,16:40
2022-06-20,1393,CABO VILÁN,A CORUÑA,50,"14,3","3,3","12,3",04:40,"16,3",13,"3,3","9,7",01:10,88,91,22:30,82,00:50,15:50
2022-06-21,1393,CABO VILÁN,A CORUÑA,50,"15,2","1,1","12,4",05:00,"18,0",15,"1,7","7,8",03:40,82,90,Varias,68,09:30,09:20
2022-06-22,1393,CABO VILÁN,A CORUÑA,50,"15,8","1,3","12,4",03:10,"19,3",36,"2,2","7,2",18:30,81,89,Varias,73,12:50,13:00
2022-06-23,1393,CABO VILÁN,A CORUÑA,50,"16,8","0,0","14,0",06:00,"19,7",22,"3,9","9,4",09:30,82,90,Varias,72,13:30,13:00
2022-06-24,1393,CABO VILÁN,A CORUÑA,50,"14,6","9,7","12,9",23:59,"16,3",22,"7,8","15,8",13:30,87,92,Varias,79,Varias,18:00
2022-06-25,1393,CABO VILÁN,A CORUÑA,50,"15,4","0,1","12,2",02:30,"18,7",24,"4,7","8,3",15:30,65,85,Varias,55,15:50,14:50
2022-06-26,1393,CABO VILÁN,A CORUÑA,50,"15,0","0,4","11,1",05:00,"18,9",20,"2,8","8,1",04:00,64,79,Varias,53,Varias,15:20
2022-06-27,1393,CABO VILÁN,A CORUÑA,50,,,,,,,"3,3",,,63,,,,,
2022-06-29,1393,CABO VILÁN,A CORUÑA,50,"16,4","0,2","13,5",22:00,"19,4",99,"3,3","7,2",23:50,66,86,00:00,56,15:00,12:40
2022-06-30,1393,CABO VILÁN,A CORUÑA,50,"16,5","0,0","13,3",01:20,"19,7",34,"2,5","6,4",01:30,65,83,23:59,59,13:20,13:20
2022-07-01,1393,CABO VILÁN,A CORUÑA,50,"16,5","0,0","12,6",05:00,"20,4",03,"3,3","8,1",16:10,69,85,23:59,59,09:50,11:00
2022-07-02,1393,CABO VILÁN,A CORUÑA,50,"16,9","0,0","15,3",23:10,"18,5",31,"11,4","18,6",20:30,79,86,Varias,72,14:30,12:40
2022-07-03,1393,CABO VILÁN,A CORUÑA,50,"16,4","0,0","15,3",00:40,"17,4",04,"12,8","22,8",15:00,80,84,Varias,75,14:50,15:30
2022-07-04,1393,CABO VILÁN,A CORUÑA,50,"16,6","0,0","15,3",03:00,"17,8",02,"13,1","22,8",12:30,76,86,Varias,67,11:30,12:00
2022-07-05,1393,CABO VILÁN,A CORUÑA,50,"16,6","0,0","14,9",05:00,"18,2",04,"11,9","25,0",23:20,79,83,01:20,75,Varias,13:50
2022-07-06,1393,CABO VILÁN,A CORUÑA,50,"16,2","0,0","14,7",02:10,"17,8",04,"13,1","24,4",00:30,77,86,21:30,75,Varias,13:00
2022-07-07,1393,CABO VILÁN,A CORUÑA,50,"16,7","0,0","15,0",02:00,"18,4",04,"8,1","20,6",04:30,77,85,Varias,72,09:30,13:20
2022-07-08,1393,CABO VILÁN,A CORUÑA,50,"17,8","0,0","15,1",00:10,"20,6",31,"5,6","20,6",22:10,69,85,00:00,60,12:50,13:00
2022-07-09,1393,CABO VILÁN,A CORUÑA,50,"22,4","0,0","15,4",03:40,"29,3",04,"1,4","12,2",00:10,55,84,03:40,39,12:10,16:30
2022-07-10,1393,CABO VILÁN,A CORUÑA,50,"19,1","0,0","14,3",21:30,"23,9",22,"3,3","10,0",08:10,81,90,Varias,52,00:20,00:20
2022-07-11,1393,CABO VILÁN,A CORUÑA,50,"17,0",,"14,1",04:00,"19,8",03,"3,9","9,4",23:40,78,92,Varias,65,Varias,14:40
2022-07-13,1393,CABO VILÁN,A CORUÑA,50,"20,7","0,0","14,1",06:20,"27,3",04,"2,8","8,1",04:20,77,91,Varias,41,21:40,22:30
2022-07-14,1393,CABO VILÁN,A CORUÑA,50,"21,2","1,4","16,1",19:00,"26,2",02,"2,5","19,7",23:20,75,91,19:50,46,21:00,21:10
2022-07-15,1393,CABO VILÁN,A CORUÑA,50,"21,7","0,1","15,2",21:50,"28,2",07,"2,8","16,1",00:30,77,90,Varias,47,11:50,11:10
2022-07-16,1393,CABO VILÁN,A CORUÑA,50,"16,6","0,0","14,3",01:00,"18,9",02,"3,6","10,3",19:00,86,92,Varias,80,Varias,10:30
2022-07-17,1393,CABO VILÁN,A CORUÑA,50,"18,2","0,0","14,3",04:40,"22,0",22,"3,1","11,1",14:50,80,91,Varias,66,13:00,13:00
2022-07-18,1393,CABO VILÁN,A CORUÑA,50,"20,2","0,0","15,7",02:00,"24,7",20,"7,5","16,9",16:00,71,91,03:50,54,Varias,13:20
2022-07-19,1393,CABO VILÁN,A CORUÑA,50,"18,3","0,2","15,9",21:00,"20,7",22,"7,8","13,6",11:40,82,91,18:30,69,13:00,16:30
2022-07-20,1393,CABO VILÁN,A CORUÑA,50,,,,,,,"7,2",,,83,,,,,
2022-07-21,1393,CABO VILÁN,A CORUÑA,50,"16,2","0,0","15,4",22:40,"16,9",04,"11,4","18,6",07:40,82,87,Varias,80,Varias,08:00
2022-07-22,1393,CABO VILÁN,A CORUÑA,50,"16,7","0,0","14,8",04:30,"18,6",04,"10,0","16,1",19:50,75,89,Varias,68,Varias,12:00
2022-07-23,1393,CABO VILÁN,A CORUÑA,50,"16,8","0,0","14,8",04:20,"18,9",04,"9,2","13,9",06:20,80,91,23:59,73,Varias,13:20
2022-07-24,1393,CABO VILÁN,A CORUÑA,50,"18,6","0,0","15,4",01:00,"21,8",34,"3,3","6,9",08:20,76,91,Varias,64,Varias,15:20
2022-07-25,1393,CABO VILÁN,A CORUÑA,50,"19,2","0,0","16,4",23:40,"21,9",99,"2,8","8,9",18:50,79,90,Varias,68,11:00,10:50
2022-07-26,1393,CABO VILÁN,A CORUÑA,50,"17,5","0,0","15,3",Varias,"19,7",02,"8,1","15,0",14:50,71,88,02:20,61,08:30,11:40
2022-07-27,1393,CABO VILÁN,A CORUÑA,50,"18,0","0,0","15,2",00:50,"20,7",04,"5,0","9,2",Varias,74,87,01:00,65,Varias,13:50
2022-07-28,1393,CABO VILÁN,A CORUÑA,50,"18,6","1,8","15,1",05:40,"22,1",20,"2,8","5,0",09:20,74,86,08:10,65,12:40,12:30
2022-07-29,1393,CABO VILÁN,A CORUÑA,50,"18,0","0,0","16,3",21:30,"19,7",04,"6,1","12,8",23:59,85,91,06:00,78,15:10,15:00
2022-07-30,1393,CABO VILÁN,A CORUÑA,50,"18,0","0,0","16,5",02:40,"19,6",04,"12,5","20,3",Varias,80,89,23:59,73,12:30,15:00
2022-07-31,1393,CABO VILÁN,A CORUÑA,50,"18,4","0,0","16,7",23:10,"20,2",04,"14,4","21,9",14:00,77,89,Varias,72,Varias,14:40
2022-08-01,1393,CABO VILÁN,A CORUÑA,50,"17,6","0,0","15,1",06:10,"20,1",04,"13,3","20,3",16:10,78,90,Varias,72,08:30,11:30
2022-08-02,1393,CABO VILÁN,A CORUÑA,50,"17,1","0,0","15,4",23:59,"18,8",04,"8,6","16,1",11:50,86,91,Varias,80,16:30,16:50
2022-08-03,1393,CABO VILÁN,A CORUÑA,50,"17,0","0,0","15,1",03:00,"18,9",02,"7,8","13,9",00:40,84,91,00:30,74,14:50,15:00
2022-08-04,1393,CABO VILÁN,A CORUÑA,50,"17,3","0,0","15,4",05:00,"19,2",04,"9,4","21,1",20:20,85,91,12:30,75,22:40,16:00
2022-08-05,1393,CABO VILÁN,A CORUÑA,50,"17,0","0,0","15,8",08:00,"18,2",02,"16,1","25,3",12:50,70,84,08:00,64,12:40,13:20
2022-08-06,1393,CABO VILÁN,A CORUÑA,50,"17,2","0,0","15,0",23:00,"19,4",04,"10,3","19,7",00:20,74,88,23:30,71,11:00,16:00
2022-08-07,1393,CABO VILÁN,A CORUÑA,50,"15,8","0,0","13,0",03:00,"18,5",99,"1,7","10,8",Varias,79,91,Varias,68,15:20,15:30
2022-08-08,1393,CABO VILÁN,A CORUÑA,50,"18,2","0,0","14,2",05:50,"22,2",02,"8,9","15,0",17:40,73,90,Varias,59,13:00,13:50
2022-08-09,1393,CABO VILÁN,A CORUÑA,50,"18,2","0,0","14,3",05:20,"22,0",04,"7,2","12,5",01:40,74,90,Varias,58,12:50,12:50
2022-08-10,1393,CABO VILÁN,A CORUÑA,50,"16,9","0,0","13,7",03:00,"20,1",04,"3,3","8,3",14:00,80,92,Varias,69,13:00,13:10
2022-08-11,1393,CABO VILÁN,A CORUÑA,50,"18,6","0,0","14,9",Varias,"22,3",21,"4,2","9,2",09:00,78,91,Varias,64,15:00,15:10
2022-08-12,1393,CABO VILÁN,A CORUÑA,50,"18,0","0,2","14,5",21:40,"21,4",24,"1,9","5,3",13:50,79,89,Varias,65,16:50,16:50
2022-08-13,1393,CABO VILÁN,A CORUÑA,50,"18,0","0,0","13,5",05:50,"22,5",22,"2,8","8,6",23:30,78,91,Varias,59,13:10,13:20
2022-08-14,1393,CABO VILÁN,A CORUÑA,50,"19,7","0,0","16,9",02:30,"22,5",20,"6,7","11,1",05:10,80,90,Varias,66,13:30,14:10
2022-08-15,1393,CABO VILÁN,A CORUÑA,50,"18,6","5,8","16,0",23:59,"21,1",22,"8,3","17,8",20:00,74,90,Varias,58,13:40,13:30
2022-08-16,1393,CABO VILÁN,A CORUÑA,50,"17,1","2,2","15,2",03:00,"19,0",34,"4,7","10,8",23:59,83,91,08:10,78,16:00,16:00
2022-08-17,1393,CABO VILÁN,A CORUÑA,50,"17,6","0,0","14,9",22:50,"20,4",02,"5,0","13,1",23:59,74,88,00:10,62,11:30,12:10
2022-08-18,1393,CABO VILÁN,A CORUÑA,50,"17,3",,"14,3",05:40,"20,3",04,"5,8","9,2",21:40,72,87,21:20,60,14:10,12:50
2022-08-19,1393,CABO VILÁN,A CORUÑA,50,"18,2","0,0","15,9",03:20,"20,4",04,"8,3","12,2",08:20,82,91,Varias,67,11:30,13:30
2022-08-20,1393,CABO VILÁN,A CORUÑA,50,"18,4","0,0","16,2",07:40,"20,7",04,"5,8","12,2",01:10,83,91,Varias,69,11:40,11:40
2022-08-21,1393,CABO VILÁN,A CORUÑA,50,"18,4","0,3","15,3",04:00,"21,4",20,"2,8","6,7",11:30,84,91,Varias,72,16:00,16:00
2022-08-22,1393,CABO VILÁN,A CORUÑA,50,"18,6","0,0","16,1",06:50,"21,0",04,"5,3","13,6",23:40,84,91,Varias,73,12:10,12:10
2022-08-23,1393,CABO VILÁN,A CORUÑA,50,,,,,,,"8,9",,,86,,,,,
2022-08-24,1393,CABO VILÁN,A CORUÑA,50,,"0,5",,,,,,,,,,,,,
2022-08-25,1393,CABO VILÁN,A CORUÑA,50,"17,8","0,3","15,9",21:00,"19,8",05,"10,0","18,3",22:40,86,91,Varias,75,14:30,13:30
2022-08-26,1393,CABO VILÁN,A CORUÑA,50,"17,8","0,0","16,4",01:30,"19,3",04,"14,4","21,9",23:50,70,87,00:00,62,13:50,12:00
2022-08-27,1393,CABO VILÁN,A CORUÑA,50,"17,0","0,0","14,9",23:00,"19,0",06,"10,0","19,4",01:00,76,88,Varias,72,Varias,12:10
2022-08-28,1393,CABO VILÁN,A CORUÑA,50,"14,4","0,1","12,0",20:50,"16,8",23,"2,2","7,5",11:30,85,91,Varias,80,12:40,12:50
2022-08-29,1393,CABO VILÁN,A CORUÑA,50,"16,4","0,1","12,8",01:20,"19,9",22,"3,6","10,3",11:20,79,91,Varias,65,14:30,14:30
2022-08-30,1393,CABO VILÁN,A CORUÑA,50,"19,5","0,0","16,3",06:20,"22,7",99,"4,7","9,2",Varias,74,87,00:00,57,11:40,12:00
2022-09-02,1393,CABO VILÁN,A CORUÑA,50,,"0,1",,,,04,"4,2","8,9",12:50,,,,,,
2022-09-03,1393,CABO VILÁN,A CORUÑA,50,"18,3","2,9","14,6",02:00,"22,0",20,"7,5","14,4",15:30,68,84,05:40,54,12:30,13:00
2022-09-04,1393,CABO VILÁN,A CORUÑA,50,"18,2","13,6","16,6",09:50,"19,9",18,"12,5","21,1",16:30,86,90,Varias,79,13:10,13:00
2022-09-05,1393,CABO VILÁN,A CORUÑA,50,"19,4","0,0","17,3",Varias,"21,6",22,"11,1","20,8",13:00,70,90,Varias,59,13:10,13:20
2022-09-06,1393,CABO VILÁN,A CORUÑA,50,"18,8","0,0","16,4",23:20,"21,1",20,"11,1","17,5",00:40,76,86,05:40,59,13:30,14:00
2022-09-07,1393,CABO VILÁN,A CORUÑA,50,"18,8","0,0","16,7",23:50,"20,9",22,"8,9","14,7",02:10,81,87,Varias,69,10:20,15:10
2022-09-08,1393,CABO VILÁN,A CORUÑA,50,"18,6","0,0","15,4",23:50,"21,9",20,"2,5","8,3",00:50,71,91,Varias,50,12:40,13:10
2022-09-09,1393,CABO VILÁN,A CORUÑA,50,"18,3","0,0","14,4",01:20,"22,2",22,"4,7","9,7",13:30,73,82,01:40,64,10:20,12:00
2022-09-10,1393,CABO VILÁN,A CORUÑA,50,"20,4","0,0","16,9",02:30,"23,8",22,"3,9","9,2",13:40,70,83,17:40,55,13:40,13:00
2022-09-11,1393,CABO VILÁN,A CORUÑA,50,"21,7","0,5","18,4",00:10,"25,0",18,"4,4","9,4",13:10,69,81,00:00,55,13:20,16:30
2022-09-12,1393,CABO VILÁN,A CORUÑA,50,"21,4","7,2","18,2",20:50,"24,5",20,"5,6","15,8",11:10,74,89,22:00,60,14:30,14:40
2022-09-13,1393,CABO VILÁN,A CORUÑA,50,"19,8","15,5","18,0",05:10,"21,6",18,"8,1","17,5",12:30,87,91,Varias,77,15:40,15:20
2022-09-14,1393,CABO VILÁN,A CORUÑA,50,"20,9","0,2","18,3",06:00,"23,5",20,"5,3","12,5",00:20,79,90,Varias,66,16:20,16:20
2022-09-15,1393,CABO VILÁN,A CORUÑA,50,"19,4","0,0","17,3",23:59,"21,6",02,"7,2","13,9",20:20,83,91,Varias,72,07:50,09:50
2022-09-16,1393,CABO VILÁN,A CORUÑA,50,"18,1","0,0","16,5",23:59,"19,7",04,"10,3","20,3",16:50,70,89,00:00,64,14:50,11:00
2022-09-17,1393,CABO VILÁN,A CORUÑA,50,"19,0","0,0","15,8",04:50,"22,2",04,"5,0","12,8",00:40,67,79,Varias,61,14:10,14:50
2022-09-18,1393,CABO VILÁN,A CORUÑA,50,"19,4","0,0","16,7",05:00,"22,0",04,"4,7","9,7",15:40,68,76,Varias,61,11:40,11:40
2022-09-19,1393,CABO VILÁN,A CORUÑA,50,"20,4","0,0","16,1",05:10,"24,6",05,"4,4","10,3",02:40,65,87,22:40,54,16:30,16:50
2022-09-20,1393,CABO VILÁN,A CORUÑA,50,"19,3","0,0","16,1",06:00,"22,5",03,"5,3","10,8",12:50,67,85,01:00,55,15:00,15:00
2022-09-21,1393,CABO VILÁN,A CORUÑA,50,"17,8","0,0","15,1",05:50,"20,5",02,"7,2","12,8",08:20,65,68,Varias,55,09:20,11:40
2022-09-22,1393,CABO VILÁN,A CORUÑA,50,"16,2","0,0","12,9",04:30,"19,4",02,"6,1","12,5",16:30,74,90,Varias,62,08:50,11:10
2022-09-23,1393,CABO VILÁN,A CORUÑA,50,"18,2","0,1","15,7",19:50,"20,7",03,"4,2","13,3",23:20,80,90,Varias,63,Varias,12:50
2022-09-24,1393,CABO VILÁN,A CORUÑA,50,"17,0","0,6","15,3",06:50,"18,7",03,"9,4","13,3",Varias,63,76,00:00,59,Varias,12:00
2022-09-25,1393,CABO VILÁN,A CORUÑA,50,"15,3","0,5","12,7",07:00,"17,9",03,"10,3","15,6",08:10,68,81,06:40,59,12:50,13:20
2022-09-26,1393,CABO VILÁN,A CORUÑA,50,"16,8","0,0","14,5",06:00,"19,0",03,"5,6","12,5",01:10,71,90,Varias,61,14:30,13:30
2022-09-27,1393,CABO VILÁN,A CORUÑA,50,"17,6","0,3","14,4",05:20,"20,7",33,"2,8","8,1",Varias,81,91,Varias,67,13:10,14:10
2022-09-28,1393,CABO VILÁN,A CORUÑA,50,"16,3","17,4","14,0",19:40,"18,6",30,"2,8","10,3",Varias,81,91,Varias,69,13:20,13:30
2022-09-29,1393,CABO VILÁN,A CORUÑA,50,"16,4","0,0","14,2",08:40,"18,7",36,"5,3","9,7",16:50,82,92,Varias,71,14:30,12:50
2022-09-30,1393,CABO VILÁN,A CORUÑA,50,"15,8","0,1","12,6",06:00,"19,1",19,"3,3","6,7",21:50,75,84,Varias,61,12:00,12:30
2022-10-01,1393,CABO VILÁN,A CORUÑA,50,"18,2","0,2","15,4",07:00,"21,1",21,"4,4","8,3",13:20,82,91,07:20,64,12:30,12:20
2022-10-02,1393,CABO VILÁN,A CORUÑA,50,"17,8","0,0","14,5",07:20,"21,1",04,"6,1","13,3",17:00,71,88,Varias,54,13:30,13:40
2022-10-03,1393,CABO VILÁN,A CORUÑA,50,"17,6","0,0","14,7",01:40,"20,5",07,"2,2","6,4",01:50,76,91,21:20,63,10:40,11:10
2022-10-04,1393,CABO VILÁN,A CORUÑA,50,"17,0","0,0","14,0",06:40,"20,1",23,"3,6","6,7",01:00,75,89,Varias,59,12:10,12:10
2022-10-05,1393,CABO VILÁN,A CORUÑA,50,"17,6","0,8","15,4",00:10,"19,8",04,"5,6","16,1",22:20,85,89,Varias,71,09:10,15:30
2022-10-06,1393,CABO VILÁN,A CORUÑA,50,"16,3","0,0","14,6",23:40,"18,0",04,"12,5","21,4",10:10,80,90,23:50,73,14:10,14:10
2022-10-07,1393,CABO VILÁN,A CORUÑA,50,"15,6","0,0","14,6",05:00,"16,5",03,"11,1","17,2",19:40,89,91,Varias,83,Varias,10:30
2022-10-08,1393,CABO VILÁN,A CORUÑA,50,"17,0","0,0","14,6",18:40,"19,4",04,"7,5","17,5",05:30,75,83,00:00,59,22:30,21:50
2022-10-09,1393,CABO VILÁN,A CORUÑA,50,"16,8","2,6","14,3",21:00,"19,2",17,"7,5","15,3",22:20,76,90,Varias,65,12:40,12:50
2022-10-10,1393,CABO VILÁN,A CORUÑA,50,"17,0","0,1","14,1",19:50,"20,0",14,"3,1","13,9",01:30,83,92,Varias,76,13:00,13:40
2022-10-11,1393,CABO VILÁN,A CORUÑA,50,"16,0","0,0","13,5",04:50,"18,4",04,"8,3","15,6",16:10,85,92,Varias,72,11:50,11:50
2022-10-12,1393,CABO VILÁN,A CORUÑA,50,"15,5","0,0","14,0",23:50,"17,0",03,"5,8","12,5",00:40,89,91,Varias,84,Varias,14:50
2022-10-13,1393,CABO VILÁN,A CORUÑA,50,"16,4","0,3","14,0",00:40,"18,8",21,"5,3","9,4",Varias,88,92,Varias,82,11:50,11:30
2022-10-14,1393,CABO VILÁN,A CORUÑA,50,"17,2",,"16,0",07:10,"18,5",21,"7,2","12,5",16:20,86,92,Varias,78,13:20,13:20
2022-10-15,1393,CABO VILÁN,A CORUÑA,50,"15,6","78,9","14,0",23:20,"17,3",21,"3,3","13,9",03:30,91,91,Varias,84,00:00,02:00
2022-10-16,1393,CABO VILÁN,A CORUÑA,50,"16,2","44,6","13,6",23:50,"18,8",21,"10,3","21,9",07:50,86,91,Varias,73,15:00,15:20
2022-10-17,1393,CABO VILÁN,A CORUÑA,50,"16,6","3,0","13,5",00:50,"19,6",19,"6,4","13,1",14:30,85,91,Varias,70,23:59,13:20
2022-10-18,1393,CABO VILÁN,A CORUÑA,50,"17,4","34,5","14,7",23:00,"20,1",20,"11,7","26,4",13:40,82,88,Varias,68,10:10,10:00
2022-10-19,1393,CABO VILÁN,A CORUÑA,50,"16,0","5,1","13,3",08:00,"18,6",21,"11,1","30,3",00:10,75,91,06:40,62,15:10,12:40
2022-10-20,1393,CABO VILÁN,A CORUÑA,50,"16,6","13,2","14,4",05:10,"18,8",14,"15,3","29,7",00:20,78,90,Varias,70,13:10,13:00
2022-10-21,1393,CABO VILÁN,A CORUÑA,50,"16,4","21,9","14,4",02:00,"18,3",22,"11,1","21,4",05:00,82,91,09:30,75,12:50,12:30
2022-10-22,1393,CABO VILÁN,A CORUÑA,50,"14,5",,"12,2",20:10,"16,8",22,"10,3","26,4",23:50,86,91,Varias,65,23:30,04:40
2022-10-23,1393,CABO VILÁN,A CORUÑA,50,,"6,6",,,,,,,,,,,,,
2022-10-24,1393,CABO VILÁN,A CORUÑA,50,"16,8","4,1","14,7",07:10,"19,0",99,"6,9","13,9",Varias,79,87,07:40,69,12:50,12:50
2022-10-25,1393,CABO VILÁN,A CORUÑA,50,"16,8","1,6","15,6",06:20,"18,1",20,"11,7","22,2",09:50,86,89,13:00,73,03:30,12:20
2022-10-26,1393,CABO VILÁN,A CORUÑA,50,"16,9","38,5","14,5",18:30,"19,3",22,"10,6","27,5",00:20,85,90,Varias,76,00:40,13:20
2022-10-27,1393,CABO VILÁN,A CORUÑA,50,"17,6","7,5","15,2",23:00,"19,9",20,"13,6","26,9",22:00,83,90,Varias,73,11:00,11:40
2022-10-28,1393,CABO VILÁN,A CORUÑA,50,"17,2","64,2","14,9",01:00,"19,5",19,"10,3","29,7",18:10,77,89,13:50,69,09:40,12:20
2022-10-29,1393,CABO VILÁN,A CORUÑA,50,"16,6","0,1","14,9",23:20,"18,3",22,"8,3","25,3",02:50,76,91,Varias,65,14:10,14:00
2022-10-30,1393,CABO VILÁN,A CORUÑA,50,"16,7","26,7","13,9",21:40,"19,5",21,"5,3","14,7",01:00,72,78,Varias,60,13:30,13:40
2022-10-31,1393,CABO VILÁN,A CORUÑA,50,"14,8","0,2","12,5",21:20,"17,2",20,"7,2","23,6",07:40,74,90,06:40,61,Varias,13:10
2022-11-01,1393,CABO VILÁN,A CORUÑA,50,"15,4","2,9","13,6",01:40,"17,2",21,"8,9","13,1",09:40,71,87,Varias,60,00:40,13:30
2022-11-02,1393,CABO VILÁN,A CORUÑA,50,"14,5","5,2","13,1",23:50,"15,9",20,"6,9","20,0",23:20,84,87,23:59,78,15:40,11:30
2022-11-03,1393,CABO VILÁN,A CORUÑA,50,"15,2","0,0","13,1",20:00,"17,2",21,"5,0","22,8",03:50,67,90,Varias,49,14:50,Varias
2022-11-04,1393,CABO VILÁN,A CORUÑA,50,"13,9","0,0","10,1",23:40,"17,7",31,"2,2","7,8",00:30,55,78,23:30,46,12:40,12:50
2022-11-05,1393,CABO VILÁN,A CORUÑA,50,"13,0","24,5","9,8",01:20,"16,2",20,"6,9","15,0",15:50,75,89,Varias,66,03:00,13:00
2022-11-06,1393,CABO VILÁN,A CORUÑA,50,"15,4","0,6","13,3",16:40,"17,4",23,"9,7","17,2",14:10,77,90,Varias,69,Varias,13:40
2022-11-07,1393,CABO VILÁN,A CORUÑA,50,"15,5","9,3","13,3",21:00,"17,7",21,"14,2","25,6",20:20,67,90,Varias,58,05:50,13:40
2022-11-08,1393,CABO VILÁN,A CORUÑA,50,"14,8","3,8","13,3",09:20,"16,4",22,"11,7","22,2",11:30,77,86,09:30,67,07:40,12:20
2022-11-09,1393,CABO VILÁN,A CORUÑA,50,"15,9","1,7","13,1",02:50,"18,7",23,"6,4","12,8",03:00,79,90,Varias,70,00:20,12:30
2022-11-10,1393,CABO VILÁN,A CORUÑA,50,"16,1","0,1","13,8",23:59,"18,4",22,"6,4","11,7",13:00,78,90,Varias,66,13:40,12:40
2022-11-11,1393,CABO VILÁN,A CORUÑA,50,"16,7","0,0","13,0",23:59,"20,4",15,"2,5","7,2",22:30,67,79,03:00,55,13:40,11:40
2022-11-12,1393,CABO VILÁN,A CORUÑA,50,"16,5","0,0","12,3",01:00,"20,7",19,"5,6","11,9",23:30,53,69,01:00,44,12:50,12:40
2022-11-13,1393,CABO VILÁN,A CORUÑA,50,"14,9","13,7","11,8",23:59,"18,0",14,"9,4","20,8",10:00,78,90,18:20,54,00:00,12:20
2022-11-14,1393,CABO VILÁN,A CORUÑA,50,"13,1","21,7","10,1",07:00,"16,1",21,"10,0","24,2",23:59,66,89,23:50,58,11:40,12:50
2022-11-15,1393,CABO VILÁN,A CORUÑA,50,"14,0","2,5","12,2",18:20,"15,8",21,"10,3","24,2",Varias,70,90,Varias,64,12:00,03:20
2022-11-16,1393,CABO VILÁN,A CORUÑA,50,"14,7","5,2","13,1",01:50,"16,3",24,"11,9","23,1",14:40,87,90,Varias,72,00:00,14:00
2022-11-17,1393,CABO VILÁN,A CORUÑA,50,"12,8","10,5","10,0",20:30,"15,7",24,"8,9","18,3",02:30,73,86,14:10,62,12:20,11:20
2022-11-18,1393,CABO VILÁN,A CORUÑA,50,"11,8","1,7","10,0",05:20,"13,7",30,"6,7","15,8",02:30,66,75,10:30,57,13:30,12:40
2022-11-19,1393,CABO VILÁN,A CORUÑA,50,"12,7","9,2","10,4",06:20,"15,0",24,"5,6","12,2",20:10,83,90,Varias,55,03:10,Varias
2022-11-20,1393,CABO VILÁN,A CORUÑA,50,"14,9","7,1","13,2",08:00,"16,6",21,"2,8","19,2",20:20,81,90,Varias,68,12:20,12:50
2022-11-21,1393,CABO VILÁN,A CORUÑA,50,"12,4","6,5","9,0",20:10,"15,7",23,"10,3","23,6",05:40,67,90,03:00,55,Varias,00:40
2022-11-22,1393,CABO VILÁN,A CORUÑA,50,"12,8","10,2","9,5",00:10,"16,0",23,"11,9","22,5",23:00,88,90,Varias,76,00:30,Varias
2022-11-23,1393,CABO VILÁN,A CORUÑA,50,"14,2","1,6","12,5",09:20,"15,8",25,"9,7","21,4",02:20,67,90,00:00,60,13:10,00:20
2022-11-24,1393,CABO VILÁN,A CORUÑA,50,"13,9","1,6","12,0",20:20,"15,8",23,"7,8","15,8",00:50,77,87,15:40,63,23:30,12:40
2022-11-25,1393,CABO VILÁN,A CORUÑA,50,"13,5","0,2","10,7",23:00,"16,3",30,"3,3","12,5",07:20,62,77,08:30,55,13:00,13:00
2022-11-26,1393,CABO VILÁN,A CORUÑA,50,"14,2","19,5","11,5",00:50,"16,9",21,"9,4","17,2",11:50,68,84,21:50,62,12:50,13:30
2022-11-27,1393,CABO VILÁN,A CORUÑA,50,"12,6","13,2","10,7",18:20,"14,5",21,"5,8","20,0",03:10,82,90,Varias,65,Varias,04:00
2022-11-28,1393,CABO VILÁN,A CORUÑA,50,"13,1","0,0","10,8",23:59,"15,4",22,"5,6","14,2",04:20,64,78,04:40,57,10:10,13:20
2022-11-29,1393,CABO VILÁN,A CORUÑA,50,"12,2","6,7","10,0",02:00,"14,4",21,"5,0","12,2",22:20,74,79,Varias,63,23:59,13:40
