fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-01-01,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,2","0,0","7,9",01:50,"14,6",14:50,30,"3,1","13,1",06:30,"1010,7",10,"1007,5",Varias,51,86,03:00,38,15:10
2021-01-02,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,0","0,0","7,0",23:59,"13,1",14:20,99,"2,8","9,7",11:40,"1013,4",24,"1009,7",05,57,76,00:00,41,Varias
2021-01-03,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"9,0","0,0","3,8",07:50,"14,1",15:00,29,"2,8","8,6",13:20,"1014,7",11,"1012,1",16,44,66,07:40,30,Varias
2021-01-04,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"9,5","0,0","4,5",02:00,"14,5",14:00,99,"1,7","8,6",Varias,"1012,3",00,"1007,4",16,56,74,07:00,41,Varias
2021-01-05,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,4","2,6","5,5",01:50,"17,3",13:00,11,"1,7","8,1",21:20,"1008,2",09,"1003,9",14,62,83,20:40,45,13:00
2021-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,6","18,4","9,1",12:10,"12,1",16:50,10,"3,1","9,7",18:10,"1008,6",10,"1002,6",24,80,96,Varias,59,12:50
2021-01-07,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,0","37,0","8,5",05:30,"11,5",15:20,13,"1,4","5,3",13:00,"1004,0",11,"1000,6",05,97,97,Varias,89,00:00
2021-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,9","65,1","10,6",Varias,"13,2",22:20,10,"7,2","18,6",12:20,"1001,9",00,"993,3",20,95,98,07:00,91,17:00
2021-01-09,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,6","1,5","7,9",21:50,"15,4",14:00,23,"1,4","10,6",03:20,"1002,1",11,"996,4",00,59,95,Varias,30,16:10
2021-01-10,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"6,6","12,1","4,5",05:50,"8,8",17:00,11,"1,1","6,1",10:50,"1010,3",24,"1001,5",00,92,95,Varias,77,10:40
2021-01-11,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,6","0,0","6,1",06:10,"15,1",14:50,31,"1,1","5,6",23:50,"1021,2",24,"1010,1",Varias,75,95,Varias,50,14:10
2021-01-12,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,2","0,0","5,5",04:40,"17,0",14:40,29,"1,7","5,8",09:30,"1025,5",23,"1021,2",00,59,83,00:00,36,13:40
2021-01-13,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,4","0,0","2,7",06:00,"18,2",14:30,27,"1,4","4,7",Varias,"1025,6",10,"1021,9",14,57,87,06:20,34,14:10
2021-01-14,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,9","0,0","8,0",06:00,"17,8",15:00,29,"3,6","9,7",13:30,"1023,3",00,"1018,1",15,41,58,23:40,32,Varias
2021-01-15,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,0","0,0","7,6",08:00,"20,5",13:50,26,"4,2","9,7",14:30,"1021,8",10,"1016,9",Varias,46,65,Varias,29,15:10
2021-01-16,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,0","0,0","8,9",23:30,"21,0",12:50,25,"3,3","10,0",10:40,"1025,4",Varias,"1018,7",04,52,83,23:30,30,12:40
2021-01-17,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,1","0,0","4,8",07:50,"19,4",14:00,27,"1,1","4,7",11:40,"1025,4",00,"1021,3",Varias,68,89,Varias,41,13:20
2021-01-18,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"11,4","0,0","5,0",06:00,"17,9",14:30,99,"1,1","4,7",14:50,"1023,6",24,"1020,5",05,73,92,Varias,48,11:10
2021-01-19,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,0","0,0","6,3",04:20,"17,8",14:40,99,"1,9","4,4",Varias,"1023,6",00,"1017,4",Varias,77,94,23:30,55,14:40
2021-01-20,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"10,0","15,4","7,1",04:10,"12,9",12:00,14,"1,9","5,6",16:30,"1017,6",00,"1010,4",16,95,96,Varias,85,10:10
2021-01-21,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,8","0,1","7,8",06:50,"19,7",15:10,13,"1,1","4,7",13:20,"1017,3",11,"1013,4",00,74,96,Varias,56,14:20
