fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2015-01-01,1700X,O CARBALLIÑO,OURENSE,400,"4,2","0,0","-5,1",08:00,"13,5",14:40,15,"0,3","2,2",14:20,75,99,Varias,46,14:40
2015-01-02,1700X,O CARBALLIÑO,OURENSE,400,"3,6","0,0","-4,0",06:20,"11,2",14:20,03,"0,0","1,9",20:10,78,99,Varias,53,15:10
2015-01-03,1700X,O CARBALLIÑO,OURENSE,400,"4,6","0,0","-4,2",08:20,"13,3",14:30,15,"0,0","2,2",14:40,74,99,Varias,49,13:50
2015-01-04,1700X,O CARBALLIÑO,OURENSE,400,"5,5","0,0","-2,6",07:00,"13,6",15:20,99,"0,0","1,7",Varias,93,99,Varias,59,15:10
2015-01-05,1700X,O CARBALLIÑO,OURENSE,400,"6,1","0,0","-0,9",01:00,"13,1",14:30,30,"0,3","6,4",16:20,78,99,Varias,56,14:30
2015-01-06,1700X,O CARBALLIÑO,OURENSE,400,"6,6","0,0","0,5",23:40,"12,8",14:50,16,"0,0","2,5",11:10,74,96,23:59,54,14:10
2015-01-07,1700X,O CARBALLIÑO,OURENSE,400,"3,0","0,0","-3,0",08:30,"8,9",14:40,05,"0,0","2,5",04:30,87,99,Varias,63,14:40
2015-01-08,1700X,O CARBALLIÑO,OURENSE,400,"2,2","0,0","-3,4",07:30,"7,9",13:40,99,"0,0","2,5",23:50,82,98,Varias,68,13:10
2015-01-09,1700X,O CARBALLIÑO,OURENSE,400,"6,8","0,0","-2,5",07:30,"16,1",15:30,99,"0,3","2,2",Varias,73,99,Varias,43,15:30
2015-01-10,1700X,O CARBALLIÑO,OURENSE,400,"6,4","0,4","-2,3",08:00,"15,1",14:30,21,"0,3","2,5",13:00,74,99,10:30,48,15:30
2015-01-11,1700X,O CARBALLIÑO,OURENSE,400,"7,1","0,1","0,0",00:30,"14,2",14:40,02,"0,0","5,3",00:40,88,98,Varias,61,15:40
2015-01-12,1700X,O CARBALLIÑO,OURENSE,400,"7,0","0,0","-1,0",07:50,"15,0",14:30,20,"0,3","3,6",23:50,75,99,10:10,49,Varias
2015-01-13,1700X,O CARBALLIÑO,OURENSE,400,"4,7","13,2","0,2",23:59,"9,2",10:00,17,"0,8","8,9",10:30,90,96,Varias,84,10:00
2015-01-14,1700X,O CARBALLIÑO,OURENSE,400,"4,2","0,9","-0,4",01:30,"8,7",16:00,24,"0,8","8,6",22:40,90,99,Varias,73,23:20
2015-01-15,1700X,O CARBALLIÑO,OURENSE,400,"5,2","37,9","2,1",19:50,"8,3",09:30,22,"0,8","13,1",03:00,93,97,Varias,74,00:00
2015-01-16,1700X,O CARBALLIÑO,OURENSE,400,"3,0","4,0","-0,9",23:40,"7,0",15:40,03,"0,6","7,2",15:50,95,99,Varias,88,15:40
2015-01-17,1700X,O CARBALLIÑO,OURENSE,400,"2,1","6,0","-1,0",05:50,"5,2",15:00,07,"0,3","6,1",23:30,98,99,Varias,94,Varias
2015-01-18,1700X,O CARBALLIÑO,OURENSE,400,"3,8","5,2","1,8",23:00,"5,9",14:30,33,"1,4","13,9",17:30,92,97,10:20,78,21:20
2015-01-19,1700X,O CARBALLIÑO,OURENSE,400,"4,0","3,9","-1,0",06:00,"9,1",13:40,03,"1,1","10,0",00:10,72,94,Varias,53,13:40
2015-01-20,1700X,O CARBALLIÑO,OURENSE,400,"3,8","1,3","0,5",22:50,"7,2",14:10,35,"1,1","9,4",16:00,88,97,Varias,75,12:30
2015-01-21,1700X,O CARBALLIÑO,OURENSE,400,"4,2","6,0","0,2",02:30,"8,2",12:50,01,"1,4","10,8",15:00,84,98,Varias,70,12:50
2015-01-22,1700X,O CARBALLIÑO,OURENSE,400,"5,5","0,8","3,1",03:20,"7,9",14:00,31,"1,1","10,6",03:30,88,96,Varias,77,14:00
2015-01-23,1700X,O CARBALLIÑO,OURENSE,400,"7,0","0,0","4,5",23:30,"9,6",15:30,19,"0,3","3,1",15:20,89,97,Varias,79,Varias
2015-01-24,1700X,O CARBALLIÑO,OURENSE,400,"9,0","0,0","3,3",23:59,"14,7",15:00,05,"0,8","6,9",14:00,76,96,Varias,54,15:10
2015-01-25,1700X,O CARBALLIÑO,OURENSE,400,"5,6","0,0","-1,0",Varias,"12,2",15:40,99,"0,0","2,5",14:50,84,98,Varias,58,15:40
2015-01-26,1700X,O CARBALLIÑO,OURENSE,400,"4,9","0,0","-1,1",01:10,"10,9",15:40,04,"0,0","2,2",09:10,85,98,Varias,59,15:30
2015-01-27,1700X,O CARBALLIÑO,OURENSE,400,"7,8","0,0","-0,3",00:20,"15,8",15:00,04,"0,3","5,8",15:20,74,97,Varias,46,15:10
2015-01-28,1700X,O CARBALLIÑO,OURENSE,400,"4,4","0,3","-0,2",07:50,"9,1",16:00,03,"0,3","4,4",01:40,89,97,Varias,82,Varias
2015-01-29,1700X,O CARBALLIÑO,OURENSE,400,"8,1","5,4","5,0",07:00,"11,2",22:00,26,"0,8","9,7",18:50,95,97,Varias,84,Varias
2015-01-30,1700X,O CARBALLIÑO,OURENSE,400,"10,1","32,1","8,7",23:59,"11,5",13:00,31,"3,3","11,9",21:20,92,94,Varias,82,23:50
2015-01-31,1700X,O CARBALLIÑO,OURENSE,400,"4,8","9,1","0,8",22:00,"8,9",00:10,31,"3,3","17,8",14:10,81,94,Varias,58,14:00
2015-02-01,1700X,O CARBALLIÑO,OURENSE,400,"3,4","10,1","0,0",Varias,"6,8",13:30,29,"1,1","8,3",11:50,85,98,Varias,69,13:40
2015-02-02,1700X,O CARBALLIÑO,OURENSE,400,"6,1","7,3","3,1",00:40,"9,1",13:00,32,"1,9","8,3",18:50,88,98,Varias,75,15:40
