fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2018-01-01,1393,CABO VILÁN,A CORUÑA,50,"13,0","2,4","12,2",01:00,"13,7",23:20,21,"11,9","20,3",04:10,99,99,Varias,90,Varias
2018-01-02,1393,CABO VILÁN,A CORUÑA,50,"14,0","1,8","13,4",00:30,"14,6",19:20,21,"10,6","17,5",01:40,99,99,Varias,98,Varias
2018-01-03,1393,CABO VILÁN,A CORUÑA,50,"14,0","0,8","13,8",18:00,"14,3",00:10,21,"9,4","15,0",Varias,99,99,Varias,99,Varias
2018-01-04,1393,CABO VILÁN,A CORUÑA,50,"13,8","40,6","13,0",07:30,"14,6",01:50,21,"15,0","22,8",23:50,98,99,Varias,96,11:00
2018-01-05,1393,CABO VILÁN,A CORUÑA,50,"9,1","4,8","4,6",23:40,"13,6",00:10,24,"6,9","23,6",00:10,78,99,Varias,59,14:20
2018-01-06,1393,CABO VILÁN,A CORUÑA,50,"7,4","4,8","4,5",00:20,"10,4",12:20,03,"1,1","18,6",23:59,84,93,Varias,74,Varias
2018-01-07,1393,CABO VILÁN,A CORUÑA,50,"9,2","3,7","7,0",01:40,"11,3",23:59,03,"15,0","23,3",03:20,79,96,23:59,70,12:30
2018-01-08,1393,CABO VILÁN,A CORUÑA,50,"11,2","5,2","9,6",23:59,"12,9",11:40,03,"3,1","15,0",00:30,96,99,Varias,88,23:40
2018-01-09,1393,CABO VILÁN,A CORUÑA,50,"11,8","8,1","9,4",05:00,"14,3",13:00,19,"9,7","24,2",09:00,94,99,Varias,80,23:10
2018-01-10,1393,CABO VILÁN,A CORUÑA,50,"9,4","16,0","6,7",08:30,"12,0",07:30,25,"13,1","28,3",08:30,84,98,08:40,62,14:40
2018-01-11,1393,CABO VILÁN,A CORUÑA,50,"9,6","0,1","7,0",23:00,"12,2",12:20,30,"5,0","20,0",02:50,66,80,21:10,55,12:40
2018-01-12,1393,CABO VILÁN,A CORUÑA,50,"9,6","7,5","7,2",00:50,"12,0",13:00,19,"9,4","20,3",21:10,75,97,Varias,70,Varias
2018-01-13,1393,CABO VILÁN,A CORUÑA,50,"10,0","7,9","7,4",19:20,"12,7",13:50,17,"4,2","16,4",00:10,89,98,Varias,77,10:50
