fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-01-01,1700X,O CARBALLIÑO,OURENSE,400,"2,9","2,8","-0,3",03:50,"6,1",14:30,30,"0,6","7,2",12:50,96,99,Varias,89,15:00
2021-01-02,1700X,O CARBALLIÑO,OURENSE,400,"2,4","0,2","-0,5",22:40,"5,2",16:00,12,"0,0","1,9",11:30,96,99,Varias,89,16:30
2021-01-03,1700X,O CARBALLIÑO,OURENSE,400,"2,8","0,4","-0,9",23:59,"6,6",14:40,27,"0,6","5,3",14:50,96,99,Varias,82,14:50
2021-01-04,1700X,O CARBALLIÑO,OURENSE,400,"1,4","0,2","-2,3",23:59,"5,1",15:00,33,"0,0","3,1",15:00,96,99,Varias,86,16:00
2021-01-05,1700X,O CARBALLIÑO,OURENSE,400,"-0,8","0,0","-3,6",04:20,"1,9",16:00,30,"0,0","2,5",23:00,99,99,Varias,97,Varias
2021-01-06,1700X,O CARBALLIÑO,OURENSE,400,"0,8","0,0","-1,0",04:00,"2,7",15:50,06,"0,3","2,8",14:10,95,99,Varias,88,16:00
2021-01-07,1700X,O CARBALLIÑO,OURENSE,400,"1,1","0,0","-2,9",23:40,"5,1",14:40,29,"0,3","2,8",08:00,88,96,Varias,69,16:00
2021-01-08,1700X,O CARBALLIÑO,OURENSE,400,"1,7","0,0","-3,9",08:40,"7,3",15:20,04,"0,6","8,3",15:40,74,99,Varias,44,14:30
2021-01-09,1700X,O CARBALLIÑO,OURENSE,400,"1,8","0,0","-3,9",05:30,"7,6",12:20,06,"3,1","12,5",21:30,71,92,06:00,51,12:20
2021-01-10,1700X,O CARBALLIÑO,OURENSE,400,"5,4","0,0","1,5",23:59,"9,4",13:00,03,"2,8","15,3",11:20,58,72,Varias,45,14:30
2021-01-11,1700X,O CARBALLIÑO,OURENSE,400,"4,2","0,0","-2,3",08:30,"10,8",14:20,09,"0,3","4,7",14:30,68,95,09:40,44,14:40
2021-01-12,1700X,O CARBALLIÑO,OURENSE,400,"2,8","0,0","-4,6",08:30,"10,1",14:40,04,"0,3","2,5",23:00,73,99,08:20,50,14:30
2021-01-13,1700X,O CARBALLIÑO,OURENSE,400,"2,8","0,0","-5,0",08:30,"10,7",14:40,22,"0,3","2,2",13:50,75,99,Varias,54,14:30
2021-01-14,1700X,O CARBALLIÑO,OURENSE,400,"1,2","0,0","-3,6",05:00,"6,0",16:00,30,"0,0","1,4",11:30,94,99,Varias,83,15:40
2021-01-15,1700X,O CARBALLIÑO,OURENSE,400,"5,8","0,0","4,0",23:59,"7,6",15:10,12,"0,0","2,8",10:50,89,98,08:50,79,Varias
2021-01-16,1700X,O CARBALLIÑO,OURENSE,400,"3,8","0,0","-0,9",23:59,"8,4",15:30,99,"0,3","2,2",Varias,89,98,Varias,69,Varias
2021-01-17,1700X,O CARBALLIÑO,OURENSE,400,"4,8","0,0","-2,9",07:50,"12,6",15:40,22,"0,0","2,2",15:00,76,99,Varias,55,15:30
2021-01-18,1700X,O CARBALLIÑO,OURENSE,400,"6,6","0,0","0,7",01:00,"12,6",15:30,18,"0,3","2,5",14:20,88,99,Varias,65,15:20
2021-01-19,1700X,O CARBALLIÑO,OURENSE,400,"5,6","14,8","-0,5",05:20,"11,6",15:50,16,"0,6","8,1",19:30,77,99,Varias,59,15:40
2021-01-20,1700X,O CARBALLIÑO,OURENSE,400,"9,2","25,0","6,6",01:40,"11,8",14:30,24,"0,8","13,3",14:30,95,97,Varias,83,00:00
2021-01-21,1700X,O CARBALLIÑO,OURENSE,400,"11,0","25,5","8,2",23:50,"13,8",12:40,28,"1,9","11,9",23:20,79,99,07:10,66,Varias
2021-01-22,1700X,O CARBALLIÑO,OURENSE,400,"8,7","8,9","6,2",08:40,"11,2",14:30,27,"1,1","17,5",02:00,85,95,00:30,62,14:30
2021-01-23,1700X,O CARBALLIÑO,OURENSE,400,"10,2","12,5","7,0",00:20,"13,3",15:40,28,"1,7","13,6",16:00,90,98,Varias,76,16:50
2021-01-24,1700X,O CARBALLIÑO,OURENSE,400,"8,2","10,6","5,7",07:50,"10,7",15:00,30,"0,6","6,7",00:10,90,98,09:50,78,16:30
2021-01-25,1700X,O CARBALLIÑO,OURENSE,400,"11,6","2,5","8,6",01:00,"14,6",14:10,27,"0,8","11,7",04:00,95,98,Varias,88,15:20
2021-01-26,1700X,O CARBALLIÑO,OURENSE,400,"13,1","4,6","11,3",04:00,"14,9",15:00,27,"0,3","3,3",16:20,97,98,Varias,93,15:10
2021-01-27,1700X,O CARBALLIÑO,OURENSE,400,"13,2","0,0","11,5",07:00,"14,8",13:50,19,"0,3","3,9",14:20,91,98,08:50,86,Varias
2021-01-28,1700X,O CARBALLIÑO,OURENSE,400,"14,0","0,6","11,9",21:50,"16,2",12:30,24,"1,4","8,1",12:30,84,94,01:30,74,12:50
2021-01-29,1700X,O CARBALLIÑO,OURENSE,400,"12,3","13,6","10,3",23:59,"14,3",14:10,26,"1,4","13,3",22:20,89,98,06:10,79,16:30
2021-01-30,1700X,O CARBALLIÑO,OURENSE,400,"9,1","10,8","7,7",10:30,"10,5",00:10,30,"3,3","12,8",13:30,78,92,00:10,74,07:00
2021-01-31,1700X,O CARBALLIÑO,OURENSE,400,"12,2","2,4","9,0",03:00,"15,3",14:20,26,"1,4","12,2",14:00,92,98,07:30,73,14:30
2021-02-01,1700X,O CARBALLIÑO,OURENSE,400,"11,4","4,6","10,6",08:00,"12,2",14:00,24,"1,1","6,9",05:00,91,98,20:00,75,05:10
2021-02-02,1700X,O CARBALLIÑO,OURENSE,400,"11,4","23,7","10,6",02:00,"12,2",13:20,24,"1,7","10,8",15:00,94,97,Varias,90,14:50
2021-02-03,1700X,O CARBALLIÑO,OURENSE,400,"11,1","8,8","8,0",09:00,"14,2",13:50,30,"1,4","8,6",00:30,81,95,00:10,55,14:00
2021-02-04,1700X,O CARBALLIÑO,OURENSE,400,"8,4","0,3","5,6",23:59,"11,1",13:30,21,"0,3","5,0",00:10,87,97,Varias,71,14:50
2021-02-05,1700X,O CARBALLIÑO,OURENSE,400,"7,2","3,2","2,9",07:50,"11,5",14:00,04,"1,7","8,6",23:20,83,99,09:20,65,14:20
2021-02-06,1700X,O CARBALLIÑO,OURENSE,400,"5,2","0,0","0,6",23:59,"9,7",13:10,01,"2,2","9,2",04:20,73,94,23:59,64,16:40
2021-02-07,1700X,O CARBALLIÑO,OURENSE,400,"3,4","21,4","-1,2",06:00,"8,1",23:40,29,"0,3","8,1",22:50,98,99,Varias,94,00:00
2021-02-08,1700X,O CARBALLIÑO,OURENSE,400,"8,4","25,4","6,4",05:30,"10,4",13:30,27,"0,6","6,7",13:10,95,98,Varias,85,13:50
2021-02-09,1700X,O CARBALLIÑO,OURENSE,400,"8,2","21,2","5,7",23:00,"10,7",12:30,26,"2,2","11,1",05:10,82,97,Varias,64,12:20
2021-02-10,1700X,O CARBALLIÑO,OURENSE,400,"8,5","2,2","2,8",08:20,"14,2",15:20,24,"0,3","5,3",00:50,77,98,Varias,53,15:30
2021-02-11,1700X,O CARBALLIÑO,OURENSE,400,"11,4","17,8","8,3",00:20,"14,6",15:00,18,"0,8","5,8",15:20,94,98,Varias,84,15:10
2021-02-12,1700X,O CARBALLIÑO,OURENSE,400,"11,6","0,1","7,9",Varias,"15,4",15:40,24,"1,1","7,5",01:30,73,98,10:10,53,15:10
2021-02-13,1700X,O CARBALLIÑO,OURENSE,400,"10,4","0,6","7,5",00:40,"13,3",15:50,05,"0,3","3,3",08:40,89,96,10:00,84,Varias
2021-02-14,1700X,O CARBALLIÑO,OURENSE,400,"13,0","0,0","7,4",08:00,"18,5",15:50,99,"0,3","7,5",Varias,63,96,08:30,38,16:00
2021-02-15,1700X,O CARBALLIÑO,OURENSE,400,"14,2","1,3","7,7",01:40,"20,7",16:00,99,"1,1","7,8",Varias,53,86,01:20,35,16:10
2021-02-16,1700X,O CARBALLIÑO,OURENSE,400,"9,6","2,9","3,8",23:59,"15,4",15:00,17,"1,1","8,6",06:00,71,94,Varias,53,Varias
2021-02-17,1700X,O CARBALLIÑO,OURENSE,400,"7,8","40,1","1,6",06:00,"13,9",12:40,99,"1,1","7,2",Varias,87,99,Varias,68,12:50
2021-02-18,1700X,O CARBALLIÑO,OURENSE,400,"9,4","4,6","5,7",22:40,"13,0",14:00,26,"0,8","9,7",01:40,84,97,Varias,60,15:20
2021-02-19,1700X,O CARBALLIÑO,OURENSE,400,"10,6","1,1","6,2",00:40,"15,0",12:50,99,"1,9","10,3",Varias,75,94,01:10,63,23:40
2021-02-20,1700X,O CARBALLIÑO,OURENSE,400,"10,8","46,7","7,5",23:59,"14,0",02:50,17,"1,1","11,1",01:50,84,97,12:50,59,06:30
2021-02-21,1700X,O CARBALLIÑO,OURENSE,400,"5,9","2,2","1,0",23:59,"10,8",14:50,35,"0,6","6,1",15:10,87,97,Varias,75,15:00
2021-02-22,1700X,O CARBALLIÑO,OURENSE,400,"7,4","0,0","-0,2",05:00,"14,9",15:30,22,"0,3","3,6",14:30,80,99,Varias,54,14:40
2021-02-23,1700X,O CARBALLIÑO,OURENSE,400,,"0,1",,,,,11,"0,0","4,7",10:50,,,,,
2021-02-24,1700X,O CARBALLIÑO,OURENSE,400,,"11,7",,,,,21,"1,4","10,3",13:40,,,,,
2021-02-25,1700X,O CARBALLIÑO,OURENSE,400,"9,2","2,4","6,3",23:59,"12,2",14:40,36,"0,6","5,0",17:40,89,98,07:50,70,15:00
2021-02-26,1700X,O CARBALLIÑO,OURENSE,400,"10,5","0,0","2,6",07:20,"18,4",16:00,12,"0,0","3,6",14:50,77,99,08:40,56,16:10
2021-02-27,1700X,O CARBALLIÑO,OURENSE,400,"12,6","0,0","4,8",03:00,"20,3",16:20,13,"0,3","3,6",10:30,69,98,Varias,38,15:40
2021-02-28,1700X,O CARBALLIÑO,OURENSE,400,"11,8","0,0","3,9",05:00,"19,6",15:40,10,"0,3","3,1",12:00,64,98,Varias,38,14:40
2021-03-01,1700X,O CARBALLIÑO,OURENSE,400,"9,9","0,7","4,2",02:10,"15,6",13:00,22,"1,1","9,7",12:20,78,96,Varias,63,13:00
2021-03-02,1700X,O CARBALLIÑO,OURENSE,400,"9,0","0,1","5,7",23:59,"12,3",14:10,22,"0,3","5,3",02:00,80,92,23:59,71,16:50
2021-03-03,1700X,O CARBALLIÑO,OURENSE,400,"11,0","0,0","1,2",07:20,"20,7",15:50,15,"0,3","4,7",13:40,66,99,09:50,40,15:20
2021-03-04,1700X,O CARBALLIÑO,OURENSE,400,"12,8","0,0","6,5",08:00,"19,2",15:10,16,"0,6","4,7",15:20,65,96,Varias,44,Varias
2021-03-05,1700X,O CARBALLIÑO,OURENSE,400,"13,3","0,0","5,0",07:20,"21,6",14:40,35,"1,4","6,1",14:50,63,97,Varias,36,14:10
2021-03-06,1700X,O CARBALLIÑO,OURENSE,400,"10,4","0,0","1,5",07:30,"19,3",15:40,04,"0,6","4,2",17:20,65,99,09:30,43,15:30
2021-03-07,1700X,O CARBALLIÑO,OURENSE,400,"8,2","0,0","1,0",05:30,"15,4",14:00,04,"1,4","6,1",16:10,70,98,Varias,51,16:30
2021-03-08,1700X,O CARBALLIÑO,OURENSE,400,"8,0","0,0","1,7",03:40,"14,4",14:20,02,"1,9","9,4",14:40,61,92,Varias,41,14:20
2021-03-09,1700X,O CARBALLIÑO,OURENSE,400,"7,6","0,0","-1,7",07:30,"16,8",16:00,30,"0,8","5,8",17:30,63,99,09:00,34,15:20
2021-03-10,1700X,O CARBALLIÑO,OURENSE,400,"6,7","0,3","0,8",04:50,"12,6",16:40,18,"0,6","4,2",16:50,86,97,07:00,69,11:30
2021-03-11,1700X,O CARBALLIÑO,OURENSE,400,"10,2","4,3","7,8",23:59,"12,5",10:30,24,"0,8","6,4",04:40,89,96,Varias,81,17:50
2021-03-12,1700X,O CARBALLIÑO,OURENSE,400,"8,7","0,8","3,0",07:20,"14,4",16:00,30,"1,1","7,8",15:00,67,98,Varias,44,15:30
2021-03-13,1700X,O CARBALLIÑO,OURENSE,400,"7,7","1,6","3,3",04:10,"12,1",13:00,28,"0,8","6,4",15:10,83,99,Varias,69,14:10
