fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
2014-01-01,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,2","0,0","6,2",00:57,"14,1",12:54,26,"5,8","14,2",23:51,"6,4","969,2",09,"963,9",24,63
2014-01-02,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,6","0,0","10,6",Varias,"16,7",13:09,27,"2,8","13,6",00:04,"3,4","965,7",Varias,"962,7",05,73
2014-01-03,0200E,"BARCELONA, FABRA",BARCELONA,408,"14,1",Ip,"10,2",20:57,"18,0",14:27,26,"5,8","11,9",13:57,"3,3","969,4",21,"964,7",05,77
2014-01-04,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,8","1,3","5,2",23:50,"16,3",12:00,27,"6,4","15,8",18:18,"1,9","968,4",00,"955,8",20,87
2014-01-05,0200E,"BARCELONA, FABRA",BARCELONA,408,"7,9","0,0","4,3",03:42,"11,5",Varias,30,"8,1","18,9",10:14,"5,4","968,1",Varias,"959,3",00,59
2014-01-06,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,4","0,0","9,6",Varias,"17,2",Varias,31,"4,2","20,3",03:11,"8,7","969,3",Varias,"966,8",00,65
2014-01-07,0200E,"BARCELONA, FABRA",BARCELONA,408,"13,6","0,0","10,1",23:30,"17,1",12:24,30,"4,2","8,1",05:40,"8,3","973,1",23,"969,3",00,65
2014-01-08,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,6","0,0","8,3",07:27,"15,0",13:37,26,"1,9","7,5",00:37,"6,2","975,5",11,"973,0",Varias,82
2014-01-09,0200E,"BARCELONA, FABRA",BARCELONA,408,"11,0","0,0","7,4",23:59,"14,7",12:22,25,"0,8","7,2",09:32,"6,6","973,9",00,"970,4",Varias,79
2014-01-10,0200E,"BARCELONA, FABRA",BARCELONA,408,"9,0","0,0","6,2",04:27,"11,8",12:56,06,"1,7","5,0",11:02,"0,7","971,5",10,"969,0",17,88
2014-01-11,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,3","5,1","8,4",00:59,"12,2",12:33,06,"2,8","7,2",17:46,"0,0","972,4",24,"968,8",Varias,90
2014-01-12,0200E,"BARCELONA, FABRA",BARCELONA,408,"10,6","0,5","7,1",23:59,"14,0",13:31,30,"3,6","8,6",23:55,"6,2","973,7",11,"972,1",24,66
2014-01-13,0200E,"BARCELONA, FABRA",BARCELONA,408,"8,4","2,4","5,5",23:59,"11,4",12:20,31,"3,6","12,8",17:29,"0,7","972,1",00,"963,6",24,86
