fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2016-01-01,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"9,2","0,0","6,0",07:20,"12,3",14:12,20,"3,6","9,2",02:02,"9,9","776,0",11,"773,9",05,25,55,14:07,19,12:18
2016-01-02,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"9,4","0,0","5,9",22:31,"12,9",13:20,15,"3,3","10,6",00:51,"9,9","776,6",22,"774,1",05,36,48,15:01,25,09:30
2016-01-03,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"10,3","0,0","7,3",00:02,"13,3",13:43,32,"2,5","7,2",15:22,"10,0","776,7",11,"774,6",Varias,26,42,13:12,10,18:40
2016-01-04,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"8,7","0,0","5,5",22:23,"11,9",12:50,30,"4,4","6,9",18:25,"10,0","775,7",00,"772,1",18,37,71,19:11,16,02:15
2016-01-05,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"3,6","3,8","-0,5",20:32,"7,7",12:20,33,"10,0","19,2",14:47,"4,2","772,5",00,"768,9",15,87,100,Varias,11,22:53
2016-01-06,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"6,7","0,0","2,9",00:00,"10,5",14:31,01,"6,9","12,5",09:46,"10,0","773,7",11,"771,0",05,10,32,16:38,4,08:37
2016-01-07,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"9,2","0,0","4,4",06:45,"14,1",14:52,14,"3,6","9,7",11:49,"10,0","772,6",00,"769,5",17,9,20,15:07,2,02:53
2016-01-08,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"8,1","0,0","3,1",23:59,"13,1",12:52,30,"6,1","17,5",22:01,"10,0","769,9",00,"767,2",18,27,94,23:55,4,20:14
2016-01-09,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"6,9","0,0","1,9",05:32,"11,9",15:01,30,"3,1","16,4",02:04,"10,1","771,6",23,"767,7",02,54,100,Varias,1,23:50
2016-01-10,C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369,"9,1","0,0","5,0",02:50,"13,2",12:55,31,"3,1","8,3",09:01,"10,1","771,9",11,"769,6",06,20,42,15:34,1,00:00
