fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2017-01-01,1393,CABO VILÁN,A CORUÑA,50,"8,8","16,0","6,5",02:00,"11,1",12:10,18,"5,3","14,7",20:20,89,96,Varias,83,Varias
2017-01-02,1393,CABO VILÁN,A CORUÑA,50,"9,8","0,5","7,9",09:00,"11,8",14:00,17,"5,3","17,5",00:40,79,99,Varias,61,22:30
2017-01-03,1393,CABO VILÁN,A CORUÑA,50,"13,2","0,4","10,2",08:00,"16,2",13:40,13,"3,3","10,8",01:00,78,94,Varias,62,Varias
2017-01-04,1393,CABO VILÁN,A CORUÑA,50,"14,1","0,0","12,7",03:00,"15,5",13:10,18,"4,4","9,2",13:50,92,96,Varias,88,13:20
2017-01-05,1393,CABO VILÁN,A CORUÑA,50,"12,8","0,0","10,0",23:59,"15,5",13:40,99,"2,5","7,2",Varias,89,96,00:00,83,20:10
2017-01-06,1393,CABO VILÁN,A CORUÑA,50,"10,4","0,0","7,5",07:50,"13,4",14:00,04,"3,6","8,3",20:40,82,90,00:50,70,11:20
2017-01-07,1393,CABO VILÁN,A CORUÑA,50,"8,7","0,0","5,0",08:30,"12,4",14:00,09,"2,5","7,5",03:50,72,85,00:00,61,03:40
2017-01-08,1393,CABO VILÁN,A CORUÑA,50,"10,6","0,0","6,9",01:30,"14,2",12:40,14,"1,1","4,2",02:30,68,82,17:40,55,07:00
2017-01-09,1393,CABO VILÁN,A CORUÑA,50,"9,8","0,2","6,6",07:40,"13,0",11:20,35,"1,9","6,9",20:10,72,91,Varias,55,06:30
2017-01-10,1393,CABO VILÁN,A CORUÑA,50,"11,3","1,4","10,4",10:00,"12,2",03:00,35,"7,5","12,8",15:50,91,99,Varias,81,14:40
2017-01-11,1393,CABO VILÁN,A CORUÑA,50,"11,6","0,1","10,7",Varias,"12,4",05:30,02,"3,3","8,6",00:20,95,99,Varias,90,Varias
2017-01-12,1393,CABO VILÁN,A CORUÑA,50,"10,6","1,5","8,2",23:59,"13,1",12:30,23,"6,7","13,9",10:20,96,99,Varias,66,22:00
2017-01-13,1393,CABO VILÁN,A CORUÑA,50,"8,7","1,1","7,3",06:10,"10,1",14:10,02,"9,2","16,9",15:30,74,87,07:50,67,Varias
2017-01-14,1393,CABO VILÁN,A CORUÑA,50,"9,0","2,2","7,3",08:50,"10,6",13:20,01,"6,7","17,8",08:40,75,90,09:10,67,00:00
2017-01-15,1393,CABO VILÁN,A CORUÑA,50,"10,5","0,4","9,1",20:10,"11,9",12:00,02,"7,2","12,5",20:10,69,80,Varias,63,14:00
2017-01-16,1393,CABO VILÁN,A CORUÑA,50,"10,5","0,0","9,4",00:30,"11,6",12:00,03,"7,8","13,9",09:10,77,88,23:50,68,07:30
2017-01-17,1393,CABO VILÁN,A CORUÑA,50,"9,6","0,0","6,9",23:59,"12,4",14:20,04,"7,5","15,8",17:00,85,92,Varias,70,Varias
2017-01-18,1393,CABO VILÁN,A CORUÑA,50,"6,4","0,0","4,6",Varias,"8,3",12:30,03,"7,8","19,4",10:50,59,70,00:00,50,14:10
2017-01-19,1393,CABO VILÁN,A CORUÑA,50,"5,2","0,0","2,9",23:59,"7,6",13:50,04,"5,6","15,0",15:20,66,74,22:10,61,Varias
